 85, 158,    92, 126,   151, 208 
155, 226,    69, 106,   134, 152 
 93, 178,   115, 142,   173, 255 
141, 202,   110, 145,   168, 208 
120, 230,    84, 116,    93, 116 
148, 254,   104, 135,   120, 152 
247, 251,   242, 247,   245, 250 

 85, 158,    92, 126,   151, 208 
 32,  77,   145, 170,   114, 126 
 93, 178,   115, 142,   173, 255 
141, 202,   110, 145,   168, 208 
120, 230,    84, 116,    93, 116 
148, 254,   104, 135,   120, 152 
247, 251,   242, 247,   245, 250 


