3.604999999999999982e+00,1.389999999999999902e+00,2.753000000000000114e+00,3.366000000000000103e+00,3.206999999999999851e+00,2.818000000000000060e+00,1.937999999999999945e+00,2.378000000000000114e+00,-3.352485065798054276e-01,-1.159994329189222073e+00,6.040637961496875263e-01
3.589999999999999858e+00,1.366000000000000103e+00,2.766999999999999904e+00,3.366000000000000103e+00,3.226000000000000423e+00,2.818000000000000060e+00,1.943000000000000060e+00,2.358999999999999986e+00,-3.292838515841406410e-01,-1.161489914736949736e+00,6.040782065551478786e-01
3.613999999999999879e+00,1.399000000000000021e+00,2.757000000000000117e+00,3.351999999999999869e+00,3.226000000000000423e+00,2.790000000000000036e+00,1.933000000000000052e+00,2.330999999999999961e+00,-3.238269467340770813e-01,-1.163712172896675057e+00,6.039645644693428794e-01
3.613999999999999879e+00,1.393999999999999906e+00,2.762000000000000011e+00,3.333000000000000185e+00,3.234999999999999876e+00,2.803999999999999826e+00,1.951999999999999957e+00,2.322000000000000064e+00,-3.170910698516397619e-01,-1.165204541795955340e+00,6.039202257092259885e-01
3.656000000000000139e+00,1.413000000000000034e+00,2.775999999999999801e+00,3.333000000000000185e+00,3.258999999999999897e+00,2.786000000000000032e+00,1.961000000000000076e+00,2.350000000000000089e+00,-3.122240267021638704e-01,-1.166187391126644712e+00,6.040779506395268506e-01
3.661000000000000032e+00,1.362000000000000099e+00,2.766999999999999904e+00,3.342000000000000082e+00,3.282000000000000028e+00,2.794999999999999929e+00,1.975000000000000089e+00,2.284000000000000252e+00,-3.053470253759698605e-01,-1.167442162162437791e+00,6.040940315333158672e-01
3.623000000000000220e+00,1.393999999999999906e+00,2.762000000000000011e+00,3.346999999999999975e+00,3.216000000000000192e+00,2.818000000000000060e+00,1.999000000000000110e+00,2.302999999999999936e+00,-2.900618698991531130e-01,-1.171607574057615508e+00,6.037980890473222395e-01
3.702999999999999847e+00,1.356999999999999984e+00,2.790000000000000036e+00,3.357000000000000206e+00,3.249000000000000110e+00,2.786000000000000032e+00,1.999000000000000110e+00,2.261000000000000121e+00,-2.825807391232509347e-01,-1.173942372897207820e+00,6.038064928294653022e-01
3.680000000000000160e+00,1.366000000000000103e+00,2.818000000000000060e+00,3.351999999999999869e+00,3.234999999999999876e+00,2.766999999999999904e+00,2.004000000000000004e+00,2.251999999999999780e+00,-2.724554041894594603e-01,-1.176695660763295015e+00,6.036354331998834422e-01
3.708000000000000185e+00,1.375999999999999890e+00,2.818000000000000060e+00,3.333000000000000185e+00,3.254000000000000004e+00,2.743000000000000327e+00,1.999000000000000110e+00,2.241999999999999993e+00,-2.654489806244124672e-01,-1.179627713009375078e+00,6.038795533849770081e-01
3.697999999999999954e+00,1.358000000000000096e+00,2.809000000000000163e+00,3.318999999999999950e+00,3.245000000000000107e+00,2.762000000000000011e+00,2.021999999999999797e+00,2.209000000000000075e+00,-2.581366248187524914e-01,-1.181442601898997413e+00,6.039637977934957380e-01
3.702999999999999847e+00,1.393999999999999906e+00,2.837000000000000188e+00,3.310000000000000053e+00,3.262999999999999901e+00,2.799999999999999822e+00,2.049999999999999822e+00,2.176000000000000156e+00,-2.504994918812128435e-01,-1.184665322311724944e+00,6.038717067157206575e-01
3.684000000000000163e+00,1.375999999999999890e+00,2.822000000000000064e+00,3.299999999999999822e+00,3.231000000000000316e+00,2.753000000000000114e+00,2.032000000000000028e+00,2.148000000000000131e+00,-2.418663755704312801e-01,-1.186713390334116491e+00,6.038476459048491840e-01
3.665999999999999925e+00,1.343000000000000194e+00,2.822000000000000064e+00,3.333000000000000185e+00,3.249000000000000110e+00,2.725000000000000089e+00,2.045999999999999819e+00,2.144000000000000128e+00,-2.330790862462321644e-01,-1.189574192459862623e+00,6.037781111978562931e-01
3.693999999999999950e+00,1.370999999999999996e+00,2.826999999999999957e+00,3.305000000000000160e+00,3.254000000000000004e+00,2.729000000000000092e+00,2.045999999999999819e+00,2.129999999999999893e+00,-2.235437701053620829e-01,-1.192524904483790449e+00,6.034830057406938009e-01
3.708000000000000185e+00,1.370999999999999996e+00,2.822000000000000064e+00,3.301000000000000156e+00,3.240000000000000213e+00,2.720000000000000195e+00,2.045999999999999819e+00,2.073999999999999844e+00,-2.132727822129225070e-01,-1.194609965745627944e+00,6.034554773577175402e-01
3.750000000000000000e+00,1.362000000000000099e+00,2.859999999999999876e+00,3.306000000000000050e+00,3.267999999999999794e+00,2.706000000000000405e+00,2.060000000000000053e+00,2.079000000000000181e+00,-2.062462596450048702e-01,-1.195709999858460160e+00,6.034708225674336735e-01
3.725999999999999979e+00,1.338999999999999968e+00,2.865000000000000213e+00,3.314000000000000057e+00,3.234999999999999876e+00,2.720000000000000195e+00,2.064999999999999947e+00,2.060000000000000053e+00,-1.988389803309054682e-01,-1.197087125180143152e+00,6.035479631460293204e-01
