,Unnamed: 0,timestamp,R1,RSS1,R2,RSS2,R3,RSS3,R4,RSS4,R5,RSS5,R6,RSS6,R7,RSS7,R8,RSS8,X_M1,Y_M1,Z_M1,X_M2,Y_M2,Z_M2,X_M3,Y_M3,Z_M3,X_M4,Y_M4,Z_M4
0,0,1541176392,3.605,-84,1.39,-80,2.753,-82,3.366,-83,3.207,-85,2.818,-83,1.938,-81,2.378,-88,-1.0876,0.401722,-0.377634,-1.11674,0.400288,-0.269668,-1.2248,0.399818,-0.296874,-1.19561,0.398597,-0.403544
1,1,1541176392,3.59,-85,1.366,-80,2.767,-85,3.366,-84,3.2260000000000004,-86,2.818,-84,1.943,-83,2.359,-89,-1.08911,0.401839,-0.371876,-1.11797,0.400255,-0.26429400000000003,-1.22599,0.399678,-0.290674,-1.19708,0.398731,-0.398062
2,2,1541176392,3.614,-85,1.399,-80,2.757,-83,3.352,-82,3.2260000000000004,-84,2.79,-83,1.933,-81,2.331,-87,-1.09102,0.401676,-0.365812,-1.12009,0.40024,-0.258286,-1.2286,0.399622,-0.285521,-1.19923,0.398502,-0.392283
3,3,1541176392,3.614,-86,1.394,-80,2.762,-83,3.333,-82,3.235,-84,2.804,-83,1.952,-81,2.322,-88,-1.09249,0.401697,-0.359622,-1.12165,0.400074,-0.251601,-1.23012,0.399586,-0.279108,-1.20076,0.398516,-0.386026
4,4,1541176392,3.656,-85,1.413,-80,2.776,-83,3.333,-82,3.259,-84,2.786,-84,1.961,-81,2.35,-87,-1.09382,0.401488,-0.353977,-1.12307,0.400535,-0.245662,-1.23157,0.400034,-0.272536,-1.20192,0.398388,-0.380019
5,5,1541176392,3.661,-86,1.362,-80,2.767,-82,3.342,-82,3.282,-86,2.795,-83,1.975,-81,2.2840000000000003,-89,-1.09561,0.401733,-0.348298,-1.12453,0.400033,-0.239962,-1.23258,0.400146,-0.268145,-1.20345,0.398629,-0.374155
6,6,1541176392,3.623,-87,1.394,-81,2.762,-84,3.347,-82,3.216,-85,2.818,-85,1.999,-81,2.303,-86,-1.09896,0.401976,-0.334801,-1.12857,0.39932,-0.226184,-1.23652,0.399341,-0.25395100000000004,-1.20674,0.398856,-0.360994
7,7,1541176392,3.703,-85,1.357,-80,2.79,-82,3.357,-82,3.249,-84,2.786,-82,1.999,-80,2.261,-87,-1.10132,0.401711,-0.326139,-1.13015,0.399657,-0.218166,-1.23932,0.399204,-0.245248,-1.20985,0.398875,-0.352249
8,8,1541176392,3.68,-85,1.366,-80,2.818,-83,3.352,-82,3.235,-84,2.767,-83,2.004,-81,2.252,-86,-1.10411,0.40175,-0.316594,-1.13318,0.399249,-0.208106,-1.24139,0.398925,-0.236464,-1.21243,0.398899,-0.343263
9,9,1541176392,3.708,-86,1.376,-80,2.818,-82,3.333,-82,3.254,-84,2.7430000000000003,-83,1.999,-81,2.242,-87,-1.10644,0.402129,-0.30908800000000003,-1.13545,0.399901,-0.200986,-1.24346,0.39901,-0.228514,-1.21424,0.398782,-0.334942
10,10,1541176392,3.698,-85,1.358,-80,2.809,-84,3.319,-84,3.245,-86,2.762,-83,2.022,-81,2.209,-87,-1.10849,0.402009,-0.300969,-1.13698,0.400118,-0.193243,-1.2457,0.399084,-0.220579,-1.21664,0.398898,-0.327325
11,11,1541176392,3.703,-86,1.394,-81,2.837,-83,3.31,-84,3.263,-85,2.8,-84,2.05,-81,2.176,-88,-1.11078,0.402099,-0.293167,-1.13974,0.400384,-0.185008,-1.24827,0.398545,-0.211972,-1.21861,0.398768,-0.319092
