,Unnamed: 0,timestamp,R1,RSS1,R2,RSS2,R3,RSS3,R4,RSS4,R5,RSS5,R6,RSS6,R7,RSS7,R8,RSS8,X_M1,Y_M1,Z_M1,X_M2,Y_M2,Z_M2,X_M3,Y_M3,Z_M3,X_M4,Y_M4,Z_M4
0,0,1541176535,4.6960000000000015,-87,2.2,-82,4.1530000000000005,-85,2.949,-89,3.661,-86,1.817,-81,3.469,-83,0.913,-80,-1.25149,0.388388,1.33006,-1.36077,0.386988,1.3025,-1.3353,0.388282,1.19531,-1.2272299999999998,0.388291,1.22201
1,1,1541176535,4.705,-88,2.186,-81,4.134,-84,2.898,-88,3.689,-85,1.821,-81,3.446,-84,0.917,-80,-1.24169,0.388697,1.33273,-1.35084,0.38699,1.30653,-1.32705,0.388304,1.19831,-1.21788,0.388663,1.22324
2,2,1541176535,4.6389999999999985,-87,2.162,-82,4.134,-84,2.9160000000000004,-87,3.666,-86,1.826,-81,3.479,-83,0.908,-80,-1.2314200000000002,0.388792,1.33423,-1.34162,0.386857,1.30876,-1.31903,0.388462,1.20123,-1.20978,0.389149,1.22415
3,3,1541176535,4.658,-87,2.181,-82,4.115,-84,2.926,-87,3.67,-86,1.812,-81,3.479,-83,0.917,-80,-1.22147,0.388921,1.33588,-1.33185,0.387095,1.31228,-1.31091,0.388177,1.20384,-1.20141,0.389185,1.22528
4,4,1541176535,4.7,-88,2.186,-83,4.1389999999999985,-86,2.893,-89,3.651,-86,1.798,-82,3.464,-83,0.917,-82,-1.21159,0.389221,1.33662,-1.32233,0.387055,1.31361,-1.30286,0.388089,1.20558,-1.19307,0.389233,1.22611
5,5,1541176535,4.644,-90,2.2,-82,4.143,-84,2.902,-86,3.6,-87,1.76,-82,3.446,-83,0.95,-81,-1.20199,0.389502,1.33712,-1.31285,0.387142,1.31519,-1.29341,0.387985,1.20673,-1.1838,0.389453,1.22701
6,6,1541176535,4.7189999999999985,-88,2.191,-81,4.134,-84,2.86,-87,3.619,-86,1.77,-82,3.483,-83,0.95,-81,-1.19236,0.389349,1.3383,-1.30263,0.387485,1.31659,-1.2835,0.388182,1.20784,-1.17388,0.389304,1.2282
7,7,1541176535,4.658,-87,2.186,-82,4.129,-84,2.809,-87,3.609,-85,1.751,-81,3.455,-84,0.964,-82,-1.18193,0.38941,1.3398,-1.29286,0.387267,1.31864,-1.27361,0.388168,1.20992,-1.16422,0.389146,1.23012
8,8,1541176535,4.644,-88,2.186,-82,4.125,-84,2.818,-87,3.5860000000000003,-85,1.765,-81,3.455,-83,0.992,-83,-1.1722,0.38942,1.34211,-1.28366,0.387165,1.32129,-1.26397,0.388213,1.21229,-1.15433,0.389539,1.2322799999999998
9,9,1541176535,4.681,-87,2.195,-84,4.1389999999999985,-86,2.7430000000000003,-88,3.562,-89,1.741,-81,3.483,-83,0.997,-81,-1.1629,0.389393,1.34456,-1.27372,0.387667,1.32342,-1.25479,0.388285,1.21492,-1.14524,0.389634,1.23469
