,Unnamed: 0,timestamp,R1,RSS1,R2,RSS2,R3,RSS3,R4,RSS4,R5,RSS5,R6,RSS6,R7,RSS7,R8,RSS8,X_M1,Y_M1,Z_M1,X_M2,Y_M2,Z_M2,X_M3,Y_M3,Z_M3,X_M4,Y_M4,Z_M4
0,0,1541176642,3.507,-88,2.032,-82,3.165,-88,2.397,-85,2.701,-83,2.022,-81,2.86,-83,2.083,-81,-0.626548,0.407497,0.404243,-0.615703,0.404653,0.292827,-0.504616,0.406709,0.301164,-0.515207,0.40813,0.412042
1,1,1541176642,3.502,-87,2.027,-82,3.202,-88,2.425,-84,2.7110000000000003,-83,2.036,-82,2.86,-83,2.092,-81,-0.626171,0.407466,0.416095,-0.617323,0.404767,0.304343,-0.506727,0.406917,0.310292,-0.5149819999999999,0.408182,0.421651
2,2,1541176642,3.511,-87,2.041,-82,3.179,-88,2.392,-84,2.734,-85,2.041,-82,2.874,-83,2.083,-81,-0.6257699999999999,0.407715,0.428012,-0.619092,0.404936,0.315606,-0.508267,0.407015,0.320039,-0.514313,0.407595,0.430948
3,3,1541176642,3.5210000000000004,-87,2.06,-82,3.141,-90,2.397,-85,2.725,-83,1.985,-83,2.883,-85,2.069,-84,-0.624794,0.407521,0.439217,-0.620845,0.405526,0.328056,-0.509436,0.407179,0.329375,-0.513234,0.407528,0.440398
4,4,1541176642,3.53,-88,2.041,-83,3.254,-88,2.359,-85,2.7060000000000004,-83,1.971,-81,2.874,-83,2.069,-81,-0.623216,0.407557,0.451164,-0.620653,0.406066,0.339023,-0.509659,0.407331,0.33896,-0.511745,0.407181,0.449879
5,5,1541176642,3.535,-87,2.05,-82,3.221,-89,2.364,-84,2.7060000000000004,-84,1.975,-81,2.907,-83,2.065,-81,-0.621974,0.407731,0.462935,-0.621646,0.405805,0.351197,-0.510668,0.407608,0.34830300000000003,-0.510207,0.407214,0.459746
6,6,1541176642,3.5580000000000003,-88,2.065,-82,3.2310000000000003,-90,2.359,-86,2.7060000000000004,-83,1.966,-81,2.9210000000000003,-84,2.05,-81,-0.6207060000000001,0.407537,0.47448,-0.623027,0.405925,0.363017,-0.5118520000000001,0.407623,0.357681,-0.5091140000000001,0.406997,0.468925
7,7,1541176642,3.5810000000000004,-87,2.083,-82,3.2310000000000003,-89,2.364,-85,2.715,-84,1.966,-83,2.9210000000000003,-85,2.06,-82,-0.619528,0.4075760000000001,0.485858,-0.623855,0.405997,0.374213,-0.512746,0.407289,0.367194,-0.507939,0.406977,0.47789
8,8,1541176642,3.5860000000000003,-90,2.083,-83,3.259,-92,2.373,-87,2.701,-83,1.924,-81,2.944,-83,2.027,-81,-0.617279,0.407704,0.497234,-0.623712,0.406109,0.385818,-0.5126310000000001,0.407677,0.376481,-0.505903,0.406648,0.487447
9,9,1541176642,3.572,-88,2.079,-82,3.2260000000000004,-89,2.388,-85,2.72,-83,1.952,-81,2.968,-83,2.027,-82,-0.614618,0.407352,0.508907,-0.622927,0.406374,0.397598,-0.512293,0.407755,0.38612,-0.503202,0.406547,0.497011
10,10,1541176642,3.605,-88,2.088,-83,3.188,-89,2.364,-84,2.725,-83,1.877,-81,2.959,-83,1.98,-82,-0.61217,0.407066,0.520396,-0.623329,0.406399,0.4097270000000001,-0.5125890000000001,0.407806,0.395616,-0.501186,0.406352,0.5062439999999999
11,11,1541176642,3.623,-88,2.087,-82,3.254,-88,2.392,-84,2.7110000000000003,-83,1.933,-81,2.982,-84,1.999,-82,-0.61019,0.406916,0.5322020000000001,-0.623169,0.406592,0.421413,-0.5131979999999999,0.407844,0.405463,-0.499583,0.406297,0.515347
