,Unnamed: 0,timestamp,R1,RSS1,R2,RSS2,R3,RSS3,R4,RSS4,R5,RSS5,R6,RSS6,R7,RSS7,R8,RSS8,X_M1,Y_M1,Z_M1,X_M2,Y_M2,Z_M2,X_M3,Y_M3,Z_M3,X_M4,Y_M4,Z_M4
0,0,1541175050,1.699,-80,3.609,-84,2.458,-84,2.298,-83,1.3430000000000002,-83,3.052,-88,3.361,-87,4.035,-86,1.20212,0.4142270000000001,-0.577307,1.11559,0.411443,-0.649702,1.18429,0.412797,-0.737271,1.2717,0.413734,-0.666022
1,1,1541175050,1.695,-81,3.609,-84,2.472,-86,2.312,-86,1.366,-82,3.062,-90,3.319,-88,4.0680000000000005,-84,1.2024,0.414476,-0.581639,1.11275,0.4111,-0.648626,1.17733,0.41268,-0.7388819999999999,1.26736,0.413476,-0.672266
2,2,1541175050,1.723,-80,3.6,-84,2.448,-83,2.28,-84,1.376,-82,3.071,-89,3.306,-87,4.035,-86,1.20276,0.414441,-0.584591,1.10978,0.410949,-0.646933,1.16983,0.412664,-0.740978,1.26302,0.413999,-0.679405
3,3,1541175050,1.685,-81,3.623,-85,2.425,-83,2.303,-84,1.325,-84,3.085,-90,3.301,-86,4.045,-86,1.2024,0.414653,-0.588079,1.10697,0.411112,-0.646325,1.16306,0.412747,-0.741971,1.25857,0.413765,-0.684894
4,4,1541175050,1.671,-80,3.6,-86,2.434,-83,2.237,-84,1.348,-83,3.08,-93,3.259,-87,4.096,-85,1.2023700000000002,0.4144350000000001,-0.590831,1.10453,0.41128,-0.6449010000000001,1.15551,0.412954,-0.743459,1.25406,0.413668,-0.69018
5,5,1541175050,1.727,-81,3.5860000000000003,-87,2.458,-84,2.317,-85,1.278,-85,3.043,-89,3.352,-90,4.0539999999999985,-86,1.2015,0.4146510000000001,-0.593368,1.10154,0.411139,-0.643232,1.14772,0.412403,-0.743891,1.24914,0.4137,-0.694785
6,6,1541175050,1.746,-81,3.576,-85,2.42,-84,2.275,-84,1.287,-84,3.085,-89,3.375,-87,4.05,-86,1.2018799999999998,0.414574,-0.597184,1.09924,0.411367,-0.64144,1.14091,0.412384,-0.74402,1.24336,0.413219,-0.700973
7,7,1541175050,1.7180000000000002,-81,3.5860000000000003,-85,2.439,-83,2.303,-84,1.2919999999999998,-85,3.085,-90,3.357,-88,4.078,-86,1.20105,0.414321,-0.599429,1.09674,0.411532,-0.639766,1.13308,0.412645,-0.7440869999999999,1.23806,0.413421,-0.705666
8,8,1541175050,1.741,-81,3.605,-86,2.448,-83,2.2840000000000003,-83,1.301,-83,3.071,-89,3.361,-88,4.073,-87,1.20045,0.414396,-0.604028,1.0941,0.411491,-0.6373,1.12571,0.412764,-0.743482,1.23225,0.412994,-0.7098260000000001
9,9,1541175050,1.685,-81,3.609,-87,2.4530000000000003,-83,2.298,-84,1.287,-82,3.085,-93,3.342,-87,4.073,-88,1.20014,0.414282,-0.607226,1.09145,0.411287,-0.634688,1.11804,0.412571,-0.7429640000000001,1.22575,0.413643,-0.714259
