,Unnamed: 0,timestamp,R1,RSS1,R2,RSS2,R3,RSS3,R4,RSS4,R5,RSS5,R6,RSS6,R7,RSS7,R8,RSS8,X_M1,Y_M1,Z_M1,X_M2,Y_M2,Z_M2,X_M3,Y_M3,Z_M3,X_M4,Y_M4,Z_M4
0,0,1541175005,4.485,-88,2.369,-85,4.096,-84,2.5380000000000003,-85,3.3710000000000004,-86,1.474,-83,3.6,-82,1.479,-82,-0.8633870000000001,0.392919,1.36743,-0.975582,0.390082,1.36371,-0.973001,0.391913,1.25226,-0.861807,0.392666,1.25649
1,1,1541175005,4.513,-90,2.359,-85,4.096,-83,2.524,-84,3.375,-85,1.516,-82,3.609,-82,1.676,-81,-0.872822,0.393435,1.36701,-0.98553,0.390405,1.36319,-0.982318,0.391678,1.2514,-0.8716459999999999,0.39249,1.25605
2,2,1541175005,4.499,-87,2.336,-84,4.0539999999999985,-84,2.547,-84,3.361,-85,1.5019999999999998,-82,3.6,-82,1.6569999999999998,-81,-0.8819629999999999,0.393062,1.36594,-0.99487,0.390071,1.36234,-0.991538,0.391472,1.25099,-0.8810870000000001,0.392264,1.25507
3,3,1541175005,4.494,-87,2.355,-84,4.092,-85,2.589,-85,3.347,-85,1.53,-82,3.59,-82,1.798,-81,-0.891958,0.393241,1.36595,-1.00399,0.390028,1.36178,-1.00119,0.3914,1.25049,-0.8898870000000001,0.392335,1.2547700000000002
4,4,1541175005,4.494,-89,2.331,-84,4.092,-84,2.593,-85,3.366,-86,1.54,-81,3.5810000000000004,-83,1.193,-81,-0.9007139999999999,0.392813,1.36504,-1.01357,0.390217,1.36116,-1.01044,0.391482,1.25003,-0.8995790000000001,0.391924,1.25432
5,5,1541175005,4.518,-87,2.322,-85,4.073,-84,2.533,-85,3.385,-86,1.535,-82,3.609,-84,1.526,-82,-0.910632,0.393133,1.3649,-1.02352,0.390165,1.36091,-1.01958,0.391715,1.2491,-0.908694,0.392077,1.25368
6,6,1541175005,4.49,-89,2.35,-85,4.106,-85,2.575,-87,3.389,-85,1.516,-81,3.6,-83,1.114,-81,-0.920034,0.392997,1.36456,-1.03292,0.39032,1.36045,-1.02941,0.391479,1.24925,-0.918017,0.391786,1.25351
7,7,1541175005,4.513,-87,2.327,-83,4.106,-84,2.5980000000000003,-85,3.389,-85,1.5590000000000002,-81,3.544,-83,1.119,-84,-0.929505,0.392737,1.3645200000000002,-1.04189,0.390214,1.35996,-1.03883,0.39156,1.2487,-0.927623,0.391684,1.25341
8,8,1541175005,4.517,-87,2.303,-82,4.087,-84,2.593,-86,3.389,-85,1.54,-81,3.5860000000000003,-83,1.067,-82,-0.93914,0.392992,1.36459,-1.05214,0.39013,1.35985,-1.04768,0.391601,1.24822,-0.937124,0.392025,1.25302
9,9,1541175005,4.517,-87,2.312,-83,4.078,-85,2.556,-87,3.366,-85,1.568,-82,3.562,-83,1.1,-83,-0.948182,0.392521,1.36362,-1.061,0.390149,1.35935,-1.05674,0.391432,1.24786,-0.94606,0.391535,1.25294
