,Unnamed: 0,timestamp,R1,RSS1,R2,RSS2,R3,RSS3,R4,RSS4,R5,RSS5,R6,RSS6,R7,RSS7,R8,RSS8,X_M1,Y_M1,Z_M1,X_M2,Y_M2,Z_M2,X_M3,Y_M3,Z_M3,X_M4,Y_M4,Z_M4
0,0,1541176252,2.9210000000000003,-84,2.219,-85,2.256,-81,3.029,-82,2.687,-84,2.813,-83,2.373,-84,2.9210000000000003,-83,-0.438007,0.408348,-0.543408,-0.549322,0.404773,-0.538057,-0.555838,0.403835,-0.649267,-0.4446520000000001,0.406464,-0.653943
1,1,1541176252,2.86,-84,2.261,-84,2.195,-81,3.019,-82,2.635,-84,2.8,-82,2.444,-84,2.888,-83,-0.428574,0.408685,-0.5423100000000001,-0.5399649999999999,0.404939,-0.5373220000000001,-0.5464720000000001,0.404117,-0.648275,-0.435091,0.406857,-0.652748
2,2,1541176252,2.8510000000000004,-85,2.247,-84,2.205,-81,3.043,-81,2.659,-83,2.818,-82,2.486,-86,2.883,-82,-0.419396,0.408969,-0.541324,-0.5308350000000001,0.404899,-0.537389,-0.536261,0.404785,-0.648289,-0.425692,0.407207,-0.652145
3,3,1541176252,2.883,-84,2.242,-83,2.2230000000000003,-81,3.019,-82,2.673,-83,2.814,-82,2.298,-85,2.893,-82,-0.409954,0.40918,-0.54171,-0.521167,0.405259,-0.5382100000000001,-0.5262680000000001,0.404973,-0.64941,-0.415025,0.407276,-0.652554
4,4,1541176252,2.86,-86,2.256,-86,2.205,-82,3.019,-82,2.635,-83,2.818,-84,2.331,-88,2.926,-82,-0.4006,0.409076,-0.542759,-0.51168,0.405617,-0.5401729999999999,-0.515898,0.405098,-0.651363,-0.404759,0.407337,-0.653519
5,5,1541176252,2.841,-84,2.261,-83,2.162,-82,3.015,-82,2.64,-83,2.804,-83,2.28,-86,2.893,-82,-0.391331,0.409551,-0.542529,-0.502731,0.405661,-0.540203,-0.506825,0.405185,-0.651347,-0.395577,0.407675,-0.653626
6,6,1541176252,2.837,-84,2.214,-83,2.162,-81,2.982,-82,2.607,-83,2.795,-83,2.065,-86,2.9160000000000004,-83,-0.381511,0.409377,-0.5422170000000001,-0.49258,0.40565,-0.53988,-0.496913,0.405443,-0.651129,-0.385607,0.407619,-0.653111
7,7,1541176252,2.809,-84,2.261,-84,2.181,-81,2.9730000000000003,-82,2.631,-83,2.804,-82,2.036,-86,2.935,-82,-0.371841,0.4097020000000001,-0.542157,-0.482724,0.40606,-0.540409,-0.486372,0.405868,-0.6511939999999999,-0.375474,0.407898,-0.653091
8,8,1541176252,2.837,-84,2.195,-84,2.176,-81,3.015,-82,2.612,-83,2.795,-82,2.004,-87,2.959,-83,-0.362048,0.409915,-0.542974,-0.47298,0.406087,-0.541592,-0.476579,0.405816,-0.652606,-0.365027,0.408041,-0.65386
9,9,1541176252,2.841,-83,2.252,-86,2.181,-81,2.963,-83,2.631,-84,2.809,-82,1.98,-86,2.94,-83,-0.351656,0.409794,-0.5434399999999999,-0.462827,0.406429,-0.542435,-0.465919,0.40615,-0.6534840000000001,-0.355163,0.408029,-0.654859
10,10,1541176252,2.809,-84,2.219,-84,2.162,-81,2.977,-81,2.5980000000000003,-82,2.814,-82,1.957,-87,2.94,-82,-0.341841,0.409957,-0.543037,-0.452858,0.406575,-0.541952,-0.455852,0.406317,-0.653205,-0.344551,0.408079,-0.654075
11,11,1541176252,2.804,-84,2.266,-85,2.186,-81,2.949,-82,2.612,-82,2.818,-82,1.985,-88,2.94,-83,-0.33204,0.4104350000000001,-0.541461,-0.443258,0.406629,-0.5415770000000001,-0.445712,0.406559,-0.652582,-0.334902,0.408552,-0.6532720000000001
12,12,1541176252,2.8,-84,2.242,-85,2.167,-81,2.954,-83,2.584,-82,2.8,-82,1.999,-88,2.959,-83,-0.32263200000000003,0.410512,-0.541942,-0.433892,0.407114,-0.54206,-0.436249,0.406884,-0.653142,-0.325013,0.408659,-0.653613
