,Unnamed: 0,timestamp,R1,RSS1,R2,RSS2,R3,RSS3,R4,RSS4,R5,RSS5,R6,RSS6,R7,RSS7,R8,RSS8,X_M1,Y_M1,Z_M1,X_M2,Y_M2,Z_M2,X_M3,Y_M3,Z_M3,X_M4,Y_M4,Z_M4
0,0,1541175156,3.548,-87,1.601,-87,2.869,-83,2.977,-83,2.982,-85,2.373,-82,2.392,-81,2.153,-81,-0.826501,0.403226,0.07599310000000001,-0.936409,0.401614,0.09679580000000003,-0.958127,0.40202,-0.012289299999999998,-0.8488049999999999,0.40124,-0.0326673
1,1,1541175156,3.562,-86,1.568,-88,2.874,-82,2.977,-83,3.01,-85,2.369,-82,2.43,-81,2.162,-81,-0.814711,0.403224,0.0750973,-0.925336,0.401809,0.0937007,-0.944845,0.402559,-0.015616299999999996,-0.835353,0.401636,-0.0344659
2,2,1541175156,3.572,-86,1.554,-87,2.865,-82,2.991,-83,2.963,-86,2.378,-82,2.463,-81,2.153,-81,-0.803451,0.403147,0.0739588,-0.914251,0.402556,0.0902356,-0.931629,0.402863,-0.0191878,-0.821609,0.401683,-0.035197000000000006
3,3,1541175156,3.572,-87,1.788,-90,2.888,-83,2.963,-84,3.0010000000000003,-84,2.378,-83,2.448,-82,2.153,-82,-0.792783,0.403511,0.07443229999999999,-0.903563,0.402711,0.0885904,-0.919764,0.403385,-0.021444900000000003,-0.809172,0.401853,-0.0355216
4,4,1541175156,3.507,-85,2.055,-86,2.855,-82,2.944,-84,2.987,-85,2.336,-81,2.467,-80,2.191,-81,-0.78609,0.403849,0.0733962,-0.8968370000000001,0.402071,0.0862347,-0.910129,0.402734,-0.0239929,-0.799347,0.402509,-0.0360201
5,5,1541175157,3.474,-86,2.074,-85,2.841,-83,2.977,-83,2.954,-85,2.383,-81,2.448,-81,2.181,-81,-0.777451,0.404086,0.0744107,-0.8891209999999999,0.401928,0.0837339,-0.899609,0.402612,-0.0269164,-0.788628,0.402895,-0.0362038
6,6,1541175157,3.4930000000000003,-87,2.027,-86,2.837,-82,2.954,-83,2.93,-84,2.364,-81,2.458,-81,2.162,-82,-0.7674880000000001,0.403814,0.07684830000000001,-0.879273,0.402241,0.0815836,-0.885503,0.402696,-0.029478,-0.774038,0.402773,-0.0344244
7,7,1541175157,3.497,-88,1.994,-86,2.832,-84,2.968,-85,2.954,-86,2.397,-82,2.505,-83,2.162,-84,-0.755947,0.40397,0.0791916,-0.867772,0.40264,0.08053300000000001,-0.871506,0.403473,-0.0311089,-0.760027,0.403062,-0.0327931
8,8,1541175157,3.4930000000000003,-88,1.985,-86,2.832,-83,2.935,-84,2.898,-84,2.378,-81,2.491,-82,2.2,-81,-0.745917,0.404113,0.0795554,-0.858036,0.403235,0.0771893,-0.856844,0.403913,-0.033182,-0.745482,0.403469,-0.0310246
9,9,1541175157,3.502,-86,1.975,-83,2.837,-82,2.907,-84,2.898,-84,2.369,-81,2.472,-82,2.176,-81,-0.736641,0.404552,0.0822123,-0.848449,0.40282,0.0755026,-0.843882,0.404022,-0.0354655,-0.732266,0.403815,-0.0291044
10,10,1541175157,3.479,-85,2.008,-82,2.8510000000000004,-81,2.902,-85,2.855,-84,2.345,-82,2.481,-82,2.205,-81,-0.729722,0.404995,0.08413430000000001,-0.841319,0.402788,0.0744599,-0.832909,0.403789,-0.036134,-0.722003,0.404166,-0.0268713
11,11,1541175157,3.46,-85,1.989,-82,2.832,-82,2.907,-85,2.883,-84,2.369,-81,2.542,-84,2.172,-81,-0.724588,0.405016,0.08689010000000001,-0.8353200000000001,0.40214,0.07317699999999999,-0.8226600000000001,0.4032,-0.037012,-0.712206,0.404653,-0.0234056
12,12,1541175157,3.455,-85,1.985,-82,2.855,-83,2.888,-85,2.869,-84,2.373,-82,2.495,-82,2.2,-83,-0.719132,0.405974,0.0912817,-0.829233,0.40161,0.0721816,-0.8119109999999999,0.402782,-0.0380685,-0.702341,0.405137,-0.0191857
13,13,1541175157,3.45,-87,2.008,-82,2.822,-82,2.879,-85,2.86,-84,2.345,-81,2.519,-83,2.191,-81,-0.712753,0.405877,0.0946633,-0.8220069999999999,0.401225,0.070877,-0.799862,0.40241,-0.0383166,-0.691066,0.405144,-0.0148779
14,14,1541175157,3.46,-87,1.966,-82,2.837,-82,2.86,-85,2.846,-84,2.294,-81,2.509,-84,2.176,-81,-0.7062970000000001,0.406211,0.0972845,-0.8140470000000001,0.401215,0.0693608,-0.787446,0.402149,-0.0387421,-0.679887,0.405155,-0.0109754
15,15,1541175157,3.45,-86,1.98,-82,2.822,-82,2.86,-86,2.841,-84,2.355,-82,2.486,-85,2.214,-81,-0.6985779999999999,0.406508,0.100776,-0.805487,0.401102,0.0691581,-0.773954,0.4023,-0.038049900000000005,-0.668185,0.405435,-0.00598918
16,16,1541175157,3.385,-86,1.985,-82,2.837,-81,2.893,-85,2.822,-84,2.327,-82,2.477,-85,2.186,-81,-0.690861,0.406354,0.105367,-0.796974,0.401403,0.0680608,-0.760376,0.402124,-0.0368645,-0.656045,0.405413,-7.96e-05
17,17,1541175157,3.399,-86,2.022,-84,2.837,-81,2.822,-88,2.822,-86,2.322,-83,2.444,-87,2.167,-82,-0.68319,0.406319,0.110409,-0.787371,0.401186,0.0687558,-0.745332,0.402494,-0.035086400000000004,-0.643459,0.405525,0.00645478
18,18,1541175157,3.38,-87,1.999,-83,2.822,-82,2.734,-87,2.814,-85,2.303,-82,2.467,-86,2.2,-81,-0.675247,0.405938,0.11593,-0.7767029999999999,0.401951,0.0695518,-0.731047,0.402653,-0.0321203,-0.630499,0.405516,0.0145693
19,19,1541175157,3.375,-87,1.999,-84,2.837,-82,2.6260000000000003,-89,2.767,-84,2.317,-82,2.467,-88,2.209,-81,-0.6673640000000001,0.405962,0.122462,-0.766597,0.401829,0.0725103,-0.716306,0.402961,-0.0277521,-0.6181260000000001,0.405394,0.0231358
