,Unnamed: 0,timestamp,R1,RSS1,R2,RSS2,R3,RSS3,R4,RSS4,R5,RSS5,R6,RSS6,R7,RSS7,R8,RSS8,X_M1,Y_M1,Z_M1,X_M2,Y_M2,Z_M2,X_M3,Y_M3,Z_M3,X_M4,Y_M4,Z_M4
0,0,1541174938,3.844,-84,1.287,-81,2.94,-82,3.399,-85,3.361,-84,2.781,-84,2.069,-84,2.097,-83,-1.3510799999999998,0.395552,-0.0538252,-1.39429,0.394545,-0.158024,-1.29348,0.397475,-0.203093,-1.24926,0.396622,-0.100578
1,1,1541174938,3.867,-85,1.226,-81,2.935,-82,3.394,-85,3.338,-84,2.748,-84,2.088,-84,2.074,-83,-1.35853,0.395105,-0.06379019999999999,-1.39662,0.394527,-0.170343,-1.2932,0.397094,-0.209458,-1.2548,0.39661,-0.105224
2,2,1541174938,3.83,-85,1.254,-81,2.949,-83,3.3710000000000004,-85,3.3710000000000004,-83,2.7430000000000003,-85,2.074,-84,2.111,-83,-1.3656700000000002,0.39528,-0.0748216,-1.39847,0.394546,-0.183067,-1.29338,0.397216,-0.216414,-1.25989,0.396732,-0.110345
3,3,1541174938,3.83,-86,1.24,-81,2.912,-83,3.394,-86,3.38,-83,2.729,-84,2.083,-85,2.087,-84,-1.37258,0.3954,-0.08583980000000001,-1.39983,0.394441,-0.195265,-1.29254,0.397229,-0.223941,-1.26479,0.396734,-0.116257
4,4,1541174938,3.844,-86,1.231,-81,2.9210000000000003,-83,3.3710000000000004,-86,3.366,-83,2.762,-84,2.046,-84,2.097,-84,-1.3784,0.395316,-0.0981895,-1.40045,0.394462,-0.208522,-1.29144,0.397199,-0.231633,-1.26937,0.396802,-0.12307
5,5,1541174938,3.844,-84,1.273,-80,2.907,-83,3.342,-86,3.38,-83,2.7430000000000003,-84,2.065,-84,2.065,-84,-1.38414,0.395467,-0.110286,-1.39996,0.393862,-0.22214,-1.2901200000000002,0.396891,-0.239487,-1.27338,0.397033,-0.12936199999999998
6,6,1541174938,3.797,-85,1.264,-80,2.9210000000000003,-83,3.375,-86,3.361,-84,2.7430000000000003,-84,2.046,-84,2.083,-84,-1.3887,0.395162,-0.12195,-1.39841,0.393878,-0.234941,-1.28831,0.396934,-0.246206,-1.27678,0.397079,-0.13661700000000002
7,7,1541174938,3.802,-86,1.236,-80,2.898,-84,3.38,-90,3.403,-86,2.786,-84,2.079,-84,2.055,-86,-1.39264,0.395482,-0.135311,-1.39665,0.393868,-0.247543,-1.28556,0.396738,-0.25319,-1.28075,0.397096,-0.142803
8,8,1541174938,3.839,-89,1.24,-80,2.893,-85,3.324,-88,3.4130000000000003,-84,2.795,-86,2.088,-85,2.055,-85,-1.39561,0.3954,-0.146629,-1.39381,0.394177,-0.25997,-1.28249,0.396991,-0.25922,-1.28444,0.396749,-0.148707
9,9,1541174938,3.792,-87,1.245,-80,2.9160000000000004,-85,3.403,-87,3.385,-84,2.786,-84,2.065,-84,2.041,-84,-1.39941,0.395808,-0.159747,-1.39077,0.394237,-0.271909,-1.27952,0.397105,-0.265345,-1.28748,0.396817,-0.154554
10,10,1541174938,3.834,-87,1.245,-80,2.898,-85,3.3710000000000004,-87,3.357,-84,2.79,-83,2.032,-83,2.065,-85,-1.40135,0.395864,-0.171601,-1.38719,0.394184,-0.283783,-1.27668,0.397422,-0.271012,-1.28974,0.396995,-0.160776
11,11,1541174938,3.802,-87,1.259,-80,2.865,-86,3.385,-86,3.366,-84,2.822,-84,2.018,-83,2.092,-84,-1.40357,0.395802,-0.185087,-1.38276,0.394428,-0.29505,-1.27328,0.397216,-0.276752,-1.29275,0.396867,-0.16731400000000002
12,12,1541174938,3.811,-86,1.236,-80,2.907,-87,3.408,-88,3.361,-84,2.804,-84,2.05,-84,2.162,-84,-1.40447,0.395598,-0.197033,-1.37829,0.394284,-0.305925,-1.26971,0.397183,-0.281905,-1.29523,0.396914,-0.173532
13,13,1541174938,3.811,-87,1.245,-81,2.8510000000000004,-86,3.38,-86,3.38,-84,2.804,-84,2.022,-82,2.191,-83,-1.40461,0.39553,-0.2092,-1.37277,0.394239,-0.31774,-1.26575,0.397294,-0.287461,-1.29674,0.396963,-0.181184
14,14,1541174938,3.787,-86,1.221,-80,2.841,-87,3.399,-86,3.366,-84,2.79,-84,2.004,-82,2.209,-83,-1.40474,0.395407,-0.222671,-1.36687,0.394264,-0.328868,-1.26147,0.397263,-0.29246,-1.29813,0.396878,-0.18785
15,15,1541174938,3.787,-86,1.236,-81,2.855,-88,3.399,-86,3.366,-84,2.818,-84,1.994,-82,2.209,-83,-1.40432,0.395541,-0.236592,-1.36053,0.394845,-0.339343,-1.25719,0.397765,-0.29725,-1.29935,0.397127,-0.194981
