,Unnamed: 0,timestamp,R1,RSS1,R2,RSS2,R3,RSS3,R4,RSS4,R5,RSS5,R6,RSS6,R7,RSS7,R8,RSS8,X_M1,Y_M1,Z_M1,X_M2,Y_M2,Z_M2,X_M3,Y_M3,Z_M3,X_M4,Y_M4,Z_M4
0,0,1541175665,2.991,-87,2.795,-83,3.019,-84,1.821,-81,2.013,-82,1.98,-83,3.314,-84,2.822,-86,0.314964,0.412776,0.283362,0.216735,0.4105,0.337161,0.162415,0.41207,0.23995500000000006,0.259768,0.412581,0.186425
1,1,1541175665,3.048,-87,2.781,-83,3.019,-84,1.817,-81,2.032,-82,2.022,-84,3.3,-84,2.846,-87,0.320328,0.412909,0.280725,0.221718,0.410606,0.334354,0.167079,0.412223,0.236896,0.264487,0.412573,0.183667
2,2,1541175665,3.01,-88,2.762,-82,3.015,-84,1.807,-81,2.041,-82,2.027,-83,3.3,-85,2.837,-88,0.325288,0.412976,0.27821,0.226708,0.41035,0.33144,0.172294,0.412234,0.234173,0.26976700000000003,0.412368,0.181062
3,3,1541175665,3.029,-87,2.781,-82,3.071,-85,1.807,-81,2.013,-83,2.022,-84,3.292,-85,2.832,-88,0.329722,0.413141,0.275541,0.23155100000000006,0.410082,0.328502,0.176643,0.411703,0.23127,0.274602,0.412764,0.178299
4,4,1541175665,2.982,-89,2.809,-82,3.034,-83,1.807,-80,1.999,-82,2.083,-83,3.314,-84,2.837,-86,0.338121,0.413098,0.271786,0.239135,0.410238,0.324408,0.184145,0.4118310000000001,0.22715,0.282078,0.412607,0.17419500000000002
5,5,1541175665,3.005,-86,2.772,-83,3.015,-84,1.793,-80,1.999,-83,2.05,-83,3.31,-85,2.818,-86,0.346695,0.413287,0.266067,0.248374,0.41092,0.319711,0.193574,0.412656,0.22224,0.291452,0.412689,0.169364
6,6,1541175665,2.959,-86,2.822,-82,2.991,-84,1.821,-80,1.966,-83,2.05,-83,3.2960000000000003,-84,2.827,-87,0.354637,0.413162,0.261705,0.25637600000000005,0.4111260000000001,0.31535100000000005,0.201576,0.412882,0.217875,0.299206,0.4126,0.16483399999999998
7,7,1541175665,2.991,-85,2.818,-82,2.991,-85,1.788,-80,2.008,-83,2.097,-83,3.314,-85,2.841,-87,0.361789,0.413167,0.257129,0.263513,0.411039,0.310672,0.208572,0.412714,0.213258,0.3066,0.412492,0.160224
8,8,1541175665,2.9730000000000003,-89,2.837,-82,3.01,-85,1.812,-81,1.971,-82,2.087,-83,3.338,-84,2.865,-87,0.368912,0.413292,0.25292,0.270345,0.41106,0.306604,0.215534,0.412868,0.209405,0.313458,0.412576,0.156197
9,9,1541175665,2.968,-85,2.822,-82,3.0380000000000003,-83,1.756,-80,1.971,-82,2.074,-83,3.2960000000000003,-84,2.879,-86,0.375291,0.413238,0.250218,0.27691,0.411201,0.303384,0.2221,0.412738,0.206008,0.319851,0.41281,0.152911
10,10,1541175665,2.977,-86,2.809,-82,3.019,-83,1.807,-81,1.928,-82,2.079,-83,3.324,-85,2.841,-86,0.383074,0.41312,0.245837,0.285346,0.411224,0.301095,0.229423,0.412707,0.204364,0.326484,0.4128600000000001,0.150086
11,11,1541175665,2.963,-85,2.8510000000000004,-82,2.9960000000000004,-84,1.788,-81,1.914,-83,2.092,-83,3.357,-84,2.907,-86,0.390127,0.413192,0.241925,0.293156,0.4108350000000001,0.297709,0.236343,0.412834,0.201193,0.333175,0.412795,0.146467
12,12,1541175665,2.991,-85,2.837,-83,3.0010000000000003,-84,1.817,-81,1.9,-82,2.087,-83,3.366,-85,2.874,-87,0.397165,0.413236,0.236879,0.300338,0.411001,0.293189,0.243016,0.412803,0.197376,0.339334,0.413062,0.141622
13,13,1541175665,2.949,-87,2.837,-84,3.01,-86,1.779,-81,1.919,-83,2.134,-83,3.352,-86,2.865,-87,0.404693,0.413234,0.231792,0.30848400000000004,0.411061,0.289087,0.250162,0.413038,0.19376,0.345966,0.412874,0.137299
14,14,1541175665,2.987,-86,2.832,-83,3.01,-84,1.765,-81,1.914,-83,2.101,-84,3.3280000000000003,-84,2.86,-88,0.412396,0.413339,0.227397,0.316658,0.411151,0.285931,0.257848,0.412958,0.19037,0.353141,0.412711,0.13324
15,15,1541175665,2.959,-85,2.827,-83,3.0010000000000003,-84,1.732,-80,1.928,-82,2.106,-83,3.31,-84,2.883,-89,0.420149,0.413099,0.222965,0.324683,0.41128,0.281752,0.2648,0.4128520000000001,0.186961,0.359665,0.412824,0.12928499999999998
16,16,1541175665,2.93,-86,2.865,-83,2.977,-84,1.76,-81,1.919,-82,2.134,-83,3.3280000000000003,-85,2.8510000000000004,-89,0.4245310000000001,0.413052,0.219535,0.329512,0.411044,0.278552,0.269446,0.412938,0.184171,0.363833,0.4129229999999999,0.12600699999999998
17,17,1541175666,2.935,-86,2.846,-82,2.959,-87,1.746,-81,1.924,-84,2.148,-84,3.338,-85,2.883,-90,0.434873,0.413029,0.211845,0.340724,0.411317,0.27202800000000005,0.279004,0.413026,0.178175,0.373042,0.412699,0.118964
18,18,1541175666,2.93,-87,2.879,-84,2.9730000000000003,-84,1.727,-80,1.877,-82,2.111,-83,3.338,-84,2.865,-89,0.442967,0.412808,0.20663,0.34913,0.411307,0.267754,0.28649600000000003,0.413174,0.174523,0.380145,0.4123770000000001,0.114152
19,19,1541175666,2.93,-87,2.837,-83,2.949,-84,1.756,-80,1.896,-83,2.134,-83,3.319,-84,2.883,-89,0.450409,0.412415,0.2014,0.35780500000000004,0.411268,0.26347,0.29467600000000005,0.413185,0.170558,0.387469,0.412285,0.109703
20,20,1541175666,2.888,-86,2.874,-83,2.949,-85,1.746,-80,1.872,-83,2.162,-83,3.38,-84,2.8510000000000004,-89,0.458794,0.412401,0.195777,0.365782,0.4113770000000001,0.258548,0.302302,0.413208,0.16577,0.39482,0.412052,0.104405
21,21,1541175666,2.865,-86,2.898,-82,2.977,-84,1.741,-80,1.877,-82,2.125,-83,3.366,-84,2.912,-88,0.466941,0.412039,0.189216,0.374743,0.411773,0.252589,0.310462,0.413258,0.160295,0.402034,0.411445,0.0984352
22,22,1541175666,2.879,-86,2.898,-84,2.944,-85,1.741,-80,1.858,-82,2.139,-84,3.361,-85,2.898,-93,0.476066,0.411574,0.181751,0.384661,0.412198,0.245936,0.319549,0.413975,0.154651,0.4109100000000001,0.4113560000000001,0.0916207
