,Unnamed: 0,timestamp,R1,RSS1,R2,RSS2,R3,RSS3,R4,RSS4,R5,RSS5,R6,RSS6,R7,RSS7,R8,RSS8,X_M1,Y_M1,Z_M1,X_M2,Y_M2,Z_M2,X_M3,Y_M3,Z_M3,X_M4,Y_M4,Z_M4
0,0,1541176191,4.476,-88,2.524,-83,4.082,-85,2.434,-88,3.277,-86,1.404,-84,3.633,-83,1.273,-86,-0.8919,0.393546,1.26675,-0.780786,0.391696,1.26832,-0.7813869999999999,0.392362,1.3792,-0.8911399999999999,0.391039,1.37693
1,1,1541176191,4.485,-88,2.477,-83,4.082,-85,2.467,-87,3.2960000000000003,-86,1.432,-83,3.637,-83,1.287,-83,-0.898943,0.393485,1.26632,-0.787076,0.391696,1.26764,-0.7871199999999999,0.3920300000000001,1.37896,-0.897732,0.391057,1.37678
2,2,1541176191,4.438,-87,2.505,-83,4.106,-85,2.472,-87,3.31,-87,1.423,-85,3.628,-83,1.2919999999999998,-83,-0.90618,0.393538,1.26619,-0.794564,0.391648,1.26758,-0.7947420000000001,0.392115,1.37901,-0.90497,0.391013,1.37681
3,3,1541176191,4.504,-88,2.477,-82,4.096,-84,2.505,-86,3.319,-85,1.418,-83,3.623,-83,1.268,-83,-0.912896,0.393496,1.26645,-0.80169,0.391497,1.26755,-0.8019,0.39197,1.37912,-0.911901,0.390993,1.37663
4,4,1541176191,4.504,-90,2.444,-82,4.092,-84,2.509,-86,3.31,-85,1.432,-83,3.637,-83,1.273,-83,-0.920004,0.393343,1.26623,-0.808806,0.391324,1.26728,-0.808772,0.392052,1.37836,-0.919139,0.391184,1.37653
5,5,1541176191,4.509,-90,2.434,-82,4.101,-86,2.477,-86,3.314,-85,1.418,-83,3.614,-83,1.315,-82,-0.924893,0.393288,1.26585,-0.813137,0.391148,1.26716,-0.813897,0.391765,1.37888,-0.923817,0.39105,1.37632
6,6,1541176191,4.513,-88,2.425,-83,4.096,-84,2.5,-86,3.319,-85,1.4409999999999998,-84,3.614,-83,1.315,-83,-0.934593,0.393115,1.26578,-0.8230799999999999,0.390988,1.26726,-0.823343,0.39169,1.37834,-0.933449,0.390986,1.3757700000000002
7,7,1541176192,4.494,-90,2.406,-83,4.092,-85,2.524,-86,3.319,-86,1.432,-83,3.619,-83,1.329,-81,-0.941683,0.393141,1.26532,-0.830105,0.391108,1.26681,-0.8307459999999999,0.391805,1.3777700000000002,-0.940427,0.390823,1.37553
8,8,1541176192,4.545,-89,2.373,-83,4.106,-84,2.486,-88,3.333,-86,1.4509999999999998,-82,3.609,-83,1.306,-81,-0.948462,0.393216,1.26483,-0.837131,0.390814,1.26666,-0.8370049999999999,0.39147,1.37781,-0.947592,0.391025,1.37517
9,9,1541176192,4.494,-89,2.392,-83,4.106,-85,2.5,-86,3.319,-85,1.469,-82,3.609,-83,1.32,-81,-0.953285,0.393268,1.2648700000000002,-0.84147,0.390766,1.26616,-0.84188,0.391393,1.37779,-0.952392,0.390908,1.37523
10,10,1541176192,4.513,-89,2.392,-82,4.096,-84,2.509,-87,3.333,-86,1.4409999999999998,-83,3.5860000000000003,-83,1.297,-81,-0.962578,0.392783,1.2648,-0.850786,0.390615,1.26666,-0.8522129999999999,0.391441,1.37788,-0.962114,0.390812,1.37496
11,11,1541176192,4.541,-92,2.369,-85,4.129,-86,2.519,-89,3.357,-87,1.46,-82,3.5860000000000003,-84,1.306,-82,-0.970388,0.392852,1.26441,-0.858347,0.390746,1.26679,-0.859359,0.391206,1.3777,-0.969687,0.391039,1.375
12,12,1541176192,4.509,-91,2.355,-85,4.106,-86,2.547,-88,3.38,-85,1.479,-82,3.576,-82,1.325,-80,-0.977731,0.393038,1.26449,-0.866182,0.390554,1.26606,-0.867224,0.39142,1.3776700000000002,-0.977337,0.390708,1.37454
13,13,1541176192,4.527,-92,2.298,-83,4.11,-84,2.519,-88,3.342,-86,1.479,-82,3.614,-83,1.2819999999999998,-80,-0.985793,0.392977,1.26399,-0.87371,0.390562,1.26601,-0.874033,0.391282,1.37699,-0.984498,0.390574,1.37394
14,14,1541176192,4.545,-89,2.373,-83,4.129,-85,2.5380000000000003,-87,3.338,-86,1.5019999999999998,-82,3.609,-83,1.2919999999999998,-80,-0.992584,0.392717,1.26364,-0.8813219999999999,0.390622,1.266,-0.8818469999999999,0.391083,1.37683,-0.991931,0.390523,1.3743
15,15,1541176192,4.541,-89,2.35,-82,4.1530000000000005,-85,2.505,-88,3.357,-85,1.4880000000000002,-81,3.609,-82,1.236,-80,-1.00046,0.392839,1.26399,-0.888242,0.39029,1.26639,-0.8897,0.391227,1.37715,-0.999465,0.390507,1.37393
16,16,1541176192,4.555,-91,2.327,-85,4.096,-87,2.542,-90,3.38,-87,1.493,-83,3.619,-84,1.25,-94,-1.00764,0.392703,1.26347,-0.8961319999999999,0.390152,1.26599,-0.897481,0.390982,1.37764,-1.0074,0.390204,1.37406
17,17,1541176192,4.527,-92,2.322,-83,4.11,-85,2.542,-89,3.357,-84,1.53,-82,3.6,-83,1.207,-80,-1.01446,0.392141,1.263,-0.903806,0.390107,1.26573,-0.90557,0.391147,1.37703,-1.0152,0.390329,1.3737700000000002
18,18,1541176192,4.55,-89,2.303,-83,4.125,-86,2.5380000000000003,-88,3.361,-86,1.507,-81,3.5860000000000003,-82,1.189,-80,-1.02283,0.392467,1.2635299999999998,-0.911262,0.390164,1.26574,-0.912469,0.391243,1.3767200000000002,-1.02271,0.390221,1.37362
19,19,1541176192,4.578,-90,2.275,-83,4.092,-84,2.533,-89,3.394,-85,1.5019999999999998,-81,3.5810000000000004,-82,1.203,-80,-1.03031,0.392188,1.26338,-0.919039,0.390129,1.26576,-0.920193,0.391304,1.37674,-1.03017,0.3903,1.37337
20,20,1541176192,4.588,-90,2.289,-82,4.096,-85,2.5610000000000004,-89,3.347,-85,1.5490000000000002,-81,3.605,-83,1.221,-81,-1.03599,0.392468,1.26364,-0.924164,0.390091,1.26591,-0.925661,0.3911,1.37691,-1.03522,0.390037,1.37337
21,21,1541176192,4.5360000000000005,-90,2.27,-82,4.134,-84,2.514,-91,3.375,-87,1.521,-82,3.605,-83,1.217,-83,-1.04624,0.391657,1.26358,-0.933652,0.390235,1.26612,-0.935327,0.391052,1.37688,-1.0455,0.389706,1.37354
22,22,1541176192,4.588,-90,2.289,-82,4.129,-85,2.552,-89,3.394,-85,1.5490000000000002,-81,3.576,-84,1.132,-81,-1.05262,0.391891,1.26315,-0.941032,0.390341,1.26565,-0.943087,0.391093,1.37692,-1.0531,0.389868,1.37333
23,23,1541176192,4.527,-89,2.289,-82,4.1389999999999985,-85,2.528,-90,3.385,-87,1.5490000000000002,-81,3.567,-83,1.175,-81,-1.061,0.391945,1.26318,-0.949588,0.390172,1.26513,-0.950688,0.391232,1.37678,-1.06085,0.389708,1.37298
24,24,1541176192,4.545,-88,2.28,-82,4.125,-86,2.5610000000000004,-90,3.394,-86,1.535,-81,3.553,-83,1.114,-82,-1.06838,0.391944,1.26278,-0.956456,0.390104,1.26518,-0.95805,0.391287,1.37647,-1.06806,0.389763,1.37281
25,25,1541176192,4.592,-88,2.303,-83,4.087,-85,2.57,-90,3.3710000000000004,-87,1.535,-81,3.576,-83,1.119,-82,-1.07522,0.391895,1.26257,-0.96394,0.390336,1.26484,-0.965721,0.391103,1.37646,-1.07576,0.389188,1.3727
26,26,1541176192,4.569,-92,2.28,-83,4.106,-87,2.556,-92,3.389,-90,1.5630000000000002,-81,3.567,-83,1.151,-82,-1.08369,0.391819,1.26243,-0.972452,0.390143,1.26454,-0.973736,0.391133,1.37628,-1.08371,0.389058,1.3727
27,27,1541176193,4.583,-93,2.28,-84,4.11,-85,2.5380000000000003,-90,3.422,-86,1.568,-81,3.5580000000000003,-83,1.119,-81,-1.091,0.391502,1.26207,-0.979491,0.389958,1.26399,-0.980987,0.391054,1.3763299999999998,-1.09151,0.389229,1.3723
28,28,1541176193,4.602,-90,2.261,-82,4.143,-85,2.579,-90,3.422,-85,1.5590000000000002,-81,3.562,-83,1.095,-81,-1.09804,0.391723,1.26254,-0.986993,0.389852,1.26508,-0.987861,0.390786,1.37592,-1.09867,0.389149,1.37225
29,29,1541176193,4.578,-90,2.261,-82,4.11,-85,2.607,-89,3.45,-86,1.5630000000000002,-81,3.572,-82,1.132,-81,-1.10529,0.391708,1.26223,-0.993817,0.390137,1.26502,-0.995964,0.390977,1.37635,-1.10608,0.389138,1.37226
30,30,1541176193,4.569,-90,2.289,-82,4.1530000000000005,-86,2.575,-90,3.418,-86,1.587,-83,3.572,-83,1.1840000000000002,-82,-1.11095,0.391119,1.26222,-0.998763,0.390003,1.26401,-1.00096,0.391021,1.37578,-1.11103,0.388757,1.3721299999999998
31,31,1541176193,4.658,-92,2.2840000000000003,-84,4.12,-87,2.5980000000000003,-90,3.46,-88,1.591,-83,3.5580000000000003,-84,1.119,-81,-1.1205200000000002,0.391186,1.26138,-1.00899,0.389533,1.26377,-1.01049,0.390595,1.37516,-1.12089,0.388536,1.37119
32,32,1541176193,4.6110000000000015,-89,2.289,-82,4.115,-85,2.57,-89,3.4360000000000004,-85,1.5630000000000002,-82,3.548,-82,1.118,-80,-1.12861,0.391749,1.2631,-1.01652,0.389687,1.26431,-1.01786,0.390582,1.37543,-1.1287,0.388469,1.3714
33,33,1541176193,4.6389999999999985,-90,2.219,-83,4.129,-84,2.603,-89,3.432,-86,1.5630000000000002,-82,3.5580000000000003,-83,1.072,-81,-1.13523,0.391086,1.26071,-1.0239,0.389847,1.26413,-1.02574,0.390484,1.37533,-1.13623,0.388529,1.37102
34,34,1541176193,4.606,-88,2.252,-82,4.134,-86,2.593,-90,3.4410000000000003,-86,1.5730000000000002,-82,3.549,-83,1.1,-80,-1.14223,0.390999,1.26009,-1.03065,0.389356,1.26377,-1.03311,0.390268,1.37493,-1.14328,0.388514,1.37078
35,35,1541176193,4.6160000000000005,-88,2.228,-83,4.162,-85,2.659,-92,3.464,-96,1.624,-83,3.553,-87,1.086,-81,-1.14936,0.390775,1.2601,-1.03788,0.389446,1.26295,-1.03948,0.390207,1.37468,-1.14991,0.388421,1.37032
36,36,1541176193,4.644,-91,2.233,-84,4.157,-85,2.635,-88,3.483,-86,1.596,-82,3.5580000000000003,-83,1.086,-80,-1.15633,0.390672,1.26031,-1.04442,0.389075,1.2629,-1.0462,0.39006,1.37431,-1.15676,0.388385,1.36982
