,Unnamed: 0,timestamp,R1,RSS1,R2,RSS2,R3,RSS3,R4,RSS4,R5,RSS5,R6,RSS6,R7,RSS7,R8,RSS8,X_M1,Y_M1,Z_M1,X_M2,Y_M2,Z_M2,X_M3,Y_M3,Z_M3,X_M4,Y_M4,Z_M4
0,0,1541177544,3.877,-88,1.802,-82,3.31,-88,2.65,-88,3.015,-84,1.98,-82,2.926,-85,1.751,-81,-0.897216,0.403837,0.581339,-0.908988,0.401621,0.470131,-0.799349,0.404118,0.455084,-0.7855479999999999,0.404126,0.565149
1,1,1541177544,3.938,-87,1.84,-82,3.31,-88,2.692,-87,3.0010000000000003,-84,1.98,-82,2.893,-86,1.695,-81,-0.8946719999999999,0.403701,0.595143,-0.909264,0.40173,0.4845060000000001,-0.799805,0.404511,0.466324,-0.782726,0.404456,0.575626
2,2,1541177544,3.9,-89,1.844,-83,3.361,-87,2.631,-86,3.01,-84,1.966,-84,2.926,-88,1.732,-82,-0.8896569999999999,0.403558,0.608175,-0.907928,0.401832,0.497825,-0.798836,0.404207,0.4773520000000001,-0.779468,0.404181,0.586336
3,3,1541177544,3.947,-89,1.877,-82,3.361,-90,2.664,-89,2.968,-84,1.957,-82,2.883,-86,1.699,-81,-0.8848239999999999,0.403687,0.621259,-0.905985,0.40205,0.5114449999999999,-0.797165,0.404162,0.488032,-0.775424,0.404316,0.5964109999999999
4,4,1541177544,3.923,-86,1.868,-81,3.357,-88,2.64,-86,2.977,-83,1.971,-82,2.9210000000000003,-87,1.7180000000000002,-81,-0.880144,0.403388,0.6343409999999999,-0.904441,0.401882,0.5252020000000001,-0.796358,0.404093,0.498367,-0.771405,0.403973,0.60682
5,5,1541177544,3.989,-86,1.91,-81,3.347,-88,2.617,-87,2.9960000000000004,-84,1.961,-82,2.898,-87,1.709,-81,-0.876268,0.40374,0.647383,-0.903484,0.402165,0.539362,-0.795722,0.404313,0.508925,-0.768043,0.403914,0.6168710000000001
6,6,1541177544,3.956,-87,1.943,-81,3.408,-87,2.612,-87,2.991,-84,1.914,-82,2.9160000000000004,-88,1.704,-81,-0.871351,0.403257,0.659381,-0.901263,0.401925,0.55209,-0.794718,0.403851,0.519729,-0.764379,0.404088,0.626476
7,7,1541177544,3.938,-89,1.952,-82,3.38,-90,2.607,-90,3.024,-84,1.91,-82,2.94,-88,1.671,-81,-0.8652489999999999,0.403585,0.67152,-0.898229,0.401778,0.564706,-0.792186,0.4041,0.529418,-0.759371,0.403684,0.6356890000000001
8,8,1541177545,3.956,-86,1.928,-81,3.394,-87,2.589,-87,2.987,-83,1.9,-82,2.9210000000000003,-87,1.652,-81,-0.8589700000000001,0.40329,0.6837949999999999,-0.894475,0.401622,0.578016,-0.789783,0.403864,0.539891,-0.754202,0.403471,0.64536
9,9,1541177545,3.938,-86,1.938,-81,3.427,-87,2.607,-87,3.01,-83,1.882,-82,2.907,-87,1.699,-81,-0.8530780000000001,0.403412,0.6968880000000001,-0.891601,0.401802,0.591727,-0.7878930000000001,0.403752,0.550988,-0.749494,0.403693,0.6550199999999999
10,10,1541177545,3.994,-87,1.961,-81,3.4410000000000003,-86,2.579,-88,2.991,-83,1.872,-82,2.888,-88,1.685,-81,-0.8467530000000001,0.403558,0.709436,-0.888438,0.401643,0.605613,-0.786198,0.403958,0.561566,-0.7444970000000001,0.403593,0.664783
11,11,1541177545,3.989,-86,1.98,-81,3.464,-86,2.57,-88,2.9960000000000004,-83,1.891,-83,2.93,-89,1.652,-81,-0.840792,0.403882,0.7215689999999999,-0.8848540000000001,0.40151,0.618707,-0.7836489999999999,0.403883,0.572268,-0.7393270000000001,0.403655,0.674197
12,12,1541177545,3.928,-87,2.027,-82,3.4930000000000003,-88,2.556,-88,3.0380000000000003,-85,1.905,-83,2.944,-91,1.695,-82,-0.8336709999999999,0.403641,0.733348,-0.880318,0.4016050000000001,0.631329,-0.780311,0.403945,0.582292,-0.7333649999999999,0.403563,0.68285
13,13,1541177545,3.984,-86,1.999,-81,3.422,-86,2.481,-87,3.005,-84,1.877,-82,2.991,-87,1.676,-81,-0.826108,0.403748,0.744527,-0.875641,0.401698,0.643827,-0.7775029999999999,0.403575,0.591963,-0.727503,0.403434,0.691444
14,14,1541177545,3.98,-85,2.027,-82,3.464,-85,2.458,-87,2.963,-85,1.858,-82,2.9730000000000003,-87,1.685,-81,-0.8190649999999999,0.403819,0.755564,-0.8712200000000001,0.401305,0.656691,-0.774357,0.403543,0.60164,-0.721472,0.403548,0.699778
15,15,1541177545,3.98,-86,1.985,-82,3.483,-85,2.43,-86,2.977,-84,1.849,-82,3.029,-89,1.652,-81,-0.81137,0.403872,0.7660939999999999,-0.8663549999999999,0.401397,0.668758,-0.770663,0.403267,0.611379,-0.715467,0.403516,0.708098
16,16,1541177545,3.999,-86,2.055,-82,3.464,-85,2.434,-86,3.005,-84,1.849,-82,3.019,-88,1.634,-81,-0.803244,0.403822,0.7763680000000001,-0.8612360000000001,0.401265,0.680815,-0.7667149999999999,0.403134,0.620799,-0.708963,0.403545,0.71591
17,17,1541177545,3.942,-88,2.032,-83,3.488,-85,2.434,-89,2.991,-84,1.868,-82,3.043,-87,1.666,-82,-0.7949970000000001,0.403991,0.787129,-0.855231,0.40123,0.693134,-0.762417,0.402995,0.630471,-0.7022609999999999,0.403597,0.72372
18,18,1541177545,4.022,-86,2.06,-83,3.507,-85,2.392,-87,2.9730000000000003,-84,1.84,-82,3.029,-87,1.624,-81,-0.786416,0.40388,0.797812,-0.8494729999999999,0.401124,0.705555,-0.758705,0.403185,0.640512,-0.6957939999999999,0.403659,0.732021
19,19,1541177545,3.994,-87,2.06,-83,3.497,-86,2.397,-87,2.963,-84,1.831,-82,3.0660000000000003,-88,1.629,-81,-0.777645,0.40372,0.808194,-0.8431770000000001,0.401141,0.718236,-0.754582,0.403092,0.65073,-0.688871,0.403737,0.740258
20,20,1541177545,3.999,-87,2.06,-83,3.507,-85,2.373,-87,2.977,-84,1.812,-82,3.043,-87,1.624,-81,-0.7685850000000001,0.403513,0.818753,-0.8362069999999999,0.401207,0.730398,-0.749308,0.403077,0.660046,-0.681184,0.403765,0.747491
21,21,1541177545,4.04,-87,2.055,-83,3.548,-85,2.355,-86,2.977,-85,1.826,-83,3.08,-88,1.652,-82,-0.758642,0.403438,0.8275399999999999,-0.8289030000000001,0.401069,0.742012,-0.744258,0.40329,0.6691,-0.673628,0.403849,0.755129
22,22,1541177545,3.994,-87,2.069,-83,3.53,-84,2.369,-86,2.954,-84,1.793,-82,3.104,-87,1.615,-81,-0.7493029999999999,0.403334,0.8371290000000001,-0.82194,0.400861,0.7533489999999999,-0.7391840000000001,0.403236,0.678237,-0.666107,0.403837,0.7618189999999999
23,23,1541177545,3.989,-86,2.097,-83,3.549,-85,2.331,-86,2.949,-84,1.798,-81,3.076,-86,1.629,-81,-0.739643,0.403471,0.8464790000000001,-0.814583,0.400887,0.764396,-0.734029,0.40308,0.687178,-0.658892,0.403792,0.768754
24,24,1541177545,4.008,-86,2.087,-84,3.576,-84,2.355,-86,2.968,-85,1.798,-82,3.104,-87,1.643,-82,-0.729266,0.403464,0.8551120000000001,-0.806145,0.400837,0.775311,-0.7280449999999999,0.402955,0.695706,-0.650466,0.403811,0.775177
25,25,1541177545,3.989,-86,2.032,-83,3.553,-84,2.359,-85,2.959,-84,1.774,-81,3.174,-86,1.6569999999999998,-81,-0.719141,0.403246,0.8639709999999999,-0.798024,0.400775,0.786051,-0.722197,0.40321,0.704278,-0.642051,0.403908,0.781382
