timestamp,R1,RSS1,R2,RSS2,R3,RSS3,R4,RSS4,R5,RSS5,R6,RSS6,R7,RSS7,R8,RSS8,X_M1,Y_M1,Z_M1,X_M2,Y_M2,Z_M2,X_M3,Y_M3,Z_M3,X_M4,Y_M4,Z_M4
1541173283,2.331,-87,2.566,-84,2.06,-83,2.79,-81,2.237,-83,2.851,-90,2.495,-84,3.184,-87,0.0455875,0.41343,-0.741521,-0.0216484,0.410993,-0.652939,-0.111379,0.410664,-0.719199,-0.0438086,0.411149,-0.806978
1541173283,2.355,-87,2.566,-84,2.079,-82,2.813,-81,2.219,-85,2.851,-91,2.481,-85,3.137,-90,0.0415659,0.413337,-0.736212,-0.0260215,0.411161,-0.64743,-0.115463,0.410631,-0.713762,-0.0483562,0.411165,-0.801737
1541173283,2.388,-88,2.552,-84,2.079,-83,2.813,-82,2.247,-83,2.912,-90,2.472,-83,3.179,-88,0.0372983,0.413402,-0.730479,-0.0297553,0.411319,-0.642193,-0.11966,0.410508,-0.708077,-0.0521543,0.411081,-0.795611
1541173283,2.388,-86,2.495,-83,2.079,-82,2.8,-81,2.233,-84,2.865,-88,2.453,-84,3.16,-88,0.0327867,0.413463,-0.725161,-0.0344322,0.411256,-0.636126,-0.124296,0.410344,-0.702138,-0.0569249,0.411024,-0.79001
1541173283,2.392,-86,2.528,-83,2.083,-82,2.804,-82,2.242,-85,2.879,-88,2.491,-84,3.113,-88,0.0278794,0.413325,-0.718797,-0.0393891,0.411136,-0.630266,-0.128643,0.410423,-0.695788,-0.0617491,0.410792,-0.783941
1541173283,2.397,-86,2.547,-83,2.106,-82,2.8,-81,2.247,-83,2.841,-89,2.481,-84,3.099,-89,0.0236151,0.413388,-0.712706,-0.0437064,0.411257,-0.624162,-0.133212,0.410479,-0.690548,-0.0656597,0.410966,-0.778163
1541173283,2.477,-88,2.538,-85,2.115,-84,2.814,-83,2.261,-85,2.851,-89,2.481,-84,3.109,-87,0.0191913,0.413432,-0.706825,-0.0491778,0.411454,-0.618732,-0.138833,0.410638,-0.68549,-0.0698919,0.411146,-0.772318
1541173283,2.458,-86,2.505,-84,2.106,-82,2.776,-81,2.261,-83,2.832,-87,2.463,-84,3.09,-88,0.0137207,0.413591,-0.701118,-0.0544275,0.411366,-0.613157,-0.143268,0.410271,-0.679948,-0.0749621,0.411082,-0.766739
1541173283,2.552,-85,2.491,-84,2.106,-83,2.795,-81,2.261,-84,2.837,-88,2.453,-84,3.085,-89,0.00953567,0.41387,-0.695018,-0.0588659,0.411254,-0.606898,-0.14766,0.410294,-0.674519,-0.0790275,0.411004,-0.760838
1541173283,2.491,-85,2.533,-83,2.088,-82,2.753,-81,2.28,-84,2.832,-87,2.444,-84,3.071,-88,0.00537173,0.413857,-0.688653,-0.0635572,0.411318,-0.600966,-0.152337,0.410524,-0.668904,-0.0833524,0.411038,-0.75496
1541173283,2.477,-85,2.528,-83,2.097,-82,2.8,-82,2.247,-83,2.822,-88,2.463,-83,3.109,-88,0.00053474,0.414025,-0.68243,-0.0689035,0.411162,-0.595328,-0.156823,0.410161,-0.66358,-0.0872111,0.411162,-0.749419
1541173283,2.552,-87,2.509,-85,2.134,-83,2.757,-82,2.275,-83,2.804,-88,2.458,-83,3.109,-87,-0.0036869,0.414063,-0.676926,-0.0736323,0.411446,-0.590072,-0.161052,0.410163,-0.658422,-0.0913604,0.411043,-0.744133
1541173283,2.617,-85,2.491,-83,2.106,-82,2.772,-81,2.247,-84,2.814,-87,2.458,-83,3.015,-88,-0.00774215,0.413646,-0.670906,-0.077902,0.411368,-0.584681,-0.165565,0.410322,-0.653759,-0.0953867,0.411076,-0.739187
1541173283,2.533,-85,2.491,-83,2.13,-82,2.786,-81,2.28,-84,2.822,-87,2.491,-83,3.08,-87,-0.0120624,0.413806,-0.66529,-0.0828111,0.411388,-0.578953,-0.169925,0.410454,-0.64837,-0.099468,0.41108,-0.733489
1541173284,2.561,-85,2.444,-83,2.12,-83,2.772,-81,2.275,-84,2.814,-87,2.5,-84,3.048,-88,-0.0170304,0.413975,-0.659521,-0.0877359,0.411302,-0.573505,-0.175007,0.410622,-0.643401,-0.103935,0.411167,-0.727748
1541173284,2.57,-86,2.453,-84,2.12,-83,2.757,-82,2.289,-84,2.818,-87,2.486,-84,3.005,-87,-0.0212715,0.413522,-0.653081,-0.0927569,0.41129,-0.567612,-0.179359,0.410276,-0.637386,-0.108414,0.411077,-0.722282
1541173284,2.626,-86,2.458,-84,2.162,-83,2.781,-82,2.284,-85,2.813,-87,2.495,-83,3.015,-88,-0.0265896,0.413831,-0.646801,-0.0978784,0.410904,-0.56147,-0.184435,0.410201,-0.63244,-0.112993,0.410995,-0.716354
1541173284,2.603,-84,2.453,-84,2.158,-82,2.729,-81,2.294,-84,2.827,-87,2.472,-84,3.015,-88,-0.0312415,0.413831,-0.641387,-0.102905,0.411152,-0.555745,-0.189262,0.410184,-0.626588,-0.117849,0.41102,-0.710647
1541173284,2.598,-85,2.477,-83,2.167,-83,2.743,-81,2.298,-83,2.809,-86,2.477,-83,2.982,-88,-0.0348894,0.413273,-0.635462,-0.10646,0.410958,-0.550051,-0.193102,0.410438,-0.620639,-0.121687,0.410762,-0.704817
1541173284,2.631,-85,2.444,-83,2.167,-82,2.762,-81,2.28,-83,2.79,-86,2.463,-83,3.038,-89,-0.0377023,0.41337,-0.631545,-0.109275,0.410765,-0.54608,-0.195688,0.410269,-0.616364,-0.124351,0.410939,-0.701078
1541173284,2.664,-85,2.463,-83,2.191,-82,2.757,-82,2.298,-83,2.767,-88,2.477,-83,3.015,-90,-0.044454,0.413645,-0.624693,-0.115756,0.41099,-0.538626,-0.202146,0.410075,-0.609207,-0.131128,0.410733,-0.693549
1541173284,2.65,-85,2.444,-85,2.186,-82,2.715,-82,2.331,-83,2.772,-86,2.439,-83,2.991,-88,-0.0493217,0.413351,-0.618498,-0.120823,0.41081,-0.532828,-0.207302,0.410037,-0.602813,-0.136419,0.410686,-0.687734
1541173284,2.668,-84,2.43,-83,2.2,-83,2.739,-82,2.312,-83,2.776,-86,2.495,-82,2.968,-88,-0.0548396,0.413268,-0.61229,-0.125834,0.410488,-0.526495,-0.212697,0.409708,-0.596699,-0.141668,0.410765,-0.681421
1541173284,2.715,-84,2.425,-83,2.195,-83,2.743,-82,2.27,-83,2.781,-86,2.453,-83,2.987,-90,-0.0592878,0.413111,-0.60584,-0.130524,0.410396,-0.520055,-0.217302,0.40961,-0.590264,-0.146222,0.410835,-0.67502
1541173284,2.701,-85,2.402,-83,2.2,-83,2.711,-82,2.322,-83,2.767,-86,2.416,-84,2.973,-88,-0.0622126,0.413103,-0.601879,-0.133259,0.41018,-0.516045,-0.220071,0.409558,-0.586092,-0.149166,0.410859,-0.670974
1541173284,2.692,-84,2.392,-83,2.191,-84,2.72,-81,2.298,-83,2.743,-85,2.463,-84,2.963,-89,-0.0690184,0.413144,-0.594468,-0.139641,0.410242,-0.508593,-0.226517,0.409678,-0.578543,-0.155692,0.410737,-0.663593
1541173284,2.711,-84,2.444,-84,2.219,-83,2.72,-81,2.327,-83,2.762,-87,2.448,-82,2.968,-88,-0.073287,0.413162,-0.589359,-0.144385,0.410073,-0.503137,-0.231106,0.409402,-0.572887,-0.160533,0.410611,-0.658135
1541173284,2.743,-84,2.369,-83,2.223,-82,2.739,-82,2.308,-83,2.739,-85,2.477,-83,2.968,-87,-0.0776478,0.413214,-0.583611,-0.148596,0.41019,-0.49733,-0.235718,0.409572,-0.567487,-0.164784,0.410826,-0.652434
1541173284,2.725,-84,2.397,-83,2.2,-83,2.72,-82,2.308,-83,2.743,-85,2.453,-82,2.944,-88,-0.0808603,0.413223,-0.579673,-0.151605,0.410236,-0.493475,-0.238675,0.409554,-0.563405,-0.16786,0.410588,-0.648271
1541173284,2.715,-84,2.378,-83,2.233,-82,2.72,-81,2.322,-83,2.729,-85,2.453,-83,2.949,-87,-0.0868728,0.41323,-0.572485,-0.158036,0.410196,-0.486152,-0.244608,0.409569,-0.55575,-0.174065,0.410487,-0.640931
1541173284,2.767,-85,2.355,-83,2.247,-83,2.757,-82,2.345,-83,2.767,-86,2.425,-84,2.949,-88,-0.0914714,0.41304,-0.566568,-0.162526,0.410125,-0.480354,-0.249419,0.409472,-0.550142,-0.178783,0.410566,-0.634926
1541173284,2.79,-86,2.345,-82,2.228,-83,2.757,-81,2.28,-83,2.757,-84,2.43,-82,2.963,-88,-0.0958064,0.41311,-0.560783,-0.166624,0.410334,-0.474663,-0.253408,0.409659,-0.544398,-0.182915,0.410481,-0.62907
1541173284,2.776,-85,2.378,-83,2.219,-84,2.743,-81,2.322,-83,2.715,-85,2.444,-82,2.912,-87,-0.100101,0.41277,-0.55545,-0.170843,0.410216,-0.46899,-0.256563,0.409538,-0.537141,-0.187332,0.410714,-0.623964
1541173284,2.743,-85,2.359,-82,2.233,-84,2.748,-81,2.312,-83,2.725,-85,2.43,-82,2.907,-88,-0.104296,0.412659,-0.550238,-0.175243,0.410436,-0.463805,-0.261332,0.409436,-0.53199,-0.191612,0.410554,-0.618544
1541173285,2.776,-85,2.35,-82,2.242,-83,2.715,-81,2.308,-83,2.715,-85,2.425,-83,2.944,-88,-0.108952,0.41276,-0.544413,-0.179504,0.410189,-0.458097,-0.266609,0.409586,-0.527698,-0.195828,0.410512,-0.612623
1541173285,2.767,-85,2.364,-83,2.252,-82,2.748,-81,2.369,-83,2.711,-85,2.444,-83,2.94,-88,-0.11347,0.4128,-0.538376,-0.184123,0.409799,-0.451691,-0.271734,0.409418,-0.522203,-0.200667,0.410616,-0.606447
1541173285,2.762,-86,2.322,-83,2.275,-82,2.725,-82,2.355,-84,2.706,-84,2.434,-83,2.902,-87,-0.118006,0.412695,-0.53239,-0.18808,0.410051,-0.445792,-0.274695,0.409664,-0.51362,-0.205792,0.410609,-0.600162
1541173285,2.772,-85,2.364,-82,2.266,-83,2.696,-81,2.345,-83,2.729,-85,2.42,-82,2.935,-88,-0.122791,0.412684,-0.52646,-0.193089,0.410137,-0.439889,-0.280133,0.409513,-0.508949,-0.210462,0.410561,-0.594246
1541173285,2.804,-84,2.317,-82,2.27,-82,2.678,-82,2.303,-82,2.734,-85,2.444,-83,2.93,-88,-0.126948,0.412715,-0.521053,-0.197569,0.409937,-0.434445,-0.284354,0.409123,-0.502714,-0.214644,0.410628,-0.588893
1541173285,2.79,-85,2.327,-82,2.266,-82,2.725,-81,2.345,-83,2.678,-84,2.463,-82,2.912,-87,-0.131342,0.412826,-0.515815,-0.201803,0.410082,-0.429135,-0.289289,0.409407,-0.498273,-0.219,0.410398,-0.583602
1541173285,2.804,-85,2.355,-84,2.261,-83,2.72,-82,2.406,-83,2.682,-85,2.453,-83,2.907,-88,-0.135595,0.412691,-0.510357,-0.205908,0.41013,-0.423581,-0.293374,0.40938,-0.492572,-0.223289,0.410454,-0.578206
1541173285,2.804,-85,2.303,-82,2.312,-83,2.701,-82,2.336,-83,2.711,-85,2.434,-82,2.879,-87,-0.140166,0.412403,-0.504603,-0.210293,0.410244,-0.417728,-0.297574,0.409509,-0.486009,-0.22819,0.410677,-0.572209
1541173285,2.8,-85,2.327,-82,2.275,-82,2.692,-81,2.341,-83,2.701,-84,2.406,-82,2.902,-87,-0.144862,0.412629,-0.498778,-0.21522,0.41022,-0.411881,-0.302443,0.40947,-0.480146,-0.232716,0.410475,-0.566564
1541173285,2.813,-86,2.308,-82,2.294,-83,2.687,-81,2.378,-83,2.682,-84,2.434,-82,2.926,-87,-0.149322,0.412607,-0.493253,-0.219877,0.410151,-0.406421,-0.30718,0.409483,-0.474804,-0.237367,0.410489,-0.560986
1541173285,2.813,-86,2.308,-82,2.322,-83,2.715,-81,2.369,-83,2.715,-84,2.416,-82,2.888,-87,-0.15358,0.412525,-0.487776,-0.224045,0.410267,-0.40118,-0.311223,0.409471,-0.469179,-0.241782,0.410303,-0.555553
1541173285,2.841,-87,2.303,-82,2.345,-83,2.668,-81,2.359,-83,2.701,-84,2.439,-83,2.893,-87,-0.158179,0.412741,-0.482123,-0.227924,0.409824,-0.394844,-0.315501,0.409553,-0.462933,-0.246381,0.41037,-0.549712
1541173285,2.813,-86,2.284,-82,2.327,-83,2.711,-82,2.369,-84,2.687,-85,2.453,-83,2.902,-87,-0.163251,0.412754,-0.476232,-0.232199,0.410188,-0.388866,-0.320415,0.409501,-0.457519,-0.251127,0.410581,-0.543635
1541173285,2.832,-86,2.322,-83,2.336,-83,2.701,-81,2.383,-84,2.678,-85,2.477,-82,2.893,-88,-0.168301,0.412707,-0.470452,-0.237011,0.409542,-0.382762,-0.325432,0.40933,-0.451587,-0.256334,0.410548,-0.537645
1541173285,2.809,-86,2.308,-82,2.341,-82,2.682,-82,2.355,-83,2.678,-84,2.411,-81,2.883,-87,-0.173063,0.412616,-0.464601,-0.242271,0.4098,-0.377231,-0.330355,0.409201,-0.445723,-0.260964,0.410387,-0.532133
1541173285,2.818,-87,2.275,-82,2.369,-83,2.701,-81,2.383,-85,2.678,-85,2.425,-82,2.893,-88,-0.177747,0.412715,-0.459125,-0.246869,0.410138,-0.371615,-0.334955,0.409053,-0.439731,-0.265844,0.410355,-0.526221
1541173285,2.781,-86,2.261,-82,2.388,-84,2.729,-82,2.369,-85,2.673,-86,2.458,-84,2.869,-88,-0.182019,0.412556,-0.453095,-0.251067,0.40945,-0.365136,-0.339311,0.408974,-0.433383,-0.27054,0.409985,-0.519938
1541173285,2.762,-85,2.252,-82,2.327,-82,2.682,-81,2.369,-83,2.659,-91,2.42,-82,2.888,-86,-0.187218,0.412388,-0.446724,-0.255229,0.409514,-0.358191,-0.343862,0.408882,-0.427336,-0.275134,0.410124,-0.514009
1541173285,2.804,-85,2.219,-82,2.345,-83,2.692,-81,2.406,-83,2.65,-84,2.453,-82,2.851,-86,-0.191645,0.412379,-0.44077,-0.26033,0.409261,-0.352595,-0.348961,0.408547,-0.42149,-0.280305,0.409975,-0.508077
1541173285,2.795,-85,2.252,-82,2.383,-82,2.715,-81,2.392,-83,2.65,-84,2.448,-82,2.841,-87,-0.196726,0.412428,-0.434924,-0.265399,0.409583,-0.347509,-0.3537,0.40843,-0.415617,-0.284818,0.40996,-0.501845
1541173286,2.762,-86,2.195,-82,2.369,-82,2.673,-81,2.42,-85,2.659,-84,2.42,-82,2.888,-89,-0.201034,0.412423,-0.429187,-0.269536,0.409025,-0.341218,-0.358251,0.408184,-0.409439,-0.28946,0.409766,-0.496334
1541173286,2.786,-86,2.205,-82,2.369,-82,2.715,-82,2.406,-84,2.65,-86,2.453,-83,2.837,-87,-0.205911,0.412369,-0.423562,-0.274426,0.409118,-0.335625,-0.362869,0.408468,-0.403863,-0.29398,0.409709,-0.490545
1541173286,2.734,-85,2.219,-83,2.369,-83,2.701,-81,2.416,-84,2.64,-85,2.453,-82,2.851,-86,-0.210773,0.412205,-0.4174,-0.27959,0.408876,-0.329657,-0.367936,0.408243,-0.397529,-0.299188,0.409672,-0.484105
1541173286,2.743,-86,2.247,-82,2.416,-82,2.687,-81,2.411,-83,2.635,-84,2.43,-82,2.814,-87,-0.215696,0.412147,-0.411513,-0.283732,0.408802,-0.323232,-0.372572,0.408144,-0.391526,-0.304076,0.409669,-0.478242
1541173286,2.748,-86,2.223,-82,2.411,-82,2.668,-81,2.416,-83,2.631,-85,2.434,-82,2.8,-89,-0.219849,0.412137,-0.406021,-0.28868,0.408672,-0.318535,-0.377007,0.408116,-0.385774,-0.308541,0.409416,-0.472732
1541173286,2.781,-88,2.209,-82,2.402,-83,2.696,-81,2.388,-84,2.598,-83,2.392,-82,2.832,-87,-0.222655,0.411979,-0.402355,-0.29194,0.408731,-0.314838,-0.379704,0.407997,-0.381855,-0.311419,0.409389,-0.468783
1541173286,2.809,-89,2.247,-83,2.411,-84,2.678,-81,2.397,-85,2.612,-83,2.434,-82,2.804,-87,-0.228694,0.411835,-0.394132,-0.296916,0.408437,-0.305862,-0.385696,0.408046,-0.373907,-0.317309,0.409466,-0.460945
1541173286,2.79,-87,2.219,-82,2.397,-83,2.668,-81,2.402,-83,2.607,-83,2.439,-82,2.739,-87,-0.233242,0.41173,-0.388618,-0.300798,0.408179,-0.299636,-0.390498,0.407945,-0.367831,-0.322072,0.409354,-0.454983
1541173286,2.772,-86,2.205,-82,2.406,-84,2.687,-81,2.42,-84,2.579,-84,2.416,-82,2.79,-85,-0.237966,0.411909,-0.38268,-0.305479,0.408308,-0.293722,-0.394814,0.407754,-0.36198,-0.326859,0.409486,-0.448721
1541173286,2.753,-86,2.209,-81,2.444,-83,2.668,-81,2.43,-83,2.575,-83,2.402,-82,2.772,-85,-0.242325,0.411657,-0.376899,-0.310263,0.408436,-0.288477,-0.399105,0.407538,-0.355893,-0.331139,0.409452,-0.443227
1541173286,2.822,-87,2.176,-82,2.453,-83,2.715,-81,2.434,-83,2.575,-83,2.481,-83,2.776,-85,-0.244704,0.41158,-0.373302,-0.313215,0.408778,-0.285119,-0.401739,0.407781,-0.352126,-0.334028,0.409303,-0.439346
1541173286,2.809,-88,2.191,-81,2.43,-84,2.65,-81,2.43,-84,2.589,-83,2.448,-82,2.776,-85,-0.250601,0.411371,-0.365343,-0.3188,0.408692,-0.277557,-0.407738,0.407979,-0.344547,-0.339623,0.409312,-0.431783
1541173286,2.841,-87,2.186,-82,2.444,-83,2.664,-81,2.439,-83,2.603,-86,2.406,-82,2.734,-85,-0.25513,0.411552,-0.359077,-0.323308,0.408319,-0.270916,-0.41211,0.407749,-0.338035,-0.344246,0.409137,-0.425548
1541173286,2.832,-86,2.2,-81,2.448,-83,2.715,-81,2.434,-84,2.589,-83,2.439,-82,2.72,-86,-0.26002,0.41165,-0.35331,-0.326913,0.408447,-0.263686,-0.417031,0.407344,-0.33181,-0.349219,0.40916,-0.419297
1541173286,2.813,-87,2.181,-82,2.467,-83,2.65,-82,2.444,-83,2.57,-83,2.486,-82,2.743,-85,-0.264771,0.411535,-0.346933,-0.332431,0.407972,-0.25842,-0.421975,0.407297,-0.325459,-0.354228,0.408975,-0.413114
1541173286,2.86,-88,2.144,-81,2.472,-83,2.664,-82,2.458,-85,2.561,-84,2.439,-82,2.692,-86,-0.269629,0.411353,-0.340453,-0.337399,0.408026,-0.252175,-0.426591,0.406852,-0.319095,-0.358928,0.408771,-0.406568
1541173286,2.883,-89,2.181,-81,2.481,-84,2.701,-82,2.467,-85,2.57,-83,2.43,-83,2.696,-88,-0.274555,0.41112,-0.334335,-0.343021,0.407819,-0.246962,-0.431306,0.406783,-0.31286,-0.363617,0.408762,-0.400588
1541173286,2.874,-87,2.13,-81,2.495,-82,2.664,-81,2.458,-84,2.575,-84,2.42,-81,2.659,-86,-0.279264,0.410893,-0.328735,-0.346755,0.407866,-0.240354,-0.435942,0.406912,-0.306556,-0.368386,0.408852,-0.394433
1541173286,2.874,-87,2.153,-81,2.486,-82,2.664,-82,2.472,-83,2.57,-83,2.453,-82,2.64,-86,-0.283353,0.411069,-0.322977,-0.350488,0.407514,-0.23412,-0.440255,0.406979,-0.301043,-0.373041,0.408864,-0.388746
1541173286,2.888,-87,2.162,-81,2.491,-82,2.654,-82,2.448,-83,2.552,-83,2.439,-81,2.673,-86,-0.287289,0.411074,-0.317379,-0.354921,0.407611,-0.228746,-0.444198,0.406761,-0.295692,-0.376892,0.408799,-0.383424
1541173287,2.907,-87,2.139,-82,2.533,-84,2.682,-82,2.509,-83,2.533,-83,2.458,-82,2.631,-87,-0.291365,0.410753,-0.311893,-0.358779,0.407742,-0.222543,-0.448231,0.406776,-0.289705,-0.381153,0.408626,-0.377433
1541173287,2.935,-87,2.148,-81,2.524,-82,2.645,-81,2.477,-83,2.556,-83,2.486,-81,2.631,-86,-0.295714,0.410789,-0.305917,-0.363139,0.407642,-0.216955,-0.452583,0.406839,-0.283604,-0.385141,0.408423,-0.371339
1541173287,2.963,-87,2.088,-81,2.524,-82,2.678,-81,2.486,-83,2.533,-83,2.458,-81,2.621,-86,-0.300771,0.410751,-0.29978,-0.367838,0.407406,-0.210612,-0.457684,0.406578,-0.277522,-0.390524,0.408284,-0.365379
1541173287,3.024,-87,2.13,-81,2.542,-82,2.692,-82,2.491,-83,2.547,-83,2.458,-81,2.635,-87,-0.306171,0.410884,-0.293767,-0.373024,0.407313,-0.204938,-0.46285,0.406243,-0.27163,-0.395877,0.408219,-0.359589
1541173287,2.996,-86,2.088,-81,2.552,-82,2.682,-81,2.491,-83,2.533,-83,2.453,-81,2.566,-87,-0.310885,0.410605,-0.287899,-0.377931,0.40729,-0.198845,-0.467573,0.406311,-0.265423,-0.400476,0.408308,-0.353295
1541173287,3.019,-86,2.12,-81,2.547,-83,2.659,-81,2.533,-83,2.547,-83,2.467,-81,2.584,-89,-0.315218,0.410661,-0.28166,-0.382194,0.406995,-0.192372,-0.471823,0.406136,-0.259178,-0.405193,0.408108,-0.347024
1541173287,3.029,-86,2.079,-81,2.533,-83,2.696,-81,2.519,-84,2.519,-83,2.477,-81,2.589,-87,-0.319803,0.41068,-0.275731,-0.386785,0.40681,-0.18635,-0.476715,0.40597,-0.253032,-0.409612,0.407981,-0.341022
1541173287,3.057,-86,2.092,-81,2.57,-83,2.65,-81,2.5,-83,2.514,-82,2.448,-81,2.542,-87,-0.324677,0.410381,-0.269642,-0.391677,0.406767,-0.179992,-0.481577,0.405825,-0.246594,-0.414515,0.40764,-0.334764
1541173287,3.052,-86,2.06,-82,2.538,-82,2.631,-81,2.495,-84,2.538,-83,2.453,-81,2.538,-87,-0.329812,0.410355,-0.26368,-0.396274,0.406658,-0.174488,-0.486209,0.405386,-0.240644,-0.419589,0.40754,-0.328863
1541173287,3.09,-86,2.087,-81,2.57,-82,2.682,-81,2.486,-84,2.5,-83,2.444,-81,2.519,-87,-0.333972,0.410379,-0.258034,-0.400639,0.406706,-0.168666,-0.490656,0.405623,-0.234856,-0.423745,0.407652,-0.32342
1541173287,3.099,-86,2.087,-82,2.57,-84,2.678,-82,2.505,-85,2.495,-83,2.463,-81,2.495,-88,-0.337998,0.410404,-0.2525,-0.404361,0.406573,-0.163161,-0.49451,0.405591,-0.229027,-0.427815,0.407344,-0.317755
1541173287,3.076,-86,2.088,-82,2.57,-82,2.678,-81,2.509,-83,2.519,-82,2.477,-81,2.528,-86,-0.342291,0.410098,-0.247206,-0.408713,0.406518,-0.157719,-0.498765,0.405528,-0.22362,-0.432347,0.407445,-0.312175
1541173287,3.104,-86,2.065,-82,2.593,-82,2.678,-81,2.524,-83,2.519,-83,2.486,-81,2.491,-86,-0.346915,0.410011,-0.241648,-0.413268,0.406354,-0.152542,-0.503546,0.40541,-0.21828,-0.436845,0.407269,-0.306875
1541173287,3.104,-87,2.055,-81,2.598,-82,2.654,-82,2.519,-84,2.5,-82,2.486,-81,2.486,-87,-0.351421,0.409909,-0.236288,-0.417973,0.40656,-0.147012,-0.508187,0.405438,-0.212544,-0.44142,0.407155,-0.30111
1541173287,3.137,-87,2.074,-82,2.584,-83,2.706,-81,2.533,-84,2.5,-82,2.463,-81,2.486,-87,-0.355704,0.409986,-0.23048,-0.421983,0.407129,-0.141129,-0.511972,0.405423,-0.20688,-0.445564,0.406932,-0.295371
1541173287,3.151,-86,2.036,-82,2.561,-83,2.635,-81,2.524,-86,2.528,-84,2.481,-81,2.453,-89,-0.358683,0.409796,-0.22495,-0.42503,0.406751,-0.135414,-0.515155,0.405796,-0.200937,-0.448858,0.407364,-0.289589
1541173287,3.109,-87,2.055,-81,2.589,-82,2.701,-81,2.538,-84,2.486,-83,2.486,-82,2.495,-87,-0.362067,0.409667,-0.219331,-0.428146,0.406998,-0.130142,-0.518496,0.406073,-0.195483,-0.452114,0.407246,-0.283781
1541173287,3.113,-86,2.046,-81,2.598,-83,2.678,-81,2.561,-84,2.472,-83,2.495,-81,2.467,-87,-0.365284,0.409773,-0.214461,-0.431372,0.407234,-0.12478,-0.521623,0.406433,-0.190737,-0.455126,0.407292,-0.279296
1541173287,3.165,-86,2.06,-81,2.617,-84,2.626,-82,2.528,-84,2.467,-83,2.481,-81,2.43,-87,-0.368642,0.409777,-0.20922,-0.434567,0.407401,-0.119673,-0.52514,0.406591,-0.18556,-0.45876,0.407275,-0.274102
