timestamp,R1,RSS1,R2,RSS2,R3,RSS3,R4,RSS4,R5,RSS5,R6,RSS6,R7,RSS7,R8,RSS8,X_M1,Y_M1,Z_M1,X_M2,Y_M2,Z_M2,X_M3,Y_M3,Z_M3,X_M4,Y_M4,Z_M4,X_M5,Y_M5,Z_M5,,,
1540477929.46068,1.32,-83,2.645,-91,1.385,-82,1.343,-81,1.563,-85,1.549,-85,1.11,-81,1.226,-84,0.461333,0.484643,0.435769,0.433915,0.569171,0.436022,0.268526,0.577729,0.437547,0.250234,0.382737,0.438611,0.342173,0.493464,0.614006,,,
1540477929.51068,1.306,-83,2.659,-86,1.399,-81,1.358,-81,1.61,-82,1.577,-81,1.105,-79,1.189,-81,0.459656,0.481571,0.435984,0.431803,0.565655,0.435884,0.266067,0.572626,0.436986,0.249235,0.37764,0.438891,0.33976,0.489165,0.61403,,,
1540477929.56077,1.301,-81,2.64,-85,1.348,-80,1.343,-82,1.559,-82,1.577,-81,1.105,-79,1.161,-81,0.457808,0.477987,0.436532,0.429635,0.562031,0.436484,0.263972,0.568861,0.437124,0.247608,0.373578,0.438437,0.337415,0.485428,0.614018,,,
1540477929.61068,1.278,-81,2.626,-85,1.366,-80,1.311,-82,1.563,-82,1.573,-82,1.077,-79,1.193,-81,0.45663,0.473991,0.436753,0.428428,0.55847,0.436735,0.262782,0.564727,0.437079,0.246981,0.369267,0.438737,0.336221,0.481675,0.614101,,,
1540477929.66068,1.268,-81,2.631,-85,1.339,-80,1.306,-82,1.582,-81,1.648,-81,1.114,-79,1.226,-81,0.456425,0.470096,0.436919,0.428083,0.554119,0.43673,0.262198,0.559583,0.436971,0.247236,0.364237,0.438675,0.335349,0.476353,0.614035,,,
1540477929.7107,1.306,-81,2.612,-84,1.306,-82,1.334,-86,1.62,-82,1.629,-84,1.146,-80,1.221,-83,0.457136,0.464682,0.437029,0.428373,0.548739,0.436895,0.262387,0.55321,0.43734,0.24848,0.357873,0.438754,0.336179,0.470043,0.61435,,,
1540477929.76069,1.292,-81,2.645,-85,1.353,-80,1.339,-82,1.615,-81,1.591,-82,1.119,-79,1.207,-81,0.456712,0.459571,0.436909,0.428126,0.54323,0.437238,0.261895,0.5473,0.437726,0.24927,0.35173,0.43855,0.336458,0.464493,0.614048,,,
1540477929.81069,1.278,-82,2.64,-85,1.278,-80,1.32,-82,1.62,-81,1.643,-83,1.105,-80,1.217,-81,0.456306,0.454378,0.437137,0.426367,0.537859,0.437649,0.260806,0.541061,0.437655,0.248831,0.345504,0.438202,0.335414,0.458921,0.614454,,,
1540477929.86068,1.287,-81,2.64,-85,1.292,-80,1.297,-82,1.61,-82,1.587,-83,1.128,-79,1.193,-81,0.455612,0.449288,0.437355,0.425839,0.532293,0.437942,0.259849,0.535226,0.437853,0.247877,0.339595,0.438062,0.334429,0.452497,0.614563,,,
1540477929.91076,1.32,-81,2.617,-84,1.343,-80,1.315,-87,1.563,-81,1.577,-83,1.1,-80,1.203,-83,0.455527,0.44468,0.437079,0.425263,0.527962,0.437819,0.259557,0.530443,0.437852,0.248302,0.334352,0.438043,0.334528,0.447734,0.614541,,,
1540477929.96069,1.297,-84,2.631,-85,1.334,-80,1.282,-84,1.573,-82,1.638,-82,1.128,-79,1.226,-82,0.456105,0.439402,0.436977,0.426046,0.523221,0.437527,0.260329,0.525328,0.438038,0.248742,0.329529,0.437839,0.335467,0.442535,0.614651,,,
1540477930.01069,1.273,-81,2.593,-86,1.301,-80,1.268,-83,1.591,-80,1.535,-82,1.123,-81,1.212,-82,0.455992,0.435252,0.436632,0.425862,0.518342,0.437567,0.260097,0.520461,0.437911,0.24928,0.324404,0.43806,0.335833,0.438151,0.614365,,,
1540477930.0607,1.306,-81,2.612,-83,1.353,-80,1.273,-85,1.596,-81,1.601,-85,1.114,-81,1.212,-81,0.45599,0.431408,0.436892,0.4257,0.51464,0.437818,0.259639,0.51636,0.437707,0.249281,0.320953,0.437966,0.335642,0.43468,0.613872,,,
1540477930.11076,1.25,-81,2.631,-84,1.292,-79,1.25,-84,1.591,-80,1.516,-83,1.132,-80,1.193,-81,0.455667,0.427024,0.437018,0.424911,0.509923,0.437477,0.259635,0.511766,0.437857,0.249037,0.315911,0.438136,0.336044,0.430019,0.613905,,,
1540477930.16071,1.25,-84,2.664,-84,1.32,-80,1.264,-85,1.591,-82,1.559,-86,1.119,-83,1.231,-82,0.455994,0.421622,0.437056,0.425116,0.504737,0.43764,0.259556,0.505781,0.438084,0.249822,0.310025,0.438084,0.335713,0.423959,0.614484,,,
1540477930.21075,1.311,-81,2.631,-84,1.306,-80,1.25,-87,1.535,-81,1.526,-83,1.11,-81,1.25,-80,0.456121,0.416568,0.436749,0.424973,0.499631,0.437514,0.259275,0.499855,0.438101,0.250561,0.303951,0.438054,0.335807,0.418086,0.614493,,,
1540477930.26074,1.301,-83,2.617,-84,1.236,-79,1.217,-85,1.563,-80,1.587,-83,1.128,-81,1.254,-81,0.456504,0.411531,0.436899,0.424691,0.494116,0.43748,0.259432,0.493963,0.438028,0.250842,0.298431,0.437788,0.336154,0.412248,0.614412,,,
1540477930.3107,1.273,-87,2.626,-85,1.297,-79,1.184,-84,1.535,-81,1.488,-84,1.091,-81,1.259,-81,0.456206,0.40633,0.436856,0.424447,0.488768,0.437645,0.259013,0.488456,0.437905,0.251151,0.292726,0.43787,0.335748,0.406953,0.614113,,,
1540477930.36071,1.292,-81,2.589,-85,1.264,-79,1.184,-85,1.577,-81,1.469,-90,1.175,-81,1.334,-84,0.456211,0.401419,0.436881,0.424706,0.483937,0.437677,0.259035,0.484198,0.437957,0.250711,0.288356,0.437661,0.335404,0.401867,0.614487,,,
1540477930.4107,1.325,-86,2.575,-86,1.287,-80,1.156,-85,1.549,-80,1.418,-84,1.146,-80,1.24,-81,0.457397,0.394842,0.436743,0.42656,0.478019,0.437821,0.261029,0.479753,0.438507,0.25079,0.283761,0.437489,0.337186,0.396857,0.614497,,,
1540477930.46072,1.292,-82,2.575,-85,1.254,-79,1.165,-85,1.549,-80,1.404,-84,1.114,-81,1.217,-82,0.458011,0.390263,0.436641,0.42678,0.473085,0.437626,0.261643,0.474815,0.438142,0.251623,0.278581,0.437826,0.337647,0.392016,0.614522,,,
1540477930.5107,1.32,-82,2.579,-84,1.264,-79,1.17,-88,1.521,-80,1.437,-84,1.156,-80,1.259,-81,0.457833,0.385571,0.436624,0.426375,0.468577,0.437527,0.261347,0.470507,0.438102,0.250839,0.273969,0.437689,0.336823,0.387317,0.614062,,,
1540477930.56069,1.325,-83,2.603,-84,1.254,-79,1.132,-88,1.559,-80,1.423,-84,1.165,-80,1.221,-81,0.457165,0.380783,0.436508,0.426724,0.463791,0.437314,0.260876,0.46532,0.437901,0.250115,0.27026,0.437589,0.336737,0.383277,0.614064,,,
1540477930.6107,1.329,-81,2.631,-87,1.189,-79,1.137,-85,1.535,-80,1.455,-90,1.142,-82,1.292,-84,0.457777,0.375704,0.436579,0.427746,0.459299,0.437281,0.262141,0.461875,0.438067,0.250082,0.266539,0.437627,0.337231,0.379299,0.614051,,,
1540477930.66073,1.339,-82,2.589,-84,1.25,-79,1.123,-87,1.54,-80,1.385,-85,1.165,-80,1.24,-81,0.457952,0.370491,0.436356,0.428325,0.454054,0.437341,0.262524,0.457477,0.437958,0.249913,0.261943,0.437842,0.337654,0.373781,0.61428,,,
1540477930.71069,1.292,-82,2.547,-84,1.189,-79,1.123,-85,1.568,-80,1.39,-84,1.142,-80,1.24,-81,0.457678,0.365298,0.436285,0.427901,0.448999,0.437095,0.262233,0.452527,0.437903,0.249376,0.257203,0.437361,0.337184,0.368896,0.614087,,,
1540477930.76078,1.329,-82,2.556,-87,1.184,-79,1.095,-87,1.54,-80,1.38,-85,1.203,-82,1.25,-81,0.457561,0.360141,0.436438,0.428116,0.443717,0.437017,0.26252,0.44759,0.43791,0.249023,0.251953,0.437292,0.336866,0.363323,0.614364,,,
1540477930.8107,1.297,-83,2.584,-84,1.231,-79,1.114,-85,1.526,-80,1.38,-85,1.193,-80,1.221,-81,0.457912,0.35488,0.436298,0.428708,0.438505,0.437154,0.263355,0.442651,0.437879,0.248895,0.247379,0.43737,0.337582,0.359032,0.614009,,,
1540477930.86073,1.325,-86,2.612,-90,1.17,-79,1.091,-91,1.573,-80,1.39,-91,1.231,-81,1.282,-81,0.458299,0.349957,0.436032,0.429166,0.433635,0.436894,0.263576,0.438461,0.437752,0.249165,0.243352,0.437405,0.337748,0.354524,0.614199,,,
1540477930.91076,1.306,-81,2.57,-84,1.212,-79,1.081,-85,1.53,-81,1.385,-85,1.221,-81,1.221,-82,0.458224,0.345185,0.435828,0.429375,0.429238,0.436768,0.26392,0.434587,0.437632,0.248745,0.239344,0.437457,0.338025,0.350858,0.613817,,,
1540477930.9607,1.278,-82,2.57,-84,1.245,-79,1.091,-84,1.512,-80,1.46,-85,1.184,-80,1.25,-81,0.458127,0.338538,0.435722,0.431096,0.422919,0.436537,0.265375,0.431023,0.437273,0.246292,0.236352,0.437573,0.338231,0.34588,0.613678,,,
1540477931.01075,1.278,-81,2.575,-84,1.25,-79,1.058,-84,1.479,-80,1.404,-86,1.24,-80,1.245,-81,0.458113,0.330938,0.435692,0.433374,0.416311,0.436687,0.26774,0.428947,0.437135,0.243997,0.234948,0.437319,0.338112,0.341298,0.613854,,,
1540477931.06078,1.301,-81,2.566,-85,1.226,-78,1.118,-86,1.498,-80,1.404,-84,1.268,-83,1.273,-82,0.458264,0.324396,0.435647,0.435135,0.410438,0.436497,0.270159,0.426087,0.437098,0.242442,0.232652,0.437335,0.338783,0.337583,0.613856,,,
1540477931.1107,1.311,-84,2.57,-87,1.156,-81,1.137,-85,1.484,-80,1.432,-83,1.236,-82,1.25,-81,0.457239,0.318177,0.43541,0.435284,0.404347,0.436125,0.270849,0.422781,0.437097,0.240643,0.22898,0.437579,0.338565,0.33318,0.613387,,,
1540477931.16079,1.268,-81,2.528,-85,1.17,-79,1.221,-82,1.441,-81,1.451,-83,1.217,-80,1.259,-81,0.456746,0.311475,0.435462,0.436486,0.397756,0.436454,0.27218,0.418533,0.437306,0.238697,0.224967,0.437326,0.338263,0.328056,0.6132,,,
1540477931.2107,1.301,-80,2.542,-85,1.184,-79,1.193,-82,1.469,-81,1.53,-83,1.24,-81,1.259,-81,0.456375,0.303782,0.435438,0.437644,0.390728,0.436521,0.273591,0.414448,0.437409,0.236274,0.222218,0.437283,0.338139,0.322594,0.613372,,,
1540477931.2607,1.278,-81,2.579,-85,1.207,-79,1.221,-81,1.465,-81,1.516,-82,1.231,-80,1.236,-80,0.456094,0.29772,0.435428,0.43849,0.385418,0.436463,0.274593,0.41118,0.43743,0.235156,0.219204,0.437115,0.338296,0.318155,0.613493,,,
1540477931.3107,1.287,-80,2.538,-87,1.165,-80,1.203,-82,1.488,-81,1.596,-87,1.301,-80,1.25,-83,0.455277,0.290682,0.435111,0.439245,0.377737,0.436817,0.275997,0.407005,0.437454,0.23248,0.21552,0.437024,0.33751,0.312521,0.613294,,,
1540477931.3607,1.306,-81,2.57,-85,1.175,-80,1.179,-81,1.502,-81,1.507,-82,1.264,-82,1.306,-80,0.454739,0.283798,0.43529,0.439518,0.371418,0.436605,0.276774,0.402742,0.437398,0.230197,0.212386,0.437159,0.336831,0.307475,0.613376,,,
1540477931.41076,1.282,-80,2.556,-84,1.142,-79,1.217,-80,1.465,-80,1.596,-82,1.221,-81,1.292,-80,0.454564,0.277309,0.435545,0.440201,0.365169,0.436623,0.278366,0.399856,0.437636,0.228026,0.210326,0.437055,0.336044,0.302833,0.613574,,,
1540477931.46078,1.287,-81,2.552,-85,1.203,-79,1.165,-80,1.451,-82,1.516,-82,1.25,-82,1.287,-80,0.452757,0.270818,0.435331,0.440541,0.358871,0.436739,0.279404,0.396644,0.437346,0.225644,0.207867,0.436995,0.33549,0.298799,0.613455,,,
1540477931.51078,1.301,-80,2.547,-84,1.161,-79,1.151,-80,1.474,-80,1.54,-82,1.254,-84,1.358,-79,0.451233,0.264225,0.435573,0.440416,0.35238,0.436524,0.280199,0.392602,0.437462,0.223531,0.204923,0.436922,0.334087,0.293829,0.613451,,,
1540477931.56077,1.278,-83,2.593,-88,1.142,-80,1.156,-82,1.474,-82,1.544,-82,1.245,-82,1.264,-80,0.449992,0.257507,0.435243,0.441206,0.345734,0.436538,0.281407,0.388857,0.43764,0.221468,0.202409,0.4368,0.334326,0.288815,0.613173,,,
1540477931.61074,1.287,-80,2.542,-85,1.161,-79,1.189,-80,1.451,-81,1.554,-81,1.273,-81,1.301,-80,0.448495,0.250697,0.435284,0.440785,0.339192,0.43623,0.28278,0.385453,0.437524,0.219018,0.20033,0.436985,0.33363,0.284924,0.613263,,,
1540477931.66073,1.254,-80,2.524,-84,1.128,-79,1.128,-79,1.455,-81,1.488,-82,1.264,-81,1.282,-79,0.446432,0.244155,0.435102,0.440838,0.332098,0.436129,0.283224,0.381812,0.437495,0.216598,0.197779,0.436814,0.332374,0.28038,0.613094,,,
1540477931.7107,1.287,-80,2.566,-85,1.142,-79,1.114,-79,1.516,-81,1.521,-82,1.273,-81,1.301,-80,0.444579,0.237087,0.434961,0.441521,0.325474,0.435915,0.284218,0.377992,0.437412,0.214305,0.194865,0.436763,0.332071,0.275669,0.612946,,,
1540477931.7607,1.278,-80,2.538,-84,1.161,-80,1.189,-79,1.54,-81,1.488,-81,1.334,-81,1.32,-80,0.442855,0.231144,0.434819,0.441599,0.319655,0.435646,0.285213,0.374713,0.437395,0.211903,0.192978,0.436949,0.331072,0.271631,0.612922,,,
1540477931.81069,1.297,-80,2.561,-84,1.142,-79,1.114,-81,1.432,-82,1.512,-81,1.306,-82,1.32,-80,0.441611,0.223991,0.435134,0.44133,0.313868,0.435787,0.285953,0.371544,0.43736,0.209257,0.191307,0.436803,0.329905,0.267796,0.612714,,,
1540477931.86079,1.315,-80,2.566,-84,1.142,-79,1.086,-79,1.469,-81,1.53,-81,1.352,-80,1.278,-80,0.439317,0.218024,0.434873,0.440865,0.307083,0.435643,0.286142,0.367624,0.43732,0.206021,0.188987,0.436889,0.328303,0.263101,0.612758,,,
1540477931.91073,1.254,-80,2.533,-85,1.179,-80,1.067,-79,1.498,-82,1.488,-81,1.311,-80,1.254,-81,0.437131,0.211712,0.4348,0.440931,0.300768,0.436059,0.287459,0.364251,0.437419,0.203606,0.186832,0.436864,0.327363,0.258533,0.612813,,,
1540477931.96069,1.245,-80,2.542,-85,1.119,-81,1.077,-79,1.474,-83,1.559,-84,1.315,-80,1.282,-80,0.434748,0.205869,0.434607,0.440617,0.294854,0.43593,0.28799,0.361079,0.437163,0.201094,0.185501,0.436684,0.32615,0.25488,0.612987,,,
1540477932.0107,1.278,-81,2.509,-86,1.179,-80,1.077,-79,1.432,-82,1.516,-82,1.334,-80,1.301,-80,0.432398,0.199071,0.434691,0.439283,0.287957,0.435822,0.288591,0.356872,0.437288,0.198059,0.182848,0.437027,0.324868,0.250319,0.612726,,,
1540477932.06067,1.287,-83,0,0,1.161,-80,1.072,-80,1.474,-82,1.516,-82,1.353,-80,1.282,-80,0.43018,0.192366,0.434442,0.438911,0.280781,0.435625,0.28964,0.353252,0.437096,0.195768,0.18109,0.436886,0.323925,0.245743,0.612644,,,
1540477932.11067,1.259,-81,2.519,-85,1.132,-80,1.002,-80,1.451,-82,1.526,-83,1.32,-81,1.278,-80,0.427951,0.186488,0.434129,0.438634,0.274565,0.435194,0.290938,0.350296,0.436682,0.193552,0.180314,0.437121,0.322907,0.242126,0.612365,,,
1540477932.16067,1.282,-80,2.481,-85,1.17,-80,1.049,-80,1.479,-82,1.544,-81,1.352,-80,1.282,-80,0.425569,0.181457,0.434011,0.437946,0.26935,0.434841,0.292163,0.348069,0.43651,0.190994,0.180497,0.437009,0.321325,0.240059,0.612754,,,
1540477932.21068,1.264,-80,2.486,-86,1.165,-81,0.959,-80,1.488,-82,1.507,-82,1.408,-80,1.292,-80,0.422466,0.174922,0.434068,0.43596,0.262153,0.43486,0.292596,0.344555,0.436465,0.187841,0.179124,0.437071,0.31951,0.235804,0.612499,,,
1540477932.26068,1.282,-80,0,0,1.142,-80,1.011,-79,1.526,-83,1.516,-82,1.357,-81,1.278,-80,0.419202,0.168119,0.433811,0.435049,0.255346,0.434718,0.293321,0.340766,0.436465,0.184795,0.177739,0.437236,0.317778,0.231403,0.612549,,,
1540477932.3107,1.297,-80,2.505,-85,1.175,-80,0.978,-80,1.474,-82,1.568,-81,1.39,-81,1.292,-80,0.415898,0.161626,0.433894,0.4341,0.248642,0.43475,0.294028,0.336828,0.436593,0.18222,0.176006,0.437123,0.316477,0.226676,0.612052,,,
1540477932.36075,1.268,-80,2.505,-85,1.175,-80,0.955,-79,1.484,-84,1.526,-82,1.399,-80,1.306,-80,0.413063,0.156054,0.43373,0.432691,0.242964,0.434478,0.294588,0.333464,0.436302,0.179744,0.175018,0.437258,0.315237,0.223262,0.612102,,,
1540477932.41078,1.287,-80,2.481,-85,1.156,-80,0.969,-79,1.488,-83,1.559,-81,1.38,-80,1.339,-81,0.410427,0.151916,0.433862,0.431045,0.237823,0.434381,0.294261,0.330886,0.436393,0.176984,0.174308,0.437363,0.31341,0.220281,0.612232,,,
1540477932.46069,1.353,-81,2.491,-85,1.142,-80,1.039,-81,1.488,-87,1.615,-83,1.441,-84,1.348,-82,0.406214,0.144387,0.433926,0.428933,0.229978,0.434137,0.294315,0.326213,0.436347,0.173075,0.17268,0.437527,0.311497,0.215308,0.612228,,,
1540477932.51076,1.297,-80,2.491,-85,1.189,-80,0.894,-79,1.469,-82,1.573,-81,1.371,-81,1.334,-80,0.402847,0.13824,0.433679,0.427506,0.223249,0.43443,0.294979,0.322762,0.43643,0.170467,0.171388,0.43751,0.309613,0.211455,0.61224,,,
1540477932.5607,1.297,-82,2.467,-88,1.207,-82,0.974,-79,1.507,-82,1.544,-82,1.357,-81,1.306,-81,0.399228,0.132696,0.433702,0.425657,0.21743,0.434034,0.294844,0.318789,0.436081,0.167229,0.170324,0.437774,0.307493,0.20757,0.612011,,,
1540477932.6107,1.301,-81,2.514,-86,1.142,-80,0.936,-79,1.469,-82,1.554,-81,1.399,-81,1.329,-80,0.394875,0.127192,0.433265,0.423168,0.211525,0.433716,0.294838,0.315586,0.435981,0.164234,0.168862,0.437786,0.30523,0.203798,0.612001,,,
