timestamp,R1,RSS1,R2,RSS2,R3,RSS3,R4,RSS4,R5,RSS5,R6,RSS6,R7,RSS7,R8,RSS8,X_M1,Y_M1,Z_M1,X_M2,Y_M2,Z_M2,X_M3,Y_M3,Z_M3,X_M4,Y_M4,Z_M4,X_M5,Y_M5,Z_M5
1540478218.20863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.379628,0.137433,0.432469,-0.462231,0.10251,0.431903,-0.455511,-0.0629019,0.431409,-0.260294,-0.0644911,0.435062,-0.379805,0.0156154,0.609403
1540478218.25863,0.684,-80,1.863,-83,0.768,-79,1.643,-82,1.961,-84,2.444,-89,1.845,-81,1.006,-80,-0.371592,0.137804,0.432336,-0.454135,0.104311,0.431785,-0.449767,-0.0606301,0.431101,-0.254335,-0.0653792,0.435151,-0.373023,0.0165383,0.609285
1540478218.30866,0.75,-79,1.858,-84,0.82,-79,1.325,-82,1.966,-84,2.35,-89,1.817,-81,1.02,-80,-0.363106,0.138474,0.432379,-0.446735,0.105931,0.432012,-0.444124,-0.0592238,0.431347,-0.248997,-0.0664519,0.435155,-0.366642,0.0173413,0.609468
1540478218.35864,0.721,-80,1.924,-82,0.778,-81,1.142,-84,1.947,-85,2.298,-88,1.817,-81,1.02,-81,-0.355058,0.138777,0.43263,-0.437856,0.107646,0.431894,-0.43852,-0.0575641,0.431344,-0.243207,-0.0672455,0.435155,-0.359807,0.0180987,0.609222
1540478218.40865,0.698,-79,1.872,-83,0.773,-79,1.292,-82,1.975,-84,2.28,-88,1.774,-82,1.02,-80,-0.346937,0.138956,0.432836,-0.430356,0.108425,0.432185,-0.432698,-0.0564821,0.431563,-0.236922,-0.0684839,0.435241,-0.352149,0.0175522,0.609684
1540478218.45866,0.74,-79,1.858,-83,0.801,-80,1.339,-83,1.952,-84,2.355,-88,1.821,-81,0.978,-80,-0.33855,0.13904,0.433065,-0.422659,0.109571,0.43217,-0.425874,-0.0549472,0.431272,-0.230874,-0.0696401,0.435261,-0.3448,0.0176394,0.609531
1540478218.50863,0.712,-79,1.882,-84,0.74,-79,1.077,-81,1.919,-84,2.359,-89,1.784,-86,1.006,-80,-0.329396,0.139598,0.432673,-0.414336,0.110788,0.432392,-0.420118,-0.0536138,0.431567,-0.225151,-0.0709209,0.435277,-0.337716,0.0184063,0.609472
1540478218.55864,0.75,-80,1.877,-84,0.825,-79,0,0,1.933,-89,0,0,1.779,-83,1.016,-80,-0.320857,0.139393,0.432957,-0.40574,0.112156,0.432588,-0.41452,-0.0526771,0.431802,-0.219296,-0.072262,0.435252,-0.330372,0.0181613,0.609581
1540478218.60864,0.721,-80,1.891,-83,0.825,-80,1.081,-81,1.919,-84,2.355,-85,1.76,-82,1.044,-80,-0.312169,0.13915,0.433117,-0.397693,0.112928,0.432842,-0.408376,-0.0515188,0.431767,-0.21315,-0.073903,0.435288,-0.324114,0.0187948,0.609605
1540478218.65865,0.754,-80,1.905,-83,0.811,-79,1.03,-81,1.933,-86,2.322,-85,1.746,-82,1.034,-79,-0.303038,0.13876,0.433254,-0.38848,0.113775,0.432875,-0.401403,-0.050577,0.432205,-0.20717,-0.07544,0.435115,-0.316666,0.0183937,0.609838
1540478218.7087,0.759,-80,1.905,-83,0.811,-79,1.114,-81,1.919,-84,2.266,-85,1.746,-81,1.039,-80,-0.294427,0.138233,0.433149,-0.380876,0.114376,0.432845,-0.395322,-0.0494496,0.432405,-0.201795,-0.0773774,0.435086,-0.309302,0.0179621,0.60966
1540478218.75869,0.764,-80,1.886,-83,0.815,-80,1.128,-82,1.905,-89,2.28,-88,1.817,-82,1.105,-80,-0.28633,0.137581,0.433428,-0.372298,0.115422,0.432756,-0.389977,-0.0485407,0.432395,-0.196393,-0.0790601,0.434877,-0.303009,0.0176831,0.609844
1540478218.80862,0.806,-81,1.957,-83,0.787,-82,1.119,-86,1.914,-89,2.27,-87,1.751,-82,1.058,-79,-0.277894,0.13722,0.433259,-0.363962,0.11612,0.432671,-0.384044,-0.0478158,0.432196,-0.1908,-0.0806047,0.435404,-0.296129,0.017583,0.609897
1540478218.85872,0.754,-81,1.924,-83,0.815,-80,1.17,-82,1.933,-84,2.252,-85,1.732,-81,1.044,-79,-0.269392,0.136465,0.433437,-0.356042,0.11651,0.433147,-0.377784,-0.0469977,0.432168,-0.184866,-0.0821464,0.435077,-0.288809,0.017097,0.609763
1540478218.90863,0.806,-80,1.943,-84,0.782,-80,1.217,-83,1.886,-84,2.289,-84,1.77,-80,1.058,-80,-0.261189,0.134657,0.433751,-0.347731,0.116096,0.433298,-0.371666,-0.0470644,0.432099,-0.179391,-0.0851196,0.435313,-0.282101,0.0155243,0.609986
1540478218.95867,0.797,-80,1.933,-83,0.731,-80,1.259,-82,1.919,-84,2.289,-84,1.788,-80,1.049,-79,-0.254023,0.133662,0.433759,-0.340847,0.115818,0.433254,-0.366525,-0.0470143,0.432557,-0.174519,-0.087063,0.435089,-0.275276,0.0147045,0.610039
1540478219.00864,0.829,-85,1.966,-89,0.801,-80,1.259,-86,1.919,-87,2.284,-88,1.756,-80,1.053,-79,-0.246334,0.133338,0.433806,-0.333373,0.115026,0.433217,-0.358801,-0.0475705,0.432362,-0.167448,-0.0878369,0.435376,-0.268415,0.0140962,0.609729
1540478219.0587,0.82,-81,1.919,-82,0.806,-80,1.264,-81,1.872,-83,2.298,-83,1.751,-80,1.095,-79,-0.239895,0.13223,0.43341,-0.325656,0.114834,0.433465,-0.351768,-0.0480836,0.432331,-0.160382,-0.0884866,0.435352,-0.261024,0.0137479,0.610127
1540478219.10874,0.839,-80,1.91,-82,0.745,-79,1.297,-82,1.849,-83,2.247,-87,1.751,-81,1.086,-79,-0.231881,0.131393,0.433596,-0.318115,0.114107,0.433325,-0.344756,-0.0486178,0.432589,-0.153312,-0.0896696,0.435188,-0.253946,0.0127295,0.61017
1540478219.15865,0.834,-81,1.928,-82,0.759,-80,1.282,-81,1.886,-84,2.252,-84,1.741,-80,1.114,-79,-0.224264,0.130019,0.433566,-0.310997,0.112804,0.433293,-0.337553,-0.0500041,0.432614,-0.146115,-0.0913338,0.435164,-0.246863,0.0113289,0.610172
1540478219.20865,0.815,-81,1.957,-83,0.745,-79,1.245,-80,1.872,-83,2.223,-84,1.756,-82,1.058,-79,-0.216593,0.128812,0.433399,-0.303339,0.111447,0.433381,-0.330149,-0.0511058,0.432884,-0.138581,-0.0925308,0.435185,-0.238905,0.0102814,0.609977
1540478219.25864,0.867,-85,2.004,-89,0.745,-80,1.358,-83,1.9,-88,2.308,-88,1.77,-80,1.086,-79,-0.20979,0.1278,0.433454,-0.29649,0.111027,0.433718,-0.323645,-0.051754,0.43271,-0.131956,-0.0934319,0.434855,-0.232081,0.0094383,0.610418
1540478219.30864,0.853,-81,1.961,-82,0.736,-80,1.353,-80,1.868,-83,2.266,-83,1.741,-80,1.118,-80,-0.201779,0.127236,0.433797,-0.28852,0.11006,0.43353,-0.315558,-0.0527104,0.43273,-0.124813,-0.0945722,0.434755,-0.224524,0.00824679,0.6103
1540478219.35864,0.881,-82,1.961,-82,0.736,-80,1.339,-80,1.868,-83,2.237,-84,1.713,-80,1.114,-79,-0.193978,0.126263,0.433826,-0.281014,0.109238,0.433327,-0.30901,-0.0536954,0.432658,-0.117776,-0.0959306,0.434875,-0.217647,0.00725002,0.609912
1540478219.40864,0.889,-82,1.961,-82,0.721,-80,1.339,-80,1.891,-84,2.219,-84,1.774,-80,1.123,-79,-0.187126,0.124252,0.433421,-0.273469,0.108215,0.433442,-0.301455,-0.0544215,0.432337,-0.110528,-0.0974636,0.434814,-0.209292,0.00615617,0.610015
1540478219.45864,0.886,-83,1.971,-83,0.717,-81,1.334,-81,1.919,-87,2.223,-83,1.727,-82,1.1,-80,-0.1797,0.12294,0.433754,-0.266268,0.106814,0.433457,-0.294408,-0.0554935,0.432558,-0.103504,-0.0989858,0.434722,-0.202451,0.00496038,0.610047
1540478219.50864,0.881,-82,1.971,-82,0.736,-80,1.343,-80,1.835,-83,2.214,-83,1.746,-80,1.142,-79,-0.171072,0.122457,0.433745,-0.258402,0.106068,0.433576,-0.287051,-0.05633,0.432517,-0.0962771,-0.100142,0.434683,-0.194538,0.00385554,0.610094
1540478219.55866,0.848,-83,1.994,-82,0.768,-81,1.352,-79,1.91,-83,2.252,-82,1.732,-80,1.119,-80,-0.163548,0.121227,0.433897,-0.250427,0.105139,0.433624,-0.279713,-0.0570242,0.432993,-0.0886779,-0.101355,0.434534,-0.186981,0.0027975,0.610281
1540478219.60864,0.862,-84,1.989,-82,0.782,-80,1.297,-79,1.835,-83,2.205,-83,1.737,-80,1.118,-79,-0.155289,0.120154,0.4336,-0.242764,0.103875,0.433597,-0.272089,-0.0584711,0.432808,-0.0813351,-0.103078,0.43428,-0.17952,0.00130413,0.610031
1540478219.65864,0.881,-83,1.98,-84,0.703,-80,1.306,-79,1.844,-82,2.237,-88,1.737,-84,1.146,-82,-0.147381,0.118574,0.433662,-0.234977,0.102601,0.433774,-0.264562,-0.0595412,0.432932,-0.0738913,-0.104564,0.433972,-0.171046,-4.14925E-07,0.609813
1540478219.70864,0.889,-88,2.022,-86,0.801,-82,1.325,-81,1.844,-87,2.233,-87,1.765,-80,1.17,-81,-0.137959,0.118427,0.433739,-0.226837,0.101191,0.434149,-0.257009,-0.0608538,0.433128,-0.0660334,-0.105797,0.433853,-0.163053,-0.00142714,0.609897
1540478219.75863,0.87,-82,2.013,-82,0.698,-80,1.311,-79,1.845,-82,2.205,-83,1.713,-80,1.091,-80,-0.131843,0.115231,0.433532,-0.218774,0.100168,0.43411,-0.248957,-0.0623824,0.433241,-0.0586259,-0.107332,0.433766,-0.155503,-0.00300181,0.61024
1540478219.80872,0.894,-82,1.994,-82,0.721,-81,1.348,-79,1.845,-82,2.252,-82,1.695,-81,1.142,-80,-0.123876,0.113825,0.433199,-0.211116,0.0987603,0.434226,-0.241513,-0.0632769,0.433137,-0.0508712,-0.108992,0.433655,-0.147285,-0.00460443,0.610164
1540478219.85867,0.898,-82,1.985,-82,0.712,-81,1.353,-79,1.863,-82,2.181,-83,1.723,-81,1.11,-80,-0.116159,0.112887,0.43395,-0.203234,0.0978786,0.434632,-0.234726,-0.06423,0.433617,-0.0446102,-0.110973,0.43334,-0.139913,-0.00605693,0.60998
1540478219.90869,0.894,-82,2.027,-82,0.656,-81,1.385,-79,1.812,-82,2.2,-82,1.76,-84,1.119,-82,-0.110156,0.111089,0.433933,-0.197079,0.0959416,0.434638,-0.227581,-0.0659026,0.433754,-0.0371657,-0.111842,0.433754,-0.133057,-0.00756648,0.610466
1540478219.95863,0.917,-82,2.008,-82,0.67,-80,1.329,-79,1.784,-82,2.153,-83,1.727,-81,1.114,-81,-0.102723,0.110781,0.434045,-0.190411,0.0954034,0.434123,-0.221431,-0.0665117,0.432989,-0.0311704,-0.112929,0.43396,-0.127066,-0.0085422,0.610134
1540478220.00862,0.903,-81,2.05,-83,0.675,-80,1.362,-79,1.817,-83,2.153,-82,1.723,-80,1.123,-80,-0.0979534,0.109213,0.433919,-0.185468,0.0942225,0.433929,-0.217187,-0.0672388,0.432511,-0.0272128,-0.114638,0.4342,-0.124033,-0.00936111,0.609964
1540478220.05867,0.941,-81,2.027,-81,0.67,-81,1.339,-80,1.788,-82,2.148,-81,1.704,-80,1.1,-81,-0.092422,0.107114,0.434077,-0.179688,0.0931425,0.433536,-0.212813,-0.0685751,0.432231,-0.0225629,-0.116849,0.434294,-0.119508,-0.0113785,0.609956
1540478220.10868,0.931,-82,2.022,-83,0.689,-81,1.376,-79,1.835,-82,2.172,-81,1.718,-80,1.151,-80,-0.0848124,0.106798,0.433703,-0.173138,0.0922934,0.433396,-0.206183,-0.0695939,0.432019,-0.0166819,-0.118341,0.434486,-0.112845,-0.0122943,0.609722
1540478220.15862,0,0,2.013,-82,0.651,-80,1.343,-80,1.802,-84,2.158,-82,1.709,-80,1.1,-81,-0.0778752,0.10569,0.433892,-0.165695,0.0913039,0.433507,-0.198595,-0.0704547,0.432255,-0.00886523,-0.11881,0.434467,-0.105314,-0.0128479,0.609949
1540478220.20863,0.95,-81,2.036,-83,0.646,-81,1.394,-80,1.788,-82,2.144,-81,1.704,-80,1.17,-80,-0.0707132,0.104741,0.433845,-0.158749,0.0897115,0.433325,-0.190761,-0.0719004,0.432336,-0.000658998,-0.11958,0.434685,-0.0979369,-0.0141557,0.609863
1540478220.25864,0.955,-81,1.994,-82,0.698,-80,1.325,-80,1.788,-82,2.12,-82,1.709,-82,1.11,-81,-0.0648124,0.102187,0.433481,-0.151202,0.088251,0.433232,-0.183783,-0.0732995,0.432063,0.00597027,-0.121508,0.43481,-0.0911438,-0.0155885,0.609795
1540478220.30863,0.974,-81,2.041,-82,0.646,-81,1.358,-81,1.798,-82,2.172,-83,1.69,-81,1.118,-82,-0.0571088,0.101373,0.433866,-0.144813,0.0868627,0.433245,-0.177899,-0.0747684,0.43197,0.0120241,-0.123236,0.434764,-0.0847414,-0.0173501,0.609786
1540478220.35863,0.983,-81,2.032,-82,0.66,-80,1.325,-83,1.821,-82,2.153,-85,1.713,-84,1.175,-83,-0.0500157,0.0996599,0.433883,-0.137723,0.0860505,0.433071,-0.17168,-0.0758369,0.432035,0.0183885,-0.124695,0.434638,-0.0780397,-0.0185666,0.609717
1540478220.40863,0.988,-81,2.036,-82,0.66,-79,1.175,-80,1.765,-82,2.13,-81,1.69,-81,1.118,-80,-0.0435874,0.0989354,0.433791,-0.130967,0.084134,0.432944,-0.163357,-0.077399,0.431907,0.0262238,-0.125348,0.434666,-0.071117,-0.01976,0.609764
1540478220.45868,0.974,-80,2.055,-82,0.646,-80,1.151,-81,1.76,-83,2.111,-81,1.695,-81,1.198,-81,-0.0370817,0.0972102,0.433067,-0.124104,0.0827834,0.432805,-0.155565,-0.0787353,0.431682,0.0346462,-0.126109,0.434658,-0.0632818,-0.0208484,0.609406
1540478220.50864,1.002,-81,2.06,-81,0.634,-80,1.184,-80,1.713,-82,2.111,-81,1.699,-82,1.128,-81,-0.0278241,0.0972054,0.433655,-0.116363,0.0814018,0.432833,-0.148634,-0.0798569,0.431458,0.0413261,-0.127682,0.434445,-0.0559837,-0.022339,0.609445
1540478220.55864,1.016,-80,2.041,-82,0.634,-81,1.161,-80,1.723,-83,2.111,-82,1.681,-81,1.189,-80,-0.0225943,0.0942365,0.433418,-0.109998,0.0796089,0.432893,-0.141579,-0.0819746,0.43138,0.0481447,-0.129649,0.434675,-0.0496103,-0.0242128,0.609622
1540478220.60865,1.067,-82,2.092,-85,0.615,-82,1.142,-83,1.699,-82,2.101,-82,1.699,-80,1.207,-82,-0.0205055,0.0939483,0.433785,-0.108092,0.0791059,0.432912,-0.139714,-0.0825896,0.431506,0.0502577,-0.129673,0.434444,-0.047629,-0.0245382,0.60951
1540478220.65867,1.02,-80,2.06,-83,0.634,-81,1.114,-80,1.709,-82,2.101,-82,1.681,-81,1.207,-80,-0.00981909,0.0906791,0.433422,-0.097222,0.0762519,0.432934,-0.128631,-0.0856511,0.431439,0.0611621,-0.132576,0.434251,-0.0367931,-0.028067,0.609557
1540478220.70863,1.002,-81,2.041,-83,0.587,-80,1.137,-80,1.704,-84,2.125,-82,1.699,-81,1.179,-80,-0.00404476,0.0887849,0.43363,-0.091435,0.0739991,0.432946,-0.122877,-0.0880486,0.431035,0.0673501,-0.134297,0.434358,-0.031092,-0.0301875,0.609225
1540478220.75862,1.006,-80,2.079,-85,0.578,-82,1.128,-80,1.746,-82,2.087,-81,1.727,-80,1.221,-80,0.00292317,0.0854044,0.434505,-0.0847282,0.0703209,0.433505,-0.115778,-0.0918356,0.430547,0.0744842,-0.138017,0.433816,-0.0239742,-0.0347439,0.609193
1540478220.80869,1.03,-80,2.092,-85,0.606,-83,1.161,-82,1.709,-86,2.111,-84,1.704,-84,1.226,-83,0.00847166,0.0818033,0.434938,-0.0783625,0.0670804,0.433858,-0.109227,-0.094649,0.430406,0.0806405,-0.141005,0.433417,-0.0178397,-0.0385185,0.609411
1540478220.85863,1.049,-83,2.074,-85,0.583,-80,1.128,-80,1.681,-82,2.069,-83,1.704,-80,1.221,-80,0.0152375,0.0799511,0.435053,-0.0710384,0.0654013,0.434106,-0.102413,-0.0964754,0.430296,0.0876328,-0.143329,0.433266,-0.0110303,-0.0404833,0.609444
1540478220.90863,1.025,-80,2.06,-82,0.611,-83,1.11,-80,1.681,-82,2.06,-84,1.695,-80,1.198,-80,0.0237965,0.0797084,0.435533,-0.0644018,0.0641886,0.434073,-0.0950333,-0.0984081,0.430121,0.0949894,-0.144005,0.433162,-0.00409717,-0.0422049,0.609639
1540478220.95863,1.011,-80,2.079,-82,0.615,-80,1.132,-80,1.69,-83,2.083,-83,1.685,-81,1.217,-80,0.028528,0.0776604,0.435178,-0.0584473,0.0621258,0.433972,-0.0885747,-0.0996852,0.430075,0.101704,-0.145572,0.433112,0.00194243,-0.0437784,0.609402
1540478221.00864,1.053,-80,2.046,-82,0.578,-80,1.072,-80,1.634,-81,2.088,-83,1.695,-80,1.245,-80,0.0364501,0.0760096,0.435686,-0.0513848,0.0599987,0.43451,-0.0815715,-0.101918,0.430371,0.108797,-0.14733,0.433208,0.00953813,-0.0461595,0.609394
1540478221.05869,1.105,-83,2.115,-86,0.583,-81,1.119,-83,1.662,-85,2.088,-82,1.685,-81,1.254,-80,0.0421008,0.0753293,0.435342,-0.0448329,0.059823,0.434098,-0.0751252,-0.102248,0.430592,0.115431,-0.147427,0.433858,0.0156905,-0.0457073,0.609781
1540478221.10862,1.058,-80,2.074,-82,0.611,-80,1.077,-80,1.629,-82,2.065,-81,1.681,-81,1.245,-80,0.0484692,0.0759545,0.435144,-0.0382375,0.0604963,0.434153,-0.0684147,-0.101266,0.431068,0.121705,-0.146799,0.434243,0.0222807,-0.0442314,0.610082
1540478221.15864,1.072,-80,2.083,-82,0.606,-80,1.086,-80,1.61,-82,2.074,-83,1.699,-84,1.203,-83,0.0552829,0.0761402,0.435189,-0.0318613,0.0605878,0.434099,-0.062584,-0.101506,0.431661,0.127869,-0.146872,0.434924,0.028988,-0.043858,0.610011
1540478221.20863,1.049,-81,2.087,-82,0.564,-80,1.039,-82,1.634,-83,2.055,-81,1.681,-81,1.236,-82,0.0625547,0.074673,0.435206,-0.0241612,0.0590709,0.434168,-0.0540855,-0.10307,0.431623,0.136372,-0.147762,0.434804,0.0368397,-0.0452657,0.610398
1540478221.25864,1.034,-80,2.079,-82,0.62,-80,1.02,-80,1.634,-83,2.088,-84,1.704,-81,1.282,-80,0.0677613,0.0734072,0.435207,-0.0194867,0.0569208,0.434239,-0.0470089,-0.105727,0.431801,0.143399,-0.148556,0.434814,0.0432868,-0.0469184,0.610238
1540478221.30863,1.067,-80,2.065,-82,0.62,-80,1.02,-80,1.582,-81,2.065,-81,1.685,-81,1.264,-80,0.072141,0.0713751,0.435192,-0.0145129,0.0524967,0.434196,-0.0382131,-0.111047,0.431328,0.153185,-0.149231,0.434701,0.0505549,-0.0497041,0.610162
1540478221.35866,1.067,-80,2.069,-84,0.583,-80,1.02,-81,1.624,-80,2.05,-81,1.643,-82,1.292,-80,0.0774785,0.071298,0.43502,-0.00872363,0.0510023,0.434114,-0.030177,-0.112554,0.431516,0.162387,-0.14745,0.435129,0.0573522,-0.0503696,0.610589
1540478221.40864,1.058,-80,2.092,-82,0.597,-80,0.974,-80,1.587,-80,2.046,-81,1.69,-81,1.297,-81,0.0830465,0.0710771,0.435058,-0.00311527,0.0490338,0.433753,-0.0219928,-0.114941,0.431428,0.171749,-0.146008,0.435127,0.0643497,-0.0506807,0.61029
1540478221.45871,1.063,-80,2.092,-82,0.554,-81,0.997,-80,1.582,-80,2.032,-82,1.643,-81,1.306,-80,0.0883027,0.0702145,0.434969,0.00245949,0.0464161,0.433875,-0.013137,-0.117783,0.431746,0.181024,-0.14525,0.435194,0.0726054,-0.0519231,0.610481
1540478221.50866,1.114,-80,2.153,-85,0.587,-81,1.034,-84,1.563,-82,2.046,-83,1.666,-81,1.292,-80,0.0933981,0.0691061,0.435283,0.00801039,0.0435211,0.433877,-0.00371502,-0.121217,0.431626,0.19092,-0.144555,0.435133,0.0801179,-0.0534198,0.610344
1540478221.55864,1.086,-80,2.101,-82,0.63,-80,1.011,-80,1.596,-80,2.008,-82,1.615,-85,1.32,-80,0.0987218,0.0680231,0.435049,0.0135099,0.040787,0.434221,0.00472621,-0.123713,0.431488,0.199524,-0.144004,0.435368,0.087408,-0.0546092,0.610388
1540478221.60863,1.114,-80,2.101,-83,0.625,-79,0.964,-80,1.544,-80,2.036,-83,1.657,-81,1.325,-81,0.104142,0.0680698,0.434921,0.0196171,0.0398267,0.434151,0.0132664,-0.125091,0.431726,0.208629,-0.141905,0.435286,0.0951467,-0.0544748,0.610695
1540478221.65864,1.118,-80,2.092,-81,0.634,-80,0.988,-80,1.516,-80,1.999,-82,1.666,-81,1.353,-80,0.109118,0.0679443,0.435023,0.025752,0.0383109,0.434069,0.0225835,-0.126578,0.432263,0.21785,-0.139888,0.435525,0.102788,-0.0544345,0.61073
1540478221.70864,1.105,-80,2.13,-82,0.656,-80,0.988,-80,1.53,-83,2.018,-82,1.657,-81,1.311,-81,0.114487,0.068134,0.434964,0.0316393,0.0365244,0.43418,0.0316869,-0.128482,0.432587,0.227352,-0.137663,0.435557,0.111295,-0.0540601,0.610838
1540478221.75872,1.146,-80,2.195,-84,0.646,-79,1.006,-83,1.474,-80,1.98,-83,1.61,-81,1.334,-83,0.120483,0.0676731,0.43506,0.0381332,0.0340488,0.434534,0.0418993,-0.130838,0.432707,0.237667,-0.135643,0.435453,0.120113,-0.0557433,0.610864
1540478221.80868,1.207,-81,2.167,-81,0.651,-79,1.002,-81,1.469,-80,1.975,-82,1.638,-81,1.339,-80,0.126509,0.067233,0.435258,0.0448053,0.0322316,0.4347,0.0517113,-0.132853,0.432807,0.247827,-0.133644,0.43524,0.128173,-0.0556291,0.611026
1540478221.85864,1.146,-80,2.153,-81,0.712,-79,0.997,-82,1.474,-81,1.975,-82,1.657,-81,1.315,-81,0.133804,0.0678741,0.435165,0.0521969,0.0325918,0.434635,0.0598439,-0.132188,0.43279,0.255874,-0.13268,0.435342,0.136262,-0.0547677,0.610801
1540478221.90864,1.137,-81,2.153,-81,0.642,-79,0.978,-82,1.526,-80,1.985,-82,1.615,-81,1.348,-80,0.141044,0.068369,0.43524,0.0591237,0.0330772,0.434572,0.0660437,-0.131799,0.432975,0.262368,-0.132344,0.435298,0.142792,-0.0542452,0.610993
1540478221.95863,1.146,-80,2.153,-81,0.653,-79,0.964,-84,1.479,-81,2.032,-83,1.601,-84,1.352,-82,0.14765,0.0686439,0.434999,0.0662388,0.0334454,0.43479,0.0736523,-0.131633,0.433075,0.269771,-0.131566,0.435348,0.150133,-0.0542699,0.610736
1540478222.00863,1.207,-80,2.2,-81,0.703,-80,0.974,-83,1.469,-81,1.957,-82,1.634,-81,1.339,-80,0.153528,0.0690863,0.43525,0.0726104,0.0328951,0.434609,0.082093,-0.13203,0.433087,0.277906,-0.13005,0.435444,0.15714,-0.0534414,0.611068
1540478222.05864,1.179,-80,2.195,-81,0.675,-79,1.002,-81,1.432,-80,1.975,-82,1.61,-81,1.352,-81,0.159976,0.0698217,0.434945,0.0790472,0.0330317,0.434718,0.089929,-0.131592,0.43304,0.285653,-0.128283,0.43568,0.164269,-0.0527368,0.611152
1540478222.10866,1.207,-80,2.186,-82,0.698,-79,0.997,-81,1.469,-80,1.947,-83,1.638,-81,1.376,-80,0.167015,0.0710091,0.434795,0.0861088,0.0337307,0.434404,0.0973982,-0.131054,0.433307,0.293137,-0.126563,0.435709,0.171813,-0.0514216,0.611074
1540478222.15864,1.184,-80,2.172,-81,0.67,-79,1.02,-81,1.474,-79,1.938,-87,1.662,-81,1.394,-81,0.174427,0.0717258,0.43472,0.0933414,0.0337039,0.434863,0.105841,-0.130898,0.433492,0.301562,-0.125593,0.435549,0.180344,-0.0509477,0.611023
1540478222.2087,1.189,-82,2.172,-85,0.717,-79,1.067,-81,1.516,-79,1.896,-83,1.61,-82,1.38,-81,0.181565,0.0719898,0.434767,0.101457,0.0333179,0.434911,0.115168,-0.131294,0.433768,0.310861,-0.123959,0.43534,0.189414,-0.0501907,0.611227
1540478222.25864,1.217,-80,2.167,-81,0.721,-79,0.969,-81,1.427,-79,1.886,-85,1.624,-81,1.399,-81,0.18813,0.0722077,0.434626,0.108696,0.0332225,0.434965,0.123508,-0.131424,0.433884,0.319377,-0.122086,0.435377,0.19725,-0.0500589,0.61117
1540478222.30864,1.207,-83,2.214,-81,0.717,-79,0.964,-84,1.46,-80,1.919,-83,1.601,-81,1.352,-81,0.196341,0.073563,0.435015,0.1163,0.0337958,0.435282,0.132602,-0.130587,0.434115,0.328213,-0.120567,0.435426,0.206363,-0.0484653,0.611222
1540478222.35864,1.217,-81,2.191,-82,0.726,-79,0.955,-84,1.399,-79,1.877,-84,1.596,-82,0,0,0.202967,0.0743649,0.434584,0.123651,0.034506,0.434921,0.139932,-0.129779,0.434277,0.335856,-0.11877,0.435188,0.213637,-0.0473763,0.611289
1540478222.40868,1.268,-80,2.2,-82,0.764,-78,0.997,-86,1.423,-82,0,0,1.657,-81,1.408,-81,0.209527,0.0752709,0.434577,0.129932,0.0348385,0.434968,0.147649,-0.129189,0.434078,0.343094,-0.117515,0.435271,0.220298,-0.0464788,0.611462
1540478222.45863,1.25,-82,2.209,-82,0.731,-79,1.161,-81,1.432,-79,1.868,-84,1.624,-81,1.408,-81,0.215727,0.0759708,0.434434,0.136726,0.035013,0.434731,0.155747,-0.129482,0.434129,0.350891,-0.115936,0.435471,0.227692,-0.0459749,0.611113
1540478222.50863,1.226,-81,2.233,-81,0.736,-78,1.221,-82,1.39,-80,1.844,-84,1.596,-81,1.39,-81,0.221635,0.0765366,0.434197,0.142644,0.0349646,0.434811,0.162228,-0.128445,0.434119,0.35772,-0.114817,0.435214,0.233656,-0.0448448,0.611472
1540478222.55864,1.226,-82,2.27,-82,0.731,-79,1.25,-82,1.376,-80,1.868,-84,1.596,-80,1.385,-83,0.229449,0.0775441,0.434329,0.150928,0.0358614,0.434963,0.171501,-0.127913,0.434338,0.367147,-0.112133,0.435132,0.242936,-0.0438776,0.611365
1540478222.60864,1.278,-81,2.237,-82,0.726,-79,1.264,-81,1.376,-80,1.845,-83,1.615,-80,1.38,-82,0.236891,0.0790483,0.434104,0.158337,0.0362374,0.435084,0.180795,-0.127668,0.434812,0.375861,-0.110053,0.435351,0.251537,-0.0412802,0.611166
1540478222.65864,1.329,-83,2.275,-85,0.717,-78,1.259,-82,1.362,-80,1.844,-83,1.643,-80,1.408,-83,0.243926,0.080204,0.434186,0.1659,0.0373421,0.43509,0.188931,-0.126871,0.434598,0.383732,-0.10821,0.435233,0.259404,-0.0408742,0.611333
1540478222.70864,1.301,-81,2.266,-81,0.707,-79,1.264,-84,1.353,-80,1.863,-82,1.596,-80,1.39,-82,0.249993,0.0809463,0.434134,0.172185,0.0377772,0.435162,0.196148,-0.126171,0.434972,0.390573,-0.107047,0.435187,0.266173,-0.0393115,0.611151
1540478222.7587,1.306,-81,2.27,-82,0.848,-78,1.236,-83,1.362,-81,1.877,-82,1.61,-80,1.394,-82,0.258132,0.0828466,0.433896,0.180121,0.0400176,0.43476,0.20327,-0.124115,0.434921,0.398235,-0.105243,0.435153,0.27333,-0.0376081,0.610953
1540478222.8087,1.273,-82,2.261,-83,0.787,-79,1.072,-83,1.301,-80,1.863,-84,1.549,-81,1.408,-82,0.264116,0.0844133,0.433683,0.186459,0.0420803,0.434595,0.208327,-0.121579,0.434543,0.403367,-0.104266,0.435479,0.279007,-0.0358334,0.611138
