rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1549647511060625111,,522727,,1549647511,60305902,"""world""",,,1.84437036514,-1.39576399326,0.567551374435,,0.00167735200375,-0.0111345332116,-0.721619606018,-0.692198216915
1549647511067222410,,522728,,1549647511,60337325,"""world""",,,1.84435617924,-1.39577281475,0.567565083504,,0.0016055611195,-0.0110792871565,-0.721634030342,-0.692184329033
1549647511071245771,,522729,,1549647511,69689234,"""world""",,,1.8443582058,-1.39576148987,0.567578315735,,0.00160864368081,-0.0112837133929,-0.721626520157,-0.692188858986
1549647511080059076,,522730,,1549647511,79966046,"""world""",,,1.84434187412,-1.39574825764,0.56758838892,,0.00170490145683,-0.0115359611809,-0.721440374851,-0.692378401756
1549647511090347937,,522731,,1549647511,90239676,"""world""",,,1.84435427189,-1.39576125145,0.567565202713,,0.00165766128339,-0.0112094320357,-0.721667289734,-0.692147374153
1549647511100659643,,522732,,1549647511,100514237,"""world""",,,1.84435379505,-1.39577066898,0.567550301552,,0.00168899842538,-0.0111215384677,-0.721713840961,-0.692100226879
1549647511109932954,,522733,,1549647511,109785589,"""world""",,,1.84435677528,-1.39579236507,0.56756311655,,0.0017120577395,-0.0111888898537,-0.721792161465,-0.692017436028
1549647511109949449,,522734,,1549647511,109797901,"""world""",,,1.84435665607,-1.39577817917,0.567564845085,,0.00174893066287,-0.0111724706367,-0.721726834774,-0.692085683346
1549647511120127329,,522735,,1549647511,120022860,"""world""",,,1.84436547756,-1.39579379559,0.567567527294,,0.00171712355223,-0.0112007185817,-0.721830666065,-0.691976964474
1549647511130378250,,522736,,1549647511,130271491,"""world""",,,1.84435772896,-1.39578962326,0.567575871944,,0.00170773162972,-0.011150283739,-0.721745014191,-0.692067205906
1549647511140585626,,522737,,1549647511,140484197,"""world""",,,1.84437584877,-1.39579546452,0.56760430336,,0.0016910249833,-0.0112543925643,-0.721774220467,-0.692035138607
1549647511149832394,,522738,,1549647511,149694135,"""world""",,,1.84435594082,-1.39580011368,0.567589700222,,0.00171810796019,-0.0111670773476,-0.721713781357,-0.692099392414
1549647511160031910,,522739,,1549647511,159872325,"""world""",,,1.84435141087,-1.39579367638,0.567590534687,,0.00178829568904,-0.0113065633923,-0.721729576588,-0.692080497742
1549647511160054130,,522740,,1549647511,159884733,"""world""",,,1.84435391426,-1.3957426548,0.567752242088,,0.00215368089266,-0.0124809080735,-0.721206724644,-0.692604124546
1549647511170198144,,522741,,1549647511,170061388,"""world""",,,1.84434580803,-1.39580309391,0.567588686943,,0.0017999712145,-0.0112350471318,-0.721750676632,-0.692059636116
1549647511180460607,,522742,,1549647511,180250216,"""world""",,,1.84433495998,-1.39580214024,0.567602872849,,0.00173103448469,-0.0112553639337,-0.721755802631,-0.692054212093
1549647511190663910,,522743,,1549647511,190501371,"""world""",,,1.84433877468,-1.39577281475,0.567595720291,,0.00172370090149,-0.0112424017861,-0.721720278263,-0.692091405392
1549647511200012464,,522744,,1549647511,199877418,"""world""",,,1.84433567524,-1.39572608471,0.56773597002,,0.00208192504942,-0.0124070607126,-0.721164941788,-0.692649126053
1549647511210411609,,522745,,1549647511,210183926,"""world""",,,1.84435343742,-1.39577972889,0.567591190338,,0.00165392330382,-0.0112632345408,-0.721743345261,-0.692067265511
1549647511220619900,,522746,,1549647511,220439019,"""world""",,,1.84435367584,-1.39579188824,0.567584753036,,0.0016740586143,-0.01122273691,-0.721653223038,-0.692161798477
1549647511220643305,,522747,,1549647511,220458923,"""world""",,,1.84435200691,-1.39573025703,0.567737162113,,0.00205924455076,-0.0125199435279,-0.721180379391,-0.69263112545
1549647511229970544,,522748,,1549647511,229763841,"""world""",,,1.84436249733,-1.3957105875,0.567736506462,,0.00204257946461,-0.012483288534,-0.721123456955,-0.692691206932
1549647511240175809,,522749,,1549647511,239996834,"""world""",,,1.8443365097,-1.3957337141,0.567723155022,,0.00209589046426,-0.0124238580465,-0.721213936806,-0.692597806454
1549647511250560308,,522750,,1549647511,250310607,"""world""",,,1.84434378147,-1.39577639103,0.567566394806,,0.00172299821861,-0.0111689865589,-0.721596360207,-0.692221879959
1549647511260782433,,522751,,1549647511,260558825,"""world""",,,1.84434294701,-1.39577138424,0.567599356174,,0.00171551655512,-0.0115038324147,-0.721452057362,-0.692366778851
1549647511260903156,,522752,,1549647511,260587331,"""world""",,,1.84434139729,-1.39578270912,0.567591488361,,0.00165127962828,-0.0115252612159,-0.721435248852,-0.692383944988
1549647511270076647,,522753,,1549647511,269855741,"""world""",,,1.84433400631,-1.39577662945,0.567587971687,,0.00169469218235,-0.0115676578134,-0.721478581429,-0.692338109016
1549647511280322833,,522754,,1549647511,280113125,"""world""",,,1.84434819221,-1.39577293396,0.567603468895,,0.00177882891148,-0.0116313854232,-0.721474766731,-0.692340791225
1549647511290585152,,522755,,1549647511,290363007,"""world""",,,1.84435749054,-1.39579308033,0.567579805851,,0.00167747878004,-0.011359244585,-0.721593737602,-0.692221581936
1549647511299804112,,522756,,1549647511,299564507,"""world""",,,1.844373703,-1.39580011368,0.567578732967,,0.00175265385769,-0.0113784531131,-0.721703112125,-0.692107021809
1549647511310361665,,522757,,1549647511,310086853,"""world""",,,1.84436655045,-1.39580154419,0.567593514919,,0.00179115857463,-0.0117072118446,-0.721507847309,-0.692305028439
1549647511310388534,,522758,,1549647511,310107509,"""world""",,,1.84436047077,-1.39572179317,0.567725121975,,0.00211764057167,-0.0124925328419,-0.721083879471,-0.692731976509
1549647511320543553,,522759,,1549647511,320346900,"""world""",,,1.84437870979,-1.39571857452,0.567714750767,,0.0020523481071,-0.0125052658841,-0.721087396145,-0.692728221416
1549647511329732066,,522760,,1549647511,329509664,"""world""",,,1.84438252449,-1.39575576782,0.567605912685,,0.00174454541411,-0.011619284749,-0.721380889416,-0.692438900471
1549647511339932591,,522761,,1549647511,339771950,"""world""",,,1.84436821938,-1.39578640461,0.567570328712,,0.00169395015109,-0.0112414741889,-0.721693634987,-0.692119300365
1549647511350942918,,522762,,1549647511,350718690,"""world""",,,1.84438335896,-1.39576399326,0.567602515221,,0.00174813368358,-0.0116447042674,-0.721459329128,-0.692356705666
1549647511360415177,,522763,,1549647511,360206302,"""world""",,,1.84437632561,-1.39576923847,0.567576110363,,0.00172899290919,-0.0112562207505,-0.721608221531,-0.692208051682
1549647511360440073,,522764,,1549647511,360227651,"""world""",,,1.84437000751,-1.39576864243,0.567604482174,,0.0017030731542,-0.0116310827434,-0.721434652805,-0.692382752895
1549647511370814123,,522765,,1549647511,370562405,"""world""",,,1.84436786175,-1.39577138424,0.567603111267,,0.00173047615681,-0.0116681139916,-0.721368849277,-0.69245070219
1549647511379998388,,522766,,1549647511,379804800,"""world""",,,1.84437060356,-1.39576673508,0.567591786385,,0.00182892591693,-0.011663287878,-0.72139185667,-0.692426562309
1549647511390317271,,522767,,1549647511,390062530,"""world""",,,1.84435582161,-1.39578378201,0.567567586899,,0.00180603039917,-0.011301940307,-0.721612632275,-0.692202448845
1549647511400536151,,522768,,1549647511,400310376,"""world""",,,1.84435892105,-1.39577949047,0.567597925663,,0.00185702519957,-0.0116123808548,-0.721435248852,-0.69238203764
1549647511410748517,,522769,,1549647511,410532356,"""world""",,,1.84437739849,-1.39578723907,0.567556619644,,0.00172268156894,-0.0111880945042,-0.721519589424,-0.692301511765
