,R1,R2,R3,R4,R5,R6,R7,R8,X_M5,Y_M5,Z_M5
41,0.955,1.994,0.698,1.325,1.788,2.12,1.709,1.11,-0.0911438,-0.0155885,0.6927949999999999
42,0.974,2.041,0.6459999999999999,1.358,1.798,2.172,1.69,1.118,-0.0847414,-0.017350099999999997,0.6927859999999999
43,0.983,2.032,0.66,1.325,1.821,2.153,1.713,1.175,-0.07803969999999999,-0.0185666,0.6927169999999999
44,0.988,2.036,0.66,1.175,1.765,2.13,1.69,1.118,-0.071117,-0.01976,0.692764
45,0.974,2.055,0.6459999999999999,1.151,1.76,2.111,1.695,1.198,-0.0632818,-0.0208484,0.692406
46,1.002,2.06,0.634,1.1840000000000002,1.713,2.111,1.699,1.128,-0.0559837,-0.022339,0.692445
47,1.016,2.041,0.634,1.161,1.723,2.111,1.681,1.189,-0.0496103,-0.0242128,0.692622
48,1.067,2.092,0.615,1.142,1.699,2.101,1.699,1.207,-0.047629000000000005,-0.0245382,0.69251
49,1.02,2.06,0.634,1.114,1.709,2.101,1.681,1.207,-0.0367931,-0.028067,0.692557
50,1.002,2.041,0.5870000000000001,1.137,1.704,2.125,1.699,1.179,-0.031092,-0.0301875,0.692225
51,1.006,2.079,0.578,1.128,1.746,2.087,1.727,1.221,-0.0239742,-0.0347439,0.692193
52,1.03,2.092,0.606,1.161,1.709,2.111,1.704,1.226,-0.017839700000000003,-0.0385185,0.6924109999999999
53,1.0490000000000002,2.074,0.583,1.128,1.681,2.069,1.704,1.221,-0.0110303,-0.0404833,0.692444
54,1.025,2.06,0.611,1.11,1.681,2.06,1.695,1.198,-0.00409717,-0.0422049,0.692639
55,1.011,2.079,0.615,1.132,1.69,2.083,1.685,1.217,0.00194243,-0.0437784,0.692402
56,1.053,2.046,0.578,1.072,1.634,2.088,1.695,1.245,0.00953813,-0.046159500000000006,0.692394
57,1.105,2.115,0.583,1.119,1.662,2.088,1.685,1.254,0.0156905,-0.045707300000000006,0.692781
58,1.058,2.074,0.611,1.077,1.629,2.065,1.681,1.245,0.0222807,-0.0442314,0.693082
59,1.072,2.083,0.606,1.086,1.61,2.074,1.699,1.203,0.028988,-0.043858,0.6930109999999999
60,1.0490000000000002,2.087,0.564,1.039,1.634,2.055,1.681,1.236,0.0368397,-0.0452657,0.693398
61,1.034,2.079,0.62,1.02,1.634,2.088,1.704,1.2819999999999998,0.043286800000000014,-0.046918400000000006,0.693238
62,1.067,2.065,0.62,1.02,1.582,2.065,1.685,1.264,0.050554900000000014,-0.0497041,0.693162
63,1.067,2.069,0.583,1.02,1.624,2.05,1.643,1.2919999999999998,0.057352199999999985,-0.0503696,0.693589
64,1.058,2.092,0.597,0.974,1.587,2.046,1.69,1.297,0.0643497,-0.0506807,0.69329
65,1.063,2.092,0.5539999999999999,0.997,1.582,2.032,1.643,1.306,0.0726054,-0.0519231,0.693481
66,1.114,2.153,0.5870000000000001,1.034,1.5630000000000002,2.046,1.666,1.2919999999999998,0.08011789999999999,-0.0534198,0.693344
67,1.086,2.101,0.63,1.011,1.596,2.008,1.615,1.32,0.087408,-0.0546092,0.693388
68,1.114,2.101,0.625,0.964,1.544,2.036,1.6569999999999998,1.325,0.0951467,-0.0544748,0.693695
69,1.118,2.092,0.634,0.988,1.516,1.999,1.666,1.3530000000000002,0.102788,-0.0544345,0.69373
70,1.105,2.13,0.6559999999999999,0.988,1.53,2.018,1.6569999999999998,1.311,0.111295,-0.0540601,0.693838
71,1.146,2.195,0.6459999999999999,1.006,1.474,1.98,1.61,1.334,0.120113,-0.0557433,0.693864
72,1.207,2.167,0.6509999999999999,1.002,1.469,1.975,1.638,1.339,0.128173,-0.0556291,0.694026
73,1.146,2.153,0.7120000000000001,0.997,1.474,1.975,1.6569999999999998,1.315,0.136262,-0.0547677,0.693801
74,1.137,2.153,0.642,0.978,1.526,1.985,1.615,1.348,0.142792,-0.0542452,0.693993
75,1.146,2.153,0.653,0.964,1.479,2.032,1.601,1.352,0.150133,-0.05426990000000001,0.6937359999999999
76,1.207,2.2,0.703,0.974,1.469,1.957,1.634,1.339,0.15714,-0.0534414,0.694068
77,1.179,2.195,0.675,1.002,1.432,1.975,1.61,1.352,0.164269,-0.052736800000000014,0.694152
78,1.207,2.186,0.698,0.997,1.469,1.947,1.638,1.376,0.17181300000000002,-0.0514216,0.694074
79,1.1840000000000002,2.172,0.67,1.02,1.474,1.938,1.662,1.394,0.180344,-0.0509477,0.694023
80,1.189,2.172,0.7170000000000001,1.067,1.516,1.896,1.61,1.38,0.189414,-0.0501907,0.694227
81,1.217,2.167,0.721,0.969,1.4269999999999998,1.886,1.624,1.399,0.19725,-0.0500589,0.69417
82,1.207,2.214,0.7170000000000001,0.964,1.46,1.919,1.601,1.352,0.206363,-0.0484653,0.694222
83,1.217,2.191,0.726,0.955,1.399,1.877,1.596,0.0,0.213637,-0.0473763,0.694289
84,1.268,2.2,0.764,0.997,1.423,0.0,1.6569999999999998,1.408,0.220298,-0.0464788,0.6944619999999999
85,1.25,2.209,0.731,1.161,1.432,1.868,1.624,1.408,0.227692,-0.0459749,0.694113
86,1.226,2.233,0.736,1.221,1.39,1.844,1.596,1.39,0.233656,-0.0448448,0.694472
87,1.226,2.27,0.731,1.25,1.376,1.868,1.596,1.385,0.242936,-0.0438776,0.6943649999999999
88,1.278,2.237,0.726,1.264,1.376,1.845,1.615,1.38,0.251537,-0.0412802,0.694166
89,1.329,2.275,0.7170000000000001,1.259,1.362,1.844,1.643,1.408,0.259404,-0.0408742,0.694333
90,1.301,2.266,0.7070000000000001,1.264,1.3530000000000002,1.863,1.596,1.39,0.266173,-0.0393115,0.694151
91,1.306,2.27,0.848,1.236,1.362,1.877,1.61,1.394,0.27333,-0.0376081,0.6939529999999999
92,1.273,2.261,0.787,1.072,1.301,1.863,1.5490000000000002,1.408,0.279007,-0.0358334,0.6941379999999999
93,1.287,2.2840000000000003,0.778,0.792,1.325,1.831,1.605,1.469,0.286298,-0.034271699999999995,0.694122
94,1.306,2.27,0.74,0.778,1.315,1.868,1.596,1.4409999999999998,0.293792,-0.0326681,0.693942
95,1.315,2.294,0.8109999999999999,0.782,1.315,1.831,1.615,1.404,0.300563,-0.0321476,0.693692
96,1.348,2.322,0.82,0.754,1.315,1.817,1.61,1.432,0.308525,-0.030224200000000007,0.6938369999999999
97,1.325,2.331,0.8009999999999999,1.053,1.297,1.807,1.587,1.432,0.316368,-0.0287486,0.694
98,1.3430000000000002,2.3080000000000003,0.797,0.7170000000000001,1.329,1.807,1.596,1.465,0.323322,-0.027906200000000003,0.6941419999999999
99,1.315,2.35,0.75,0.0,1.334,1.812,1.605,1.4509999999999998,0.330014,-0.026929900000000003,0.69387
100,1.32,2.359,0.87,1.1,1.297,1.835,1.601,1.413,0.33691,-0.0254685,0.6937279999999999
101,1.358,2.355,0.759,1.114,1.2919999999999998,1.802,1.634,1.413,0.343964,-0.024901,0.6938819999999999
102,1.348,2.397,0.745,1.2819999999999998,1.287,1.798,1.591,1.479,0.350883,-0.0241256,0.693684
103,1.362,2.411,0.853,1.376,1.301,1.756,1.5590000000000002,1.479,0.358685,-0.0227182,0.6938789999999999
104,1.357,2.331,0.843,1.357,1.32,1.751,1.61,1.446,0.366699,-0.0218599,0.693812
105,1.357,2.392,0.792,1.38,1.273,1.802,1.629,1.4880000000000002,0.373841,-0.0204146,0.693705
106,1.357,2.336,0.778,1.091,1.311,1.812,1.54,1.4509999999999998,0.380006,-0.0206223,0.693745
107,1.394,2.388,0.787,1.11,1.315,1.807,1.5590000000000002,1.46,0.38652,-0.0196505,0.69366
108,1.418,2.397,0.875,1.128,1.315,1.737,1.535,1.474,0.393716,-0.0187629,0.693803
109,1.39,2.397,0.857,1.1,1.264,1.77,1.521,1.507,0.40153,-0.0175331,0.693583
110,1.38,2.434,0.8340000000000001,1.11,1.24,1.695,1.526,1.53,0.410027,-0.016252799999999998,0.6939399999999999
111,1.39,2.397,0.872,1.077,1.264,1.681,1.53,1.53,0.417131,-0.0150555,0.69376
112,1.4369999999999998,2.406,0.889,1.114,1.2919999999999998,1.704,1.596,1.54,0.423348,-0.0141066,0.6937329999999999
113,1.413,2.448,0.8859999999999999,1.091,1.268,1.7180000000000002,1.582,1.4880000000000002,0.430145,-0.0133485,0.693843
114,1.385,2.392,0.88,1.053,1.254,1.723,1.5590000000000002,1.521,0.4392970000000001,-0.011763,0.693985
115,1.432,2.383,0.95,0.974,1.24,1.699,1.5019999999999998,1.5019999999999998,0.447628,-0.0106669,0.6939859999999999
116,1.413,2.388,0.908,0.964,1.25,1.699,1.54,1.526,0.454607,-0.00944833,0.693981
117,1.4369999999999998,2.369,0.894,0.969,1.231,1.648,1.535,1.535,0.460523,-0.00821347,0.693803
118,1.4409999999999998,2.406,0.875,0.969,1.268,1.704,1.5019999999999998,1.5590000000000002,0.467875,-0.00723178,0.694197
119,1.4269999999999998,2.373,0.87,0.959,1.236,1.671,1.516,1.5490000000000002,0.475065,-0.00705933,0.69382
120,1.493,2.406,0.87,0.931,1.226,1.681,1.493,1.544,0.482183,-0.00592383,0.6934359999999999
121,1.432,2.392,0.875,0.95,1.203,1.648,1.5490000000000002,1.54,0.489532,-0.00557352,0.693684
122,1.46,2.439,0.894,0.95,1.264,1.652,1.5119999999999998,1.5590000000000002,0.497979,-0.00434505,0.69363
123,1.479,2.406,0.8809999999999999,0.95,1.1840000000000002,1.624,1.5019999999999998,1.568,0.505797,-0.00361108,0.693583
124,1.474,2.397,0.889,0.959,1.231,1.652,1.53,1.577,0.5133850000000001,-0.00274983,0.693646
125,1.484,2.425,0.945,0.913,1.198,1.648,1.554,1.596,0.519832,-0.00188556,0.693746
126,1.521,2.486,0.955,0.95,1.212,1.652,1.54,1.624,0.528433,-0.000990226,0.693591
127,1.516,2.477,0.913,0.913,1.151,1.5730000000000002,1.446,1.582,0.5363479999999999,-0.00085259,0.693587
128,1.516,2.519,0.903,0.941,1.142,1.596,1.5119999999999998,1.601,0.542988,0.000550073,0.693406
129,1.5119999999999998,2.486,0.964,0.913,1.17,1.5630000000000002,1.535,1.62,0.5509109999999999,0.00228802,0.6932029999999999
130,1.535,2.528,0.964,0.913,1.128,1.5490000000000002,1.479,1.624,0.5575289999999999,0.00215791,0.69334
131,1.53,2.519,0.936,0.889,1.142,1.582,1.5019999999999998,1.648,0.565285,0.00256949,0.6932109999999999
132,1.493,2.5380000000000003,0.936,0.898,1.156,1.5730000000000002,1.4880000000000002,1.62,0.572094,0.00298968,0.6933079999999999
133,1.53,2.57,0.955,0.913,1.151,1.577,1.479,1.624,0.578635,0.00525345,0.692847
134,1.5019999999999998,2.584,0.992,0.884,1.151,1.54,1.479,1.671,0.5860479999999999,0.00557207,0.692823
135,1.5590000000000002,2.65,1.002,0.894,1.198,1.554,1.4980000000000002,1.671,0.592855,0.00594809,0.692916
136,1.5490000000000002,2.607,1.081,0.927,1.118,1.535,1.4880000000000002,1.666,0.5996520000000001,0.00668408,0.693229
137,1.53,2.5980000000000003,1.123,0.903,1.123,1.554,1.479,1.671,0.6070760000000001,0.00725421,0.692557
138,1.521,2.607,1.091,0.898,1.128,1.5119999999999998,1.474,1.666,0.613746,0.00785321,0.692749
139,1.587,2.5980000000000003,1.095,0.875,1.137,1.568,1.554,1.666,0.6212479999999999,0.00824612,0.6928759999999999
140,1.568,2.617,1.095,0.8809999999999999,1.11,1.507,1.526,1.681,0.628864,0.00986923,0.6927369999999999
141,1.601,2.5980000000000003,1.044,0.913,1.114,1.535,1.4980000000000002,0.0,0.635717,0.0110695,0.6930189999999999
142,1.605,2.6260000000000003,1.077,0.875,1.105,1.535,1.484,1.704,0.642353,0.0114277,0.692921
143,1.591,2.617,1.081,0.87,1.11,1.5119999999999998,1.507,1.681,0.649953,0.0123961,0.692975
144,1.596,2.668,1.123,0.8759999999999999,1.137,1.516,1.46,1.713,0.657483,0.0139429,0.6924669999999999
145,1.624,2.65,1.072,0.898,1.119,1.4980000000000002,1.4880000000000002,1.751,0.6655,0.0147488,0.6922459999999999
146,1.591,2.64,1.0490000000000002,0.843,1.119,1.5019999999999998,1.469,1.7180000000000002,0.673359,0.0152913,0.6921029999999999
147,1.662,2.65,1.086,0.867,1.123,1.4880000000000002,1.474,1.723,0.680757,0.0155061,0.692029
148,1.6569999999999998,2.617,1.1,0.8809999999999999,1.128,1.4980000000000002,1.535,1.779,0.68765,0.0182042,0.692406
149,1.685,2.603,1.063,0.857,1.137,1.516,1.484,1.756,0.696292,0.017180900000000002,0.692531
150,1.662,2.65,1.044,0.8109999999999999,1.086,1.474,1.507,1.737,0.703968,0.0180387,0.692913
151,1.648,2.575,1.0490000000000002,0.848,1.072,1.465,1.484,1.723,0.7107899999999999,0.0188356,0.693078
152,1.652,2.579,1.063,0.8290000000000001,1.1,1.474,1.4980000000000002,1.76,0.718007,0.0209796,0.6928329999999999
153,1.6569999999999998,2.6260000000000003,1.091,0.8340000000000001,1.123,1.474,1.507,1.784,0.725028,0.0210108,0.6926739999999999
154,1.666,2.575,1.081,0.768,1.081,1.46,1.479,1.788,0.732478,0.0220376,0.6927719999999999
155,1.685,2.575,1.091,0.815,1.067,1.423,1.521,1.793,0.740456,0.0232309,0.6930149999999999
156,1.685,2.57,1.105,0.731,1.063,1.432,1.521,1.788,0.74739,0.0235133,0.6927369999999999
157,1.666,2.575,1.11,0.82,1.067,1.408,1.5019999999999998,1.817,0.753953,0.0246216,0.692913
158,1.695,2.584,1.142,0.815,1.091,1.46,1.507,1.788,0.760285,0.0258605,0.692739
159,1.704,2.612,1.128,0.745,1.095,1.4269999999999998,1.5019999999999998,1.802,0.767937,0.0275384,0.6921949999999999
160,1.7180000000000002,2.654,1.132,0.8059999999999999,1.044,1.4269999999999998,1.4980000000000002,1.821,0.774439,0.0266976,0.6925819999999999
161,1.732,2.664,1.142,0.773,1.086,1.394,1.4880000000000002,1.802,0.782621,0.028160400000000006,0.6927169999999999
162,1.741,2.668,1.151,0.75,1.067,1.408,1.484,1.821,0.789933,0.030471,0.6919989999999999
163,1.765,2.687,1.11,0.75,1.03,1.399,1.4880000000000002,1.802,0.797793,0.0303023,0.6922999999999999
164,1.765,2.725,1.123,0.797,1.034,1.38,1.53,1.845,0.8062600000000001,0.030141900000000006,0.692622
165,1.77,2.7060000000000004,1.175,0.736,1.0490000000000002,1.413,1.5019999999999998,1.844,0.81477,0.0311692,0.693317
166,1.779,2.7430000000000003,1.165,0.74,1.016,1.325,1.5630000000000002,1.868,0.822327,0.032347900000000006,0.6933649999999999
167,1.798,2.795,1.161,0.8009999999999999,1.114,1.404,1.521,1.817,0.830124,0.035494800000000014,0.692676
168,1.774,2.8,1.142,0.782,1.0490000000000002,1.3530000000000002,1.4980000000000002,1.849,0.8392290000000001,0.0350857,0.6932029999999999
169,1.793,2.804,1.161,0.764,1.03,1.352,1.5019999999999998,1.853,0.848096,0.0363211,0.6930939999999999
170,1.774,2.804,1.119,0.764,1.053,1.348,1.53,1.849,0.8552790000000001,0.0378214,0.6931539999999999
171,1.798,2.827,1.175,0.8109999999999999,1.072,1.408,1.568,1.849,0.8642200000000001,0.0391047,0.693068
172,1.826,2.841,1.1840000000000002,0.759,1.025,1.348,1.5119999999999998,1.863,0.8726889999999999,0.0420265,0.6921479999999999
173,1.821,2.855,1.175,0.726,1.058,1.32,1.53,1.877,0.8835370000000001,0.0413014,0.6933509999999999
174,1.826,2.86,1.114,0.75,1.025,1.3430000000000002,1.507,1.872,0.895546,0.0438272,0.692928
175,1.821,2.855,1.179,0.754,1.063,1.325,1.526,1.868,0.903513,0.0445617,0.6928979999999999
176,1.886,0.0,1.203,0.736,1.072,1.339,1.5630000000000002,1.872,0.909572,0.0446937,0.692498
177,1.868,2.926,1.193,0.75,0.992,1.315,1.577,1.928,0.914657,0.0451384,0.692267
178,1.868,2.912,1.226,0.8109999999999999,1.034,1.32,1.526,1.877,0.919117,0.0453861,0.69241
179,1.849,2.874,1.236,0.768,1.067,1.325,1.5490000000000002,1.863,0.924063,0.0454658,0.6920439999999999
180,1.853,2.888,1.231,0.778,1.025,1.311,1.5490000000000002,1.872,0.928585,0.0468263,0.691557
181,1.882,2.93,1.212,0.745,1.039,1.352,1.535,1.914,0.93553,0.0475292,0.691638
182,1.882,2.893,1.273,0.778,1.053,1.273,1.544,1.919,0.943095,0.048136300000000014,0.6919909999999999
183,1.877,2.893,1.25,0.773,1.044,1.329,1.544,1.924,0.951156,0.0496472,0.6916689999999999
184,1.891,2.869,1.273,0.778,1.044,1.268,1.54,1.947,0.95778,0.0500518,0.691426
185,1.919,2.902,1.273,0.768,1.02,1.287,1.544,1.938,0.966352,0.0505135,0.6913189999999999
186,1.896,2.949,1.311,0.782,1.058,1.2819999999999998,1.5590000000000002,1.938,0.974415,0.0511694,0.6914069999999999
187,1.905,2.926,1.306,0.778,1.02,1.325,1.568,1.952,0.98215,0.0524255,0.6907719999999999
188,1.933,2.865,1.236,0.787,1.034,1.217,1.5490000000000002,1.947,0.991037,0.05370740000000001,0.6911069999999999
189,1.933,2.846,1.32,0.782,1.006,1.254,1.5490000000000002,1.985,0.99933,0.0549596,0.690692
190,1.924,2.818,1.3430000000000002,0.867,1.063,1.264,1.577,1.98,1.00801,0.0568166,0.690398
191,1.947,2.855,1.339,0.82,0.997,1.226,1.544,2.004,1.01701,0.05761709999999999,0.690326
192,1.919,2.832,1.287,0.8340000000000001,0.983,1.231,1.5490000000000002,1.989,1.02209,0.0590687,0.6903229999999999
193,1.952,2.846,1.315,0.862,1.044,1.231,1.544,1.961,1.0279,0.0608291,0.6901959999999999
194,1.957,2.855,1.3530000000000002,0.862,1.002,1.278,1.587,1.975,1.03464,0.0615131,0.690534
195,2.018,2.8510000000000004,1.348,0.0,1.077,1.221,1.5730000000000002,2.013,1.04446,0.060558,0.690531
196,1.971,2.837,1.297,0.867,0.997,1.24,1.544,2.004,1.05206,0.0607189,0.690009
197,1.989,2.837,1.357,0.8009999999999999,0.983,1.231,1.535,2.004,1.0587799999999998,0.0606486,0.690372
198,2.004,2.8510000000000004,1.39,0.862,1.081,1.217,1.5590000000000002,2.027,1.06479,0.0620559,0.690201
199,1.989,2.907,1.404,0.8759999999999999,1.063,1.268,1.582,1.994,1.07185,0.06388049999999999,0.690087
200,2.032,2.874,1.357,0.884,0.997,1.207,1.596,2.032,1.07901,0.06462180000000001,0.6900609999999999
201,2.018,2.94,1.358,0.8390000000000001,1.011,1.231,1.605,2.055,1.08618,0.065015,0.6900919999999999
202,1.989,2.944,1.399,0.872,1.011,1.207,1.62,2.046,1.09335,0.06512269999999999,0.689835
203,2.013,2.949,1.334,0.853,0.983,1.226,1.554,2.069,1.09933,0.06612389999999999,0.6897369999999999
204,2.083,2.963,1.413,0.8809999999999999,0.992,1.231,1.605,2.055,1.10709,0.06786139999999999,0.6896789999999999
205,2.074,2.9730000000000003,1.357,0.8859999999999999,1.006,1.25,1.61,2.041,1.11374,0.0683454,0.689603
206,2.083,2.9960000000000004,1.394,0.88,0.969,1.231,1.61,2.05,1.11937,0.0679813,0.6889939999999999
207,2.106,3.0010000000000003,1.39,0.8859999999999999,1.006,1.1840000000000002,1.605,2.065,1.12858,0.0707817,0.68941
208,2.079,3.029,1.399,0.853,0.992,1.193,1.587,2.092,1.1361,0.0717845,0.689384
209,2.083,3.0380000000000003,1.4509999999999998,0.8809999999999999,0.974,1.156,1.605,2.069,1.14437,0.0738084,0.689317
210,2.111,3.09,1.4980000000000002,0.857,1.002,1.1840000000000002,1.587,2.055,1.15121,0.07575239999999997,0.6894119999999999
211,2.106,3.071,1.465,0.87,1.044,1.217,1.582,2.074,1.15971,0.07795010000000001,0.689334
212,2.097,3.113,1.4980000000000002,0.87,0.969,1.1840000000000002,1.62,2.092,1.16751,0.0788632,0.690271
213,2.106,3.085,1.474,0.88,1.016,1.203,1.634,2.097,1.17371,0.0817761,0.6898359999999999
214,2.115,3.076,1.479,0.884,0.997,1.203,1.61,2.083,1.18055,0.083468,0.689968
215,2.111,3.095,1.474,0.936,1.03,1.217,1.615,2.101,1.18676,0.0853331,0.689815
216,2.125,3.095,1.5119999999999998,0.88,1.002,1.217,1.62,2.087,1.19428,0.0881953,0.6896199999999999
217,2.106,3.109,1.4880000000000002,0.945,0.997,1.193,1.605,2.092,1.20091,0.0913827,0.689376
218,2.153,3.109,1.568,0.898,1.02,1.212,1.615,2.087,1.20751,0.0946478,0.689442
219,2.115,3.174,1.507,0.969,1.039,1.198,1.605,2.083,1.21596,0.0977659,0.689545
220,2.148,3.151,1.516,0.969,1.006,1.207,1.615,2.083,1.2229,0.102451,0.68931
221,2.148,3.1460000000000004,1.568,0.931,1.02,1.179,1.596,2.087,1.2302799999999998,0.106476,0.68976
222,2.144,3.16,1.5590000000000002,0.983,1.002,1.245,1.605,2.074,1.23739,0.110622,0.689604
223,2.186,3.151,1.615,0.95,1.03,1.217,1.596,2.12,1.24466,0.115972,0.6894659999999999
224,2.209,3.141,1.591,0.997,1.025,1.175,1.587,2.087,1.25139,0.121582,0.6887989999999999
225,2.153,3.179,1.671,1.03,0.992,1.203,1.568,2.074,1.25954,0.124854,0.690033
226,2.2,3.156,1.624,0.992,1.02,1.161,1.61,2.087,1.26377,0.12763,0.6895689999999999
227,2.2,3.174,1.6569999999999998,1.025,1.016,1.207,1.577,2.092,1.26725,0.130557,0.6893109999999999
228,2.195,3.165,1.62,1.058,0.992,1.1840000000000002,1.554,2.101,1.27125,0.134274,0.6893729999999999
229,2.139,3.184,1.629,1.02,0.969,1.193,1.5490000000000002,2.106,1.27681,0.13994700000000002,0.6892069999999999
230,2.139,3.123,1.648,1.03,0.969,1.17,1.544,2.097,1.28231,0.147034,0.689305
231,2.111,3.17,1.713,1.081,0.964,1.301,0.0,2.153,1.28874,0.154559,0.689402
232,2.12,3.132,1.591,1.067,0.988,1.236,1.544,2.115,1.29474,0.161552,0.68965
233,2.083,3.123,1.582,1.072,0.964,1.226,1.544,2.172,1.29932,0.167574,0.689581
234,2.167,3.123,1.601,1.1,1.016,1.2819999999999998,1.54,2.115,1.3027799999999998,0.172752,0.6895149999999999
235,0.0,3.17,1.596,1.128,0.974,1.217,1.493,2.125,1.30548,0.176833,0.689395
236,2.176,3.16,1.591,1.146,0.969,1.297,1.577,2.186,1.30886,0.180358,0.689445
237,2.106,3.151,1.587,1.123,0.997,1.278,1.544,2.167,1.31155,0.185042,0.6890729999999999
238,2.065,3.141,1.629,1.161,0.95,1.329,1.544,2.139,1.31574,0.1922,0.689124
239,2.008,3.16,1.62,1.175,0.969,1.278,1.5019999999999998,2.158,1.3193700000000002,0.200092,0.689441
240,1.999,3.127,1.62,1.1840000000000002,0.997,1.278,1.5590000000000002,2.148,1.32221,0.20840100000000006,0.6893729999999999
241,2.018,3.156,1.634,1.179,1.016,0.0,1.53,2.144,1.32573,0.215342,0.689347
242,2.036,3.123,1.648,1.151,0.95,1.24,1.5730000000000002,2.158,1.329,0.221474,0.689398
