2.837,-87,2.818,-86,2.893,-85,2.935,-83
2.855,-86,2.869,-86,2.898,-84,2.921,-84
2.837,-86,2.888,-88,2.916,-87,2.94,-83
2.818,-87,2.841,-87,2.93,-85,2.935,-83
2.846,-88,2.822,-85,2.898,-84,2.935,-83
2.827,-87,2.883,-87,2.907,-88,2.94,-83
2.818,-90,2.865,-89,2.888,-87,2.949,-84
2.8,-87,2.883,-90,2.916,-85,2.935,-83
2.822,-86,2.841,-87,2.869,-84,2.944,-83
2.818,-86,2.837,-86,2.926,-84,2.935,-82
2.814,-91,2.874,-86,2.921,-84,2.949,-85
2.832,-87,2.865,-87,2.874,-84,2.949,-82
2.86,-87,2.855,-86,2.916,-84,2.912,-82
2.809,-90,2.86,-86,2.888,-84,2.959,-82
2.813,-91,2.841,-86,2.893,-84,2.935,-83
2.795,-88,2.874,-85,2.921,-86,2.94,-82
2.822,-88,2.879,-86,2.898,-84,2.949,-83
2.822,-88,2.846,-88,2.883,-84,2.959,-83
2.814,-87,2.841,-87,2.902,-87,2.94,-85
2.818,-87,2.86,-87,2.916,-84,2.921,-84
2.827,-87,2.841,-86,2.883,-84,2.949,-83
2.832,-87,2.832,-86,2.883,-84,2.94,-83
2.781,-88,2.837,-88,2.888,-86,2.94,-82
2.832,-88,2.837,-86,2.888,-84,2.935,-82
2.837,-87,2.855,-86,2.879,-84,2.916,-83
2.822,-88,2.874,-86,2.902,-84,2.93,-82
2.814,-91,2.888,-86,2.893,-84,2.954,-83
2.813,-88,2.827,-86,2.888,-85,2.921,-83
2.795,-87,2.865,-86,2.893,-84,2.94,-83
2.813,-87,2.869,-86,2.893,-85,2.926,-83
2.809,-87,2.874,-86,2.912,-86,2.954,-85
2.8,-86,2.855,-86,2.893,-84,2.93,-82
2.818,-86,2.855,-86,2.902,-84,2.926,-83
2.814,-86,2.865,-86,2.921,-85,2.94,-82
2.846,-86,2.818,-90,2.921,-85,2.944,-83
2.822,-87,2.846,-85,2.907,-85,2.944,-82
2.837,-87,2.851,-86,2.883,-84,2.912,-82
2.818,-87,2.827,-86,2.888,-83,2.959,-82
2.818,-89,2.865,-89,2.921,-86,2.959,-82
2.822,-85,2.837,-86,2.902,-84,2.959,-82
2.813,-86,2.837,-87,2.893,-85,2.968,-83
2.822,-86,2.865,-87,2.902,-84,2.926,-82
2.846,-85,2.86,-87,2.907,-87,2.949,-83
2.846,-85,2.855,-88,2.893,-84,2.935,-83
2.818,-86,2.883,-86,2.869,-84,2.959,-83
2.813,-86,2.926,-86,2.898,-84,2.944,-83
2.865,-86,2.879,-89,2.916,-86,2.954,-83
2.855,-87,2.865,-87,2.902,-84,2.959,-84
2.814,-86,2.874,-88,2.898,-84,2.935,-83
2.79,-87,2.846,-88,2.898,-84,2.949,-83
2.822,-87,2.855,-87,2.879,-84,2.93,-85
2.814,-86,2.883,-87,2.926,-84,2.949,-83
2.832,-86,2.837,-86,2.883,-84,2.94,-84
2.818,-87,2.837,-86,2.902,-84,2.944,-83
2.814,-87,2.888,-86,2.921,-86,2.921,-83
2.846,-86,2.846,-86,2.879,-85,2.94,-83
2.818,-86,2.879,-86,2.883,-84,2.935,-83
2.809,-85,2.846,-86,2.912,-85,2.944,-83
2.809,-85,2.902,-89,2.898,-84,2.954,-85
2.86,-85,2.874,-87,2.874,-84,2.935,-83
2.841,-86,2.869,-87,2.888,-84,2.954,-83
2.827,-87,2.865,-86,2.907,-84,2.968,-83
2.818,-86,2.888,-86,2.902,-84,2.93,-84
2.832,-86,2.893,-86,2.912,-85,2.935,-83
2.822,-88,2.879,-86,2.898,-85,2.949,-83
2.818,-87,2.846,-86,2.907,-86,2.912,-83
2.841,-87,2.841,-86,2.893,-84,2.954,-85
2.813,-87,2.855,-87,2.883,-84,2.935,-83
2.837,-86,2.841,-87,2.907,-84,2.954,-83
2.8,-87,2.841,-86,2.902,-84,2.907,-83
2.841,-89,2.851,-86,2.912,-85,2.94,-83
2.832,-87,2.818,-88,2.907,-84,2.93,-82
2.827,-86,2.818,-86,2.874,-84,2.963,-83
2.79,-87,2.846,-86,2.874,-85,2.94,-83
2.827,-90,2.855,-86,2.888,-87,2.94,-85
2.841,-86,2.827,-86,2.902,-84,2.94,-83
2.818,-87,2.813,-86,2.888,-86,2.926,-82
2.846,-87,2.809,-86,2.888,-84,2.944,-83
2.818,-88,2.865,-89,2.926,-85,2.94,-84
2.79,-87,2.851,-86,2.879,-84,2.921,-83
2.79,-87,2.818,-87,2.898,-84,2.935,-84
2.841,-88,2.841,-86,2.874,-84,2.916,-83
2.813,-86,2.809,-89,2.898,-84,2.93,-84
2.814,-86,2.855,-86,2.888,-84,2.926,-83
2.865,-85,2.841,-87,2.902,-84,2.93,-83
2.818,-87,2.86,-86,2.888,-84,2.944,-83
2.814,-87,2.851,-86,2.916,-86,2.954,-82
2.818,-87,2.874,-86,2.874,-84,2.94,-83
2.813,-88,2.818,-86,2.916,-86,2.926,-83
2.818,-87,2.837,-87,2.888,-84,2.935,-84
2.874,-88,2.818,-89,2.888,-88,2.94,-83
2.8,-87,2.818,-86,2.893,-84,2.935,-83
2.818,-87,2.869,-87,2.888,-84,2.94,-83
2.813,-87,2.851,-87,2.898,-85,2.944,-83
2.832,-87,2.851,-90,2.869,-84,2.949,-84
2.832,-87,2.832,-87,2.869,-84,2.954,-83
2.814,-87,2.813,-88,2.888,-85,2.977,-83
2.8,-87,2.851,-87,2.898,-84,2.93,-83
2.818,-87,2.865,-87,2.916,-85,2.968,-85
2.837,-87,2.851,-86,2.888,-84,2.959,-83
2.827,-87,2.888,-87,2.879,-84,2.916,-83
2.86,-87,2.86,-86,2.912,-84,2.963,-82
2.841,-90,2.846,-87,2.874,-84,2.935,-83
2.818,-86,2.879,-87,2.898,-84,2.954,-83
2.809,-87,2.851,-87,2.902,-84,2.94,-82
2.814,-88,2.86,-87,2.893,-84,2.935,-83
2.832,-87,2.869,-89,2.907,-87,2.93,-85
2.827,-86,2.851,-87,2.874,-87,2.93,-83
2.795,-87,2.883,-86,2.893,-84,2.949,-83
2.869,-87,2.837,-86,2.907,-84,2.94,-84
2.813,-87,2.855,-86,2.907,-85,2.949,-85
2.822,-87,2.846,-87,2.902,-84,2.926,-83
2.822,-87,2.809,-87,2.883,-84,2.93,-83
2.841,-88,2.851,-86,2.883,-84,2.935,-83
2.855,-87,2.874,-86,2.865,-85,2.912,-83
2.837,-87,2.865,-87,2.883,-84,2.949,-83
2.832,-87,2.851,-87,2.921,-84,2.977,-84
2.846,-87,2.86,-87,2.888,-84,2.935,-83
2.827,-86,2.841,-87,2.902,-85,2.93,-84
