1.891,-81,1.914,-83,1.98,-83,0,0
1.886,-82,1.919,-83,2.027,-83,0,0
1.905,-81,1.891,-82,1.985,-83,0,0
1.868,-81,1.938,-82,2.032,-82,0,0
1.896,-81,1.928,-83,2.008,-83,0,0
1.886,-82,1.891,-83,2.032,-85,0,0
1.863,-81,1.924,-82,1.985,-83,0,0
1.891,-81,1.9,-84,2.027,-84,0,0
1.886,-81,1.877,-83,2.013,-84,0,0
1.91,-83,1.919,-83,1.994,-84,0,0
1.919,-81,1.933,-82,1.947,-83,0,0
1.891,-82,1.924,-83,1.999,-83,0,0
1.886,-82,1.938,-82,2.027,-83,0,0
1.863,-82,1.914,-84,2.046,-83,0,0
1.891,-81,1.896,-83,1.994,-83,0,0
1.9,-81,1.896,-83,2.004,-83,0,0
1.882,-81,1.928,-83,2.036,-83,0,0
1.872,-83,1.91,-84,1.994,-83,0,0
1.891,-82,1.896,-82,1.985,-83,0,0
1.896,-81,1.891,-83,1.985,-83,0,0
1.886,-81,1.886,-83,2.008,-83,0,0
1.924,-81,1.914,-84,2.032,-84,0,0
1.886,-81,1.919,-82,1.994,-83,0,0
1.914,-81,1.905,-83,1.999,-83,0,0
1.914,-81,1.914,-82,2.004,-83,0,0
1.914,-83,1.943,-84,1.994,-83,0,0
1.886,-81,1.914,-83,2.036,-82,0,0
1.877,-81,1.9,-82,2.018,-83,0,0
1.886,-81,1.896,-83,1.985,-82,0,0
1.9,-82,1.91,-85,2.004,-85,0,0
1.882,-81,1.947,-83,2.013,-83,0,0
1.882,-81,1.919,-83,2.008,-82,0,0
1.896,-81,1.891,-82,1.999,-83,0,0
1.896,-81,1.928,-85,2.018,-83,0,0
1.905,-81,1.933,-82,2.018,-83,0,0
1.896,-81,1.905,-83,2.022,-83,0,0
1.877,-81,1.886,-83,1.971,-83,0,0
1.886,-81,1.914,-82,2.027,-85,0,0
1.891,-81,1.928,-82,2.013,-83,0,0
1.877,-81,1.933,-82,2.022,-83,0,0
1.877,-81,1.896,-83,2.013,-83,0,0
1.891,-81,1.933,-83,1.994,-83,0,0
1.896,-81,1.891,-83,2.036,-83,0,0
1.877,-81,1.891,-82,1.999,-83,0,0
1.882,-82,1.886,-83,2.041,-84,0,0
1.882,-82,1.938,-82,1.98,-84,0,0
1.891,-81,1.914,-82,1.994,-83,0,0
1.896,-81,1.957,-82,2.027,-83,0,0
1.896,-81,1.914,-83,1.966,-83,0,0
1.886,-81,1.943,-82,2.004,-83,0,0
1.9,-81,1.896,-83,2.032,-83,0,0
1.872,-81,1.9,-83,2.018,-83,0,0
1.891,-81,1.9,-83,1.943,-83,0,0
1.9,-81,1.938,-82,2.008,-83,0,0
1.9,-82,1.905,-85,2.018,-84,0,0
1.882,-81,1.91,-83,2.06,-83,0,0
1.896,-81,1.914,-82,2.018,-83,0,0
1.886,-81,1.919,-82,2.018,-84,0,0
1.9,-81,1.928,-85,1.98,-83,0,0
1.882,-82,1.924,-82,2.018,-83,0,0
1.9,-81,1.933,-83,2.032,-83,0,0
1.882,-81,1.919,-83,1.989,-83,0,0
1.9,-83,1.924,-83,2.041,-83,0,0
1.9,-82,1.9,-82,2.004,-83,0,0
1.891,-81,1.919,-82,2.027,-83,0,0
1.9,-81,1.933,-83,2.013,-83,0,0
1.891,-83,1.933,-82,2.05,-84,0,0
1.886,-81,1.914,-83,1.971,-83,0,0
1.882,-82,1.9,-82,2.046,-84,0,0
1.896,-81,1.91,-83,2.013,-83,0,0
1.896,-83,1.914,-84,2.027,-85,0,0
1.877,-81,1.947,-82,2.018,-83,0,0
1.91,-81,1.924,-83,1.985,-83,0,0
1.9,-82,1.891,-82,2.027,-83,0,0
1.91,-82,1.919,-83,2.055,-85,0,0
1.886,-81,1.928,-83,1.999,-83,0,0
1.896,-81,1.905,-83,1.975,-83,0,0
1.9,-81,1.933,-83,2.027,-83,0,0
1.891,-81,1.914,-82,2.022,-83,0,0
1.877,-82,1.896,-83,1.989,-84,0,0
1.891,-81,1.9,-83,1.994,-83,0,0
1.877,-81,1.933,-83,2.008,-83,0,0
1.891,-81,1.938,-85,2.004,-84,0,0
1.891,-81,1.905,-83,2.018,-83,0,0
1.9,-82,1.91,-83,2.027,-83,0,0
1.9,-82,1.914,-82,2.004,-83,0,0
1.882,-82,1.919,-84,2.027,-83,0,0
1.882,-81,1.947,-83,1.994,-83,0,0
1.9,-82,1.891,-83,1.943,-83,0,0
1.882,-81,1.914,-83,2.027,-83,0,0
1.882,-81,1.919,-83,2.013,-84,0,0
1.91,-81,1.924,-82,1.98,-83,0,0
1.891,-81,1.91,-83,1.989,-83,0,0
1.905,-81,1.914,-83,2.013,-83,0,0
1.882,-81,1.919,-83,2.027,-85,0,0
1.9,-82,1.891,-83,1.994,-83,0,0
1.891,-81,1.896,-83,2.032,-83,0,0
1.9,-81,1.943,-83,1.999,-83,0,0
1.896,-81,1.952,-83,2.046,-83,0,0
1.886,-81,1.928,-83,1.994,-83,0,0
1.882,-81,1.905,-83,2.013,-83,0,0
1.91,-81,1.914,-82,2.022,-83,0,0
1.886,-81,1.947,-82,2.004,-83,0,0
1.905,-81,1.957,-83,1.98,-83,0,0
1.886,-82,1.938,-83,1.994,-83,0,0
1.905,-81,1.919,-82,2.018,-84,0,0
1.9,-81,1.91,-83,2.032,-84,0,0
