rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1549646530761187407,,405536,,1549646530,760866467,"""world""",,,1.78979849815,-1.28055763245,0.569711208344,,-0.00202642148361,0.0116345351562,0.720251381397,0.69361269474
1549646530761216607,,405537,,1549646530,760898982,"""world""",,,1.78978681564,-1.28056001663,0.569705963135,,-0.00214832206257,0.0115300444886,0.720238566399,0.693627357483
1549646530771372624,,405538,,1549646530,770192113,"""world""",,,1.78978157043,-1.28055346012,0.569717049599,,-0.00207925238647,0.0115599771962,0.720267117023,0.693597435951
1549646530780647016,,405539,,1549646530,780558983,"""world""",,,1.78979039192,-1.28055560589,0.56972181797,,-0.00219135545194,0.0116548268124,0.720302045345,0.693559169769
1549646530790408632,,405540,,1549646530,790174330,"""world""",,,1.78977501392,-1.28056049347,0.569718837738,,-0.00214867154136,0.0115359826013,0.720207333565,0.693659722805
1549646530800637594,,405541,,1549646530,800475776,"""world""",,,1.78979110718,-1.28056442738,0.56971681118,,-0.00222290982492,0.011536645703,0.720200777054,0.693666279316
1549646530809913145,,405542,,1549646530,809731871,"""world""",,,1.78976535797,-1.28056204319,0.569719493389,,-0.0023672466632,0.0116716176271,0.720241844654,0.693620860577
1549646530820309950,,405543,,1549646530,820104325,"""world""",,,1.78976881504,-1.28056633472,0.569719195366,,-0.0022886255756,0.0115652829409,0.72033816576,0.693522930145
1549646530820333589,,405544,,1549646530,820129943,"""world""",,,1.7897926569,-1.28056585789,0.569718122482,,-0.00223368615843,0.011616085656,0.720384657383,0.693473935127
1549646530830503929,,405545,,1549646530,830351887,"""world""",,,1.78977262974,-1.28055989742,0.569704651833,,-0.00226016785018,0.0114783206955,0.720357060432,0.693504810333
1549646530839697482,,405546,,1549646530,839518118,"""world""",,,1.78978812695,-1.28055775166,0.569701433182,,-0.00222356035374,0.0115925651044,0.720271527767,0.693591892719
1549646530849936815,,405547,,1549646530,849767799,"""world""",,,1.78978192806,-1.28056848049,0.569718003273,,-0.00218684924766,0.0117334285751,0.720336019993,0.693522632122
1549646530860186240,,405548,,1549646530,860023212,"""world""",,,1.78978896141,-1.28056466579,0.569720983505,,-0.00208127731457,0.0115945115685,0.720273911953,0.693589746952
1549646530870467272,,405549,,1549646530,870274926,"""world""",,,1.7897939682,-1.28052091599,0.569707870483,,-0.0021110160742,0.0115634780377,0.720143258572,0.693725824356
1549646530870489179,,405550,,1549646530,870294724,"""world""",,,1.78979206085,-1.28052699566,0.56971848011,,-0.00207944191061,0.0115768881515,0.720191538334,0.693675577641
1549646530880718711,,405551,,1549646530,880533275,"""world""",,,1.78977382183,-1.2805711031,0.569712638855,,-0.00202019140124,0.0114672109485,0.720224559307,0.693643391132
1549646530890015432,,405552,,1549646530,889841731,"""world""",,,1.78977394104,-1.2805891037,0.569708764553,,-0.00201707077213,0.0113398656249,0.720219135284,0.693651080132
1549646530900351587,,405553,,1549646530,900126671,"""world""",,,1.78977680206,-1.28055632114,0.569722890854,,-0.00205977959558,0.0114850122482,0.72015863657,0.693711400032
1549646530910604059,,405554,,1549646530,910432263,"""world""",,,1.78977024555,-1.28057062626,0.569715082645,,-0.00210353010334,0.0114452335984,0.720090925694,0.69378221035
1549646530920046014,,405555,,1549646530,919831823,"""world""",,,1.78976070881,-1.28057670593,0.569731295109,,-0.00207972549833,0.0115581331775,0.72025424242,0.693610846996
1549646530920074567,,405556,,1549646530,919860002,"""world""",,,1.7897785902,-1.28056657314,0.569698989391,,-0.00214603543282,0.0114870853722,0.720290124416,0.693574488163
1549646530930332239,,405557,,1549646530,930142153,"""world""",,,1.78977334499,-1.28058576584,0.569703698158,,-0.00207897275686,0.011474407278,0.720254957676,0.693611443043
1549646530940682505,,405558,,1549646530,940479525,"""world""",,,1.7897913456,-1.28057849407,0.569700360298,,-0.00205417722464,0.0116327963769,0.72026604414,0.693597435951
1549646530949939723,,405559,,1549646530,949753728,"""world""",,,1.78977906704,-1.28056752682,0.569715440273,,-0.00202333950438,0.0114806024358,0.720175683498,0.693693876266
1549646530960262335,,405560,,1549646530,960049517,"""world""",,,1.78977453709,-1.28057003021,0.569733381271,,-0.00206665415317,0.0115934219211,0.720138311386,0.693730592728
1549646530970480541,,405561,,1549646530,970282737,"""world""",,,1.78978466988,-1.28055512905,0.569742321968,,-0.00205859541893,0.0116773769259,0.720169425011,0.693696916103
1549646530970498453,,405562,,1549646530,970302965,"""world""",,,1.78977894783,-1.28054273129,0.569723010063,,-0.00220137368888,0.0116803115234,0.720225632191,0.693638145924
1549646530980742175,,405563,,1549646530,980506795,"""world""",,,1.78977656364,-1.28055477142,0.569726645947,,-0.0021816175431,0.0117354923859,0.720215499401,0.693647742271
1549646530990031177,,405564,,1549646530,989810890,"""world""",,,1.78978526592,-1.28051126003,0.569736361504,,-0.00219833292067,0.0118009978905,0.72010153532,0.693764984608
1549646531000308957,,405565,,1549646531,160402,"""world""",,,1.78977823257,-1.28051197529,0.569736480713,,-0.0021901843138,0.0116578284651,0.72023910284,0.69362449646
1549646531010685265,,405566,,1549646531,10511419,"""world""",,,1.78978300095,-1.28053069115,0.569735586643,,-0.00200557196513,0.0116317765787,0.720268666744,0.693594872952
1549646531019911495,,405567,,1549646531,19725129,"""world""",,,1.7897888422,-1.2805429697,0.569747447968,,-0.00199228874408,0.0115592321381,0.720275342464,0.693589150906
1549646531019964751,,405568,,1549646531,19743724,"""world""",,,1.78978955746,-1.28055334091,0.569739818573,,-0.00212014350109,0.0117015698925,0.720438420773,0.693417072296
1549646531030540769,,405569,,1549646531,30171290,"""world""",,,1.7897772789,-1.28055477142,0.569746077061,,-0.0021667140536,0.0116407070309,0.720344424248,0.693515539169
1549646531041154522,,405570,,1549646531,40698770,"""world""",,,1.7897875309,-1.2805492878,0.569759070873,,-0.00217886129394,0.0117843532935,0.720285475254,0.693574309349
1549646531050624399,,405571,,1549646531,50145421,"""world""",,,1.78978347778,-1.28055632114,0.569764077663,,-0.00215955008753,0.011727578938,0.720251202583,0.693610966206
1549646531060999606,,405572,,1549646531,60648569,"""world""",,,1.78978645802,-1.28055763245,0.569764792919,,-0.00217591272667,0.0117076104507,0.720304846764,0.693555474281
1549646531070435312,,405573,,1549646531,70067966,"""world""",,,1.7897939682,-1.28056204319,0.569768846035,,-0.00216319900937,0.0116510456428,0.720310986042,0.693549990654
1549646531070480783,,405574,,1549646531,70119689,"""world""",,,1.78978717327,-1.28058004379,0.569761514664,,-0.00209836056456,0.0115537475795,0.720411658287,0.693447291851
1549646531080693095,,405575,,1549646531,80486135,"""world""",,,1.78978812695,-1.28055143356,0.56974709034,,-0.00220265914686,0.0115372072905,0.720260262489,0.693604528904
1549646531090174048,,405576,,1549646531,89820684,"""world""",,,1.78981292248,-1.28057467937,0.569752693176,,-0.00217204424553,0.0115969404578,0.720393717289,0.69346511364
1549646531100838335,,405577,,1549646531,100425725,"""world""",,,1.78981268406,-1.28054392338,0.569742977619,,-0.00222415942699,0.0116539690644,0.720365166664,0.693493485451
1549646531110293723,,405578,,1549646531,109894303,"""world""",,,1.78980052471,-1.28054261208,0.569733023643,,-0.00225023366511,0.0117006488144,0.720330119133,0.693529069424
1549646531120786696,,405579,,1549646531,120343079,"""world""",,,1.78979218006,-1.28055226803,0.569741547108,,-0.00224849698134,0.0117010511458,0.720309138298,0.693550825119
1549646531130049430,,405580,,1549646531,129612542,"""world""",,,1.78980517387,-1.28055799007,0.569744169712,,-0.00213062367402,0.011571845971,0.720323503017,0.693538546562
1549646531130090385,,405581,,1549646531,129650461,"""world""",,,1.78980135918,-1.28057181835,0.5697504282,,-0.00209992704913,0.0115826511756,0.720330953598,0.693530619144
1549646531140288396,,405582,,1549646531,139991124,"""world""",,,1.78981566429,-1.28056502342,0.569742679596,,-0.00218242849223,0.011575659737,0.720361471176,0.693498909473
1549646531150491672,,405583,,1549646531,150241877,"""world""",,,1.78981232643,-1.28055500984,0.56976377964,,-0.00215960806236,0.0117934774607,0.720337450504,0.693520188332
1549646531160786364,,405584,,1549646531,160542726,"""world""",,,1.78982400894,-1.28054082394,0.569751620293,,-0.00213512522168,0.0116985915229,0.720243036747,0.693619906902
1549646531170080946,,405585,,1549646531,169809642,"""world""",,,1.78982019424,-1.28052663803,0.569750130177,,-0.00224587949924,0.0117470789701,0.720274925232,0.693585634232
1549646531170106171,,405586,,1549646531,169834717,"""world""",,,1.78982126713,-1.28052961826,0.569764554501,,-0.00225503812544,0.0117721213028,0.720322906971,0.693535387516
1549646531180391047,,405587,,1549646531,180085547,"""world""",,,1.7898080349,-1.28052639961,0.569762527943,,-0.00227217166685,0.0117391142994,0.720275104046,0.693585455418
1549646531190756398,,405588,,1549646531,190501325,"""world""",,,1.78983068466,-1.28051006794,0.569759309292,,-0.00222178129479,0.0117994137108,0.720316588879,0.693541586399
1549646531200040908,,405589,,1549646531,199803073,"""world""",,,1.78981244564,-1.28052389622,0.569755077362,,-0.00222989870235,0.0117359869182,0.720366537571,0.693490743637
1549646531210401684,,405590,,1549646531,210131905,"""world""",,,1.78982508183,-1.2805339098,0.56975287199,,-0.00217946269549,0.0116778397933,0.720371246338,0.69348692894
1549646531220793005,,405591,,1549646531,220505339,"""world""",,,1.78981661797,-1.28055083752,0.569741666317,,-0.0020925605204,0.0116813546047,0.720421254635,0.693435311317
1549646531230133946,,405592,,1549646531,229874703,"""world""",,,1.78981137276,-1.28055179119,0.569746613503,,-0.00206120428629,0.0116610145196,0.720447361469,0.693408608437
1549646531230170686,,405593,,1549646531,229900873,"""world""",,,1.7898068428,-1.28055107594,0.569739460945,,-0.00217830226757,0.0116655472666,0.720481872559,0.693372249603
1549646531240431251,,405594,,1549646531,240194565,"""world""",,,1.78981566429,-1.28055381775,0.56972527504,,-0.00216707959771,0.0116338813677,0.720371127129,0.693487882614
