0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.897800000000000376e-01,-8.305829999999999602e-01,6.755139999999999478e-01
1.379999999999999893e+00,1.080999999999999961e+00,8.719999999999999973e-01,1.511999999999999789e+00,2.363999999999999879e+00,3.123000000000000220e+00,2.854999999999999982e+00,2.045999999999999819e+00,-7.891460000000000141e-01,-8.263110000000000177e-01,6.757210000000000161e-01
1.370999999999999996e+00,1.052999999999999936e+00,8.800000000000000044e-01,1.526000000000000023e+00,2.341000000000000192e+00,3.108999999999999986e+00,2.837000000000000188e+00,2.032000000000000028e+00,-7.896900000000000031e-01,-8.245170000000000554e-01,6.758819999999999828e-01
1.362000000000000099e+00,1.052999999999999936e+00,8.800000000000000044e-01,1.520999999999999908e+00,2.335999999999999854e+00,3.095000000000000195e+00,2.854999999999999982e+00,2.036000000000000032e+00,-7.887410000000000254e-01,-8.196620000000001127e-01,6.757829999999999115e-01
1.291999999999999815e+00,1.072000000000000064e+00,8.940000000000000169e-01,1.530000000000000027e+00,2.335999999999999854e+00,3.084999999999999964e+00,2.865000000000000213e+00,2.008000000000000007e+00,-7.886739999999999862e-01,-8.176919999999999744e-01,6.757069999999999466e-01
1.343000000000000194e+00,1.030000000000000027e+00,9.080000000000000293e-01,1.540000000000000036e+00,2.341000000000000192e+00,3.104000000000000092e+00,2.841000000000000192e+00,2.012999999999999901e+00,-7.881139999999999812e-01,-8.161030000000000229e-01,6.762749999999999595e-01
1.352000000000000091e+00,1.058000000000000052e+00,9.549999999999999600e-01,1.559000000000000163e+00,2.345000000000000195e+00,3.118000000000000327e+00,2.803999999999999826e+00,1.943000000000000060e+00,-7.882179999999999742e-01,-8.129999999999999449e-01,6.757349999999999746e-01
1.348000000000000087e+00,1.030000000000000027e+00,8.669999999999999929e-01,1.483999999999999986e+00,2.345000000000000195e+00,3.095000000000000195e+00,2.814000000000000057e+00,1.919000000000000039e+00,-7.876989999999999270e-01,-8.107720000000000482e-01,6.761749999999999705e-01
1.320000000000000062e+00,1.038999999999999924e+00,8.859999999999998987e-01,1.506999999999999895e+00,2.330999999999999961e+00,3.118000000000000327e+00,2.799999999999999822e+00,1.891000000000000014e+00,-7.876009999999999955e-01,-8.095790000000000486e-01,6.755689999999999751e-01
1.306000000000000050e+00,1.080999999999999961e+00,8.759999999999998899e-01,1.488000000000000211e+00,2.341000000000000192e+00,3.099000000000000199e+00,2.818000000000000060e+00,1.885999999999999899e+00,-7.867290000000000116e-01,-8.068180000000000351e-01,6.759189999999999365e-01
1.348000000000000087e+00,1.049000000000000155e+00,8.619999999999999885e-01,1.479000000000000092e+00,2.322000000000000064e+00,3.099000000000000199e+00,2.803999999999999826e+00,1.891000000000000014e+00,-7.858069999999999222e-01,-8.032319999999999460e-01,6.764689999999998760e-01
