,R1,R2,R3,R4,R5,R6,R7,R8,X_M5,Y_M5,Z_M5
1660,2.05,3.099,1.671,1.297,1.385,0.87,1.053,1.961,0.985964,0.591611,0.696305
1661,2.032,3.09,1.685,1.32,1.3430000000000002,0.927,1.091,1.924,0.98272,0.592491,0.696554
1662,2.027,3.109,1.695,1.348,1.394,0.898,1.063,1.933,0.979126,0.5937899999999999,0.6968289999999999
1663,1.994,3.099,1.662,1.325,1.358,0.936,1.105,1.9,0.97551,0.594446,0.696592
1664,2.041,3.132,1.695,1.339,1.385,0.884,1.067,1.882,0.972215,0.595037,0.6967399999999999
1665,2.008,3.1180000000000003,1.685,1.334,1.399,0.922,1.063,1.91,0.969522,0.595867,0.696693
1666,2.032,3.123,1.69,1.385,1.348,0.927,1.053,1.919,0.962624,0.5966060000000001,0.696537
1667,1.975,3.127,1.643,1.32,1.376,0.894,1.072,1.886,0.9522,0.599741,0.696939
1668,1.943,3.109,1.643,1.357,1.413,0.95,1.105,1.868,0.94574,0.601036,0.697549
1669,1.989,3.085,1.685,1.306,1.362,0.889,1.03,1.872,0.939778,0.601012,0.697426
1670,1.947,3.08,1.638,1.278,1.413,0.917,1.044,1.872,0.93441,0.603414,0.697764
1671,1.98,3.099,1.643,1.32,1.399,0.936,1.0490000000000002,1.9,0.928878,0.603518,0.697114
1672,1.947,3.08,1.662,1.315,1.394,0.875,1.067,1.924,0.923008,0.604869,0.697237
1673,1.961,3.09,1.638,1.329,1.4509999999999998,0.903,1.077,1.858,0.917484,0.6059869999999999,0.6971310000000001
1674,1.957,3.071,1.629,1.311,1.399,0.87,1.025,1.891,0.910943,0.606356,0.6966659999999999
1675,1.961,3.076,1.652,1.325,1.423,0.964,1.039,1.896,0.903926,0.60837,0.697209
1676,1.966,3.08,1.648,1.311,1.4369999999999998,0.917,1.067,1.882,0.8982190000000001,0.609039,0.697236
1677,1.952,3.0660000000000003,1.629,1.32,1.423,0.964,1.044,1.853,0.89174,0.610189,0.6966739999999999
1678,1.98,3.048,1.638,1.38,1.455,0.974,1.058,1.863,0.885019,0.612624,0.6974569999999999
1679,1.952,3.0660000000000003,1.638,1.311,1.418,0.922,1.067,1.877,0.878395,0.612901,0.6970869999999999
1680,1.919,3.071,1.582,1.334,1.418,0.922,1.02,1.868,0.872292,0.614625,0.697078
1681,1.872,3.048,1.62,1.325,1.418,0.922,1.02,1.844,0.867237,0.616071,0.697425
1682,1.886,3.076,1.629,1.254,1.4409999999999998,0.969,1.0490000000000002,1.844,0.8612139999999999,0.618854,0.6978249999999999
1683,1.858,3.057,1.61,1.259,1.4509999999999998,0.931,1.0490000000000002,1.863,0.855317,0.620266,0.6983689999999999
1684,1.886,3.034,1.605,1.268,1.4269999999999998,0.974,1.053,1.812,0.847879,0.621369,0.697174
1685,1.891,3.057,1.582,1.268,1.469,0.945,1.03,1.793,0.8419700000000001,0.623255,0.6979909999999999
1686,1.868,3.085,1.596,1.25,1.446,0.95,1.034,1.793,0.8362719999999999,0.6249319999999999,0.697713
1687,1.882,0.0,1.5630000000000002,1.2819999999999998,1.474,0.922,1.039,1.774,0.8288399999999999,0.626175,0.6974629999999999
1688,1.872,3.048,1.596,1.254,1.455,0.955,1.006,1.774,0.8250430000000001,0.628081,0.69829
1689,1.835,3.0010000000000003,1.5730000000000002,1.25,1.479,0.959,1.077,1.765,0.8183590000000001,0.6297689999999999,0.697377
1690,1.84,3.034,1.5730000000000002,1.236,1.46,0.988,1.03,1.802,0.812811,0.63157,0.6979869999999999
1691,1.84,3.01,1.643,1.221,1.474,1.006,1.034,1.746,0.8063279999999999,0.63373,0.697547
1692,1.849,3.0380000000000003,1.601,1.217,1.484,0.964,1.063,1.784,0.8013319999999999,0.635575,0.698051
1693,1.812,3.019,1.601,1.24,1.4880000000000002,0.95,1.02,1.732,0.7934859999999999,0.6370239999999999,0.697735
1694,1.849,3.034,1.5730000000000002,1.24,1.469,0.95,1.03,1.727,0.787523,0.639293,0.697467
1695,1.84,0.0,1.587,1.24,1.4509999999999998,0.983,1.02,1.723,0.781683,0.641383,0.6984039999999999
1696,1.807,3.052,1.54,0.0,1.479,0.922,1.034,1.7180000000000002,0.775217,0.642926,0.69778
1697,1.812,3.024,1.5490000000000002,1.212,1.4509999999999998,0.974,0.988,1.713,0.769664,0.6452439999999999,0.6980479999999999
1698,1.802,3.024,1.54,1.189,1.521,0.978,1.034,1.685,0.762296,0.647692,0.698183
1699,1.793,3.005,1.5590000000000002,1.217,1.4880000000000002,0.922,0.997,1.713,0.755344,0.649914,0.69795
1700,1.807,3.01,1.5730000000000002,1.221,1.535,0.974,1.02,1.69,0.748754,0.651989,0.697854
1701,1.831,3.034,1.568,1.231,0.0,1.03,1.02,1.727,0.7436659999999999,0.653738,0.697706
1702,1.765,3.015,1.5490000000000002,1.226,1.507,1.002,0.997,1.676,0.737731,0.6562939999999999,0.698753
1703,1.793,3.005,1.521,1.212,1.526,0.978,1.053,1.784,0.731316,0.658281,0.698533
1704,1.751,3.019,1.5119999999999998,1.221,1.521,0.95,0.964,1.756,0.724774,0.659709,0.6980879999999999
1705,1.765,2.991,1.53,1.231,1.5019999999999998,1.011,0.964,1.713,0.719317,0.6615850000000001,0.6986209999999999
1706,1.793,2.991,1.5119999999999998,1.226,1.535,0.988,0.941,1.779,0.712349,0.6634939999999999,0.6985779999999999
1707,1.77,2.991,1.526,1.193,1.53,0.974,1.016,1.77,0.705592,0.6647810000000001,0.6980899999999999
1708,1.741,2.991,1.5119999999999998,1.212,1.54,1.002,0.95,1.784,0.701246,0.666091,0.698653
1709,1.741,2.9960000000000004,1.5630000000000002,1.221,1.526,0.988,0.95,1.727,0.69518,0.667665,0.698172
1710,1.699,3.0010000000000003,1.554,1.231,1.544,0.974,0.974,1.746,0.689457,0.669104,0.698665
1711,1.732,2.987,1.516,1.259,1.53,1.002,0.969,1.713,0.6824359999999999,0.670856,0.698383
1712,1.666,3.01,1.493,1.226,1.53,0.992,0.978,1.6569999999999998,0.676519,0.673002,0.698406
1713,1.699,2.968,1.507,1.301,1.544,1.016,0.974,1.6569999999999998,0.671462,0.674127,0.69856
1714,1.699,2.977,1.5019999999999998,1.2919999999999998,1.587,0.969,1.016,1.624,0.66543,0.675779,0.698342
1715,1.671,2.982,1.577,1.3530000000000002,1.591,0.983,0.997,1.62,0.661219,0.6773710000000001,0.6980939999999999
1716,1.648,2.977,1.4980000000000002,1.2919999999999998,1.5590000000000002,1.02,0.941,1.624,0.6550739999999999,0.679167,0.698122
1717,1.643,2.963,1.521,1.297,1.587,0.978,0.974,1.624,0.648706,0.681161,0.6985079999999999
1718,1.638,2.977,1.5630000000000002,1.3430000000000002,1.62,1.025,1.006,1.624,0.643523,0.6829999999999999,0.698693
1719,1.676,2.963,1.54,1.3430000000000002,1.605,1.03,0.955,1.605,0.637315,0.6850149999999999,0.698363
1720,1.666,2.959,1.526,1.306,1.587,1.0490000000000002,1.006,1.62,0.6304029999999999,0.68726,0.698564
1721,1.638,2.963,1.5119999999999998,1.3430000000000002,1.568,1.053,0.969,1.615,0.624287,0.6893199999999999,0.698501
1722,1.648,2.949,1.493,1.3430000000000002,1.629,1.044,0.964,1.605,0.617987,0.691308,0.698758
1723,1.596,2.94,1.4980000000000002,1.362,1.605,1.058,1.006,1.61,0.612579,0.693052,0.698735
1724,1.615,2.949,1.521,1.39,1.587,1.044,0.983,1.605,0.606712,0.694498,0.698476
1725,1.671,2.987,1.521,1.3530000000000002,1.62,1.044,0.983,1.62,0.600205,0.696416,0.698741
1726,1.61,2.949,1.53,1.371,1.634,1.081,0.978,1.615,0.59439,0.6983779999999999,0.698531
1727,1.577,2.959,1.516,1.352,1.634,1.0490000000000002,0.988,1.582,0.587011,0.7001029999999999,0.698909
1728,1.596,2.935,1.4980000000000002,1.366,1.652,1.053,0.988,1.591,0.580391,0.7022970000000001,0.69883
1729,1.582,2.954,1.484,1.399,1.62,1.086,1.02,1.587,0.574548,0.703836,0.6992029999999999
1730,1.582,2.9160000000000004,1.5019999999999998,1.371,1.671,1.11,0.983,1.516,0.569368,0.705504,0.699063
1731,1.5119999999999998,2.949,1.484,1.334,1.638,1.067,1.006,1.465,0.563365,0.707936,0.698935
1732,1.5630000000000002,2.935,1.484,1.358,1.666,1.105,1.025,1.469,0.557391,0.7100850000000001,0.698874
1733,1.577,2.926,1.474,1.385,1.666,1.077,1.025,1.4509999999999998,0.551752,0.711457,0.6995039999999999
1734,1.554,2.9160000000000004,1.469,1.358,1.676,1.114,0.997,1.4509999999999998,0.545134,0.7127829999999999,0.699175
1735,1.5019999999999998,2.9210000000000003,1.474,1.399,1.662,1.091,1.044,1.423,0.537953,0.7153619999999999,0.6989609999999999
1736,1.5119999999999998,2.893,1.4880000000000002,1.357,1.695,1.095,1.034,1.4269999999999998,0.531041,0.717634,0.699518
1737,1.5119999999999998,2.9210000000000003,1.535,1.357,1.695,1.114,1.03,1.4369999999999998,0.525788,0.719113,0.699176
1738,1.526,2.93,1.455,1.385,1.69,1.123,1.034,1.446,0.519688,0.720214,0.6992109999999999
1739,1.493,2.902,1.507,1.371,1.704,1.128,1.016,1.46,0.5130060000000001,0.7224689999999999,0.699406
1740,1.484,2.893,1.4409999999999998,1.38,1.723,1.105,1.025,1.446,0.506031,0.724306,0.699256
1741,1.4980000000000002,2.93,1.493,1.39,1.7180000000000002,1.119,1.039,1.423,0.499802,0.725893,0.699322
1742,1.493,2.869,1.469,1.352,1.727,1.132,1.044,1.394,0.492847,0.7271810000000001,0.699784
1743,1.479,2.888,1.4409999999999998,1.404,1.756,1.179,1.039,1.39,0.4834,0.7297359999999999,0.699931
1744,1.446,2.874,1.484,1.3530000000000002,1.723,1.123,1.025,1.366,0.480359,0.72943,0.69963
1745,1.4880000000000002,2.874,1.4980000000000002,1.358,1.727,1.146,1.039,1.408,0.479515,0.730921,0.699437
1746,1.5119999999999998,2.879,1.474,1.357,1.732,1.142,1.053,1.376,0.478133,0.730757,0.699429
1747,1.4409999999999998,2.86,1.455,1.39,1.727,1.146,1.044,0.0,0.4740180000000001,0.731721,0.699652
1748,1.474,2.869,1.479,1.358,1.774,1.207,1.034,1.362,0.4678100000000001,0.733916,0.69944
1749,1.4509999999999998,2.869,1.4880000000000002,1.423,1.756,1.151,1.077,1.357,0.461953,0.736041,0.6994189999999999
1750,1.465,2.888,1.507,1.352,1.732,1.161,1.0490000000000002,1.371,0.457268,0.7383029999999999,0.699795
1751,1.423,2.893,1.4980000000000002,1.3530000000000002,1.746,1.17,1.02,1.366,0.452934,0.739409,0.6991499999999999
1752,1.418,2.869,1.4509999999999998,1.357,1.737,1.161,1.034,1.358,0.450512,0.739842,0.699156
1753,1.418,2.888,1.5019999999999998,1.385,1.746,1.161,1.044,1.352,0.445996,0.741124,0.699422
1754,1.399,2.869,1.5119999999999998,1.348,1.746,1.161,1.067,1.358,0.442562,0.7430100000000001,0.699659
1755,1.408,2.846,1.5119999999999998,1.39,1.746,1.146,1.053,1.358,0.437261,0.744093,0.699427
1756,1.399,2.865,1.493,1.385,1.765,1.179,1.053,1.348,0.432471,0.746189,0.6994539999999999
1757,1.39,2.874,1.507,1.394,1.76,1.25,1.039,1.376,0.428209,0.746999,0.6994159999999999
1758,1.418,2.883,1.493,1.394,1.784,1.226,1.053,1.362,0.424308,0.748876,0.699996
1759,1.4269999999999998,2.879,1.5490000000000002,1.362,1.76,1.231,1.058,1.339,0.419512,0.74967,0.699584
1760,1.408,2.888,1.484,1.385,1.774,1.193,1.0490000000000002,1.362,0.41585,0.7513989999999999,0.699696
1761,1.408,2.86,1.5490000000000002,1.357,1.76,1.189,1.053,1.366,0.4108810000000001,0.752713,0.700018
1762,1.423,2.8510000000000004,1.526,1.4269999999999998,1.788,1.217,1.067,1.315,0.407143,0.754594,0.700031
1763,1.413,2.837,1.484,1.404,1.774,1.221,1.086,1.311,0.403193,0.756234,0.699873
1764,1.394,2.874,1.484,1.366,1.802,1.1840000000000002,1.091,1.315,0.398622,0.7585350000000001,0.699973
1765,1.39,2.855,1.493,1.4269999999999998,1.817,1.226,1.091,1.329,0.39396,0.759728,0.699924
1766,1.404,2.855,1.521,1.404,1.788,1.198,1.114,1.306,0.389737,0.761598,0.700356
1767,1.4509999999999998,2.86,1.535,1.394,1.826,1.254,1.114,1.3430000000000002,0.3855,0.762646,0.7004319999999999
1768,1.3530000000000002,2.86,1.493,1.404,1.831,1.245,1.11,1.348,0.380445,0.76423,0.700205
1769,1.399,2.855,1.516,1.39,1.793,1.221,1.114,1.278,0.376304,0.766293,0.7005699999999999
1770,1.446,2.86,1.53,1.404,1.807,1.221,1.034,1.306,0.37223,0.767354,0.700368
1771,1.432,2.865,1.53,1.46,1.812,1.24,1.053,1.301,0.367298,0.766605,0.700052
1772,1.4269999999999998,2.888,1.5119999999999998,1.418,1.788,1.254,1.03,1.306,0.362915,0.767357,0.700047
1773,1.4369999999999998,2.841,1.516,1.394,1.812,1.254,1.006,1.339,0.358229,0.7682680000000001,0.700382
1774,1.408,2.832,1.5630000000000002,1.38,1.788,1.264,0.983,1.306,0.353533,0.769187,0.700039
1775,1.4369999999999998,2.855,1.493,1.46,1.812,1.231,0.974,1.273,0.349224,0.77035,0.700167
1776,1.404,2.841,1.526,1.479,1.802,1.315,0.95,1.24,0.34467800000000004,0.770871,0.699956
1777,1.38,2.837,1.521,1.39,1.812,1.25,0.955,1.212,0.341141,0.772203,0.7004689999999999
1778,1.376,2.865,1.4980000000000002,1.4269999999999998,1.817,1.24,0.974,1.231,0.336355,0.772183,0.700124
1779,1.404,2.818,1.521,1.432,1.793,1.287,1.063,1.231,0.332285,0.7721060000000001,0.7003489999999999
1780,1.4509999999999998,2.814,1.521,1.469,1.802,1.306,1.077,1.217,0.328069,0.771848,0.700079
1781,1.408,2.818,1.53,1.465,1.812,1.334,1.072,1.17,0.323175,0.773658,0.700186
1782,0.0,2.822,1.484,1.413,1.821,1.311,1.067,1.156,0.319305,0.773379,0.700133
1783,1.479,2.813,1.53,1.432,1.802,1.315,1.034,1.123,0.314763,0.7725609999999999,0.69996
1784,1.474,2.822,1.53,1.4269999999999998,1.835,1.329,1.0490000000000002,1.132,0.309963,0.772274,0.699867
1785,1.4269999999999998,2.814,1.521,1.46,1.817,1.306,1.02,1.128,0.306358,0.771755,0.6999839999999999
1786,1.413,2.818,1.554,1.446,1.853,1.366,1.058,1.077,0.301733,0.7714310000000001,0.700277
1787,1.38,2.809,1.582,1.4369999999999998,1.849,1.315,0.988,1.119,0.297183,0.770664,0.700064
1788,1.39,2.804,1.5630000000000002,1.432,1.84,1.339,1.011,1.114,0.291712,0.7697609999999999,0.7002189999999999
1789,1.366,2.809,1.5630000000000002,1.385,1.849,1.311,1.006,1.123,0.287189,0.768273,0.7001149999999999
1790,1.352,2.818,1.568,1.4369999999999998,1.84,1.329,0.969,1.175,0.28215300000000004,0.766595,0.700212
1791,1.32,2.804,1.5490000000000002,1.4409999999999998,1.886,1.3430000000000002,0.969,1.114,0.277546,0.763942,0.699956
1792,1.311,2.846,1.591,1.4269999999999998,1.872,1.352,0.969,1.132,0.272612,0.762854,0.699727
1793,1.2919999999999998,2.837,0.0,1.446,1.849,1.362,1.006,1.063,0.267352,0.7596470000000001,0.699881
1794,1.306,2.832,1.591,1.4409999999999998,1.872,1.32,0.988,1.067,0.263091,0.7570560000000001,0.6999449999999999
1795,1.297,2.818,1.507,1.4409999999999998,1.853,1.348,0.997,1.063,0.260126,0.755749,0.6999869999999999
1796,1.311,2.8510000000000004,1.376,1.423,1.868,1.358,0.988,1.11,0.256738,0.754475,0.69976
1797,1.2819999999999998,2.809,1.4269999999999998,1.446,1.844,1.32,0.992,1.095,0.253929,0.753544,0.699788
1798,1.268,2.888,1.5490000000000002,1.408,1.882,1.329,0.969,1.0490000000000002,0.251688,0.75208,0.699859
1799,1.273,2.855,1.62,1.4369999999999998,1.863,1.3530000000000002,0.997,1.081,0.248386,0.74942,0.6992569999999999
1800,1.264,2.818,1.615,1.4369999999999998,1.891,1.357,0.964,1.118,0.245277,0.747409,0.6997479999999999
1801,1.268,2.822,1.587,1.4509999999999998,1.882,1.371,0.959,1.072,0.241074,0.744596,0.6993489999999999
1802,1.268,2.818,1.53,1.423,1.858,1.366,0.95,1.095,0.238491,0.742771,0.699431
1803,1.236,2.767,1.5730000000000002,1.479,1.849,1.385,1.016,1.114,0.235001,0.739699,0.6997789999999999
1804,1.268,2.795,1.535,1.4409999999999998,1.858,1.385,0.931,1.114,0.232644,0.737115,0.6999609999999999
1805,1.268,0.0,1.5630000000000002,1.432,1.853,1.4409999999999998,1.002,1.119,0.22929,0.733826,0.699763
1806,1.217,2.7430000000000003,1.4880000000000002,1.469,1.868,1.423,0.964,1.119,0.226087,0.731392,0.700066
1807,1.212,2.79,1.469,1.4509999999999998,1.858,1.413,0.95,1.095,0.223126,0.728178,0.699692
1808,1.193,2.762,1.5019999999999998,1.446,1.844,1.413,0.936,1.091,0.222158,0.724546,0.699472
1809,1.193,2.781,1.5019999999999998,1.474,1.853,1.404,0.974,1.1,0.219494,0.722553,0.699681
1810,1.245,2.818,1.446,1.507,1.853,1.39,0.95,1.02,0.21627,0.718633,0.6997189999999999
1811,1.221,2.753,1.479,1.432,1.849,1.418,0.922,1.058,0.213589,0.714125,0.6992929999999999
1812,1.165,2.767,1.479,1.465,1.844,1.4269999999999998,0.974,1.072,0.21073000000000006,0.71024,0.699233
1813,1.207,2.739,1.46,1.4509999999999998,1.849,1.413,0.969,1.063,0.207708,0.7067720000000001,0.699437
1814,1.193,2.753,1.455,1.4880000000000002,1.858,1.4409999999999998,0.992,1.067,0.205002,0.703565,0.699338
1815,1.175,2.729,1.446,1.474,1.858,1.465,0.955,1.063,0.202523,0.700254,0.6991449999999999
1816,1.165,2.772,1.479,1.455,1.844,1.465,0.974,1.039,0.200406,0.6967409999999999,0.6992079999999999
1817,1.175,2.725,1.479,1.46,1.849,1.469,1.002,1.053,0.197608,0.692922,0.699105
1818,1.17,2.739,1.432,1.493,1.84,1.455,0.95,1.058,0.194799,0.688136,0.6990909999999999
1819,1.226,2.7430000000000003,1.46,1.455,1.826,1.46,0.988,1.025,0.192804,0.684566,0.6986319999999999
1820,1.156,2.7430000000000003,1.4509999999999998,1.46,1.835,1.46,1.002,1.081,0.190577,0.680741,0.6987199999999999
1821,1.165,2.715,1.4269999999999998,1.432,1.826,1.474,1.039,1.044,0.188535,0.676916,0.698479
1822,1.203,2.7110000000000003,1.4509999999999998,1.4369999999999998,1.812,1.5019999999999998,1.006,1.077,0.187066,0.672428,0.698924
1823,1.221,2.692,1.394,1.4509999999999998,1.817,1.526,1.025,1.067,0.184997,0.668756,0.698525
1824,1.193,2.715,1.432,1.4509999999999998,1.807,1.535,1.011,1.053,0.182343,0.664633,0.69836
1825,1.114,2.72,1.4269999999999998,1.4369999999999998,1.817,1.484,1.016,1.034,0.18071,0.661095,0.698389
1826,1.146,2.678,1.39,1.446,1.826,1.53,1.063,1.063,0.17863800000000002,0.65675,0.698702
1827,1.165,2.682,1.352,1.4409999999999998,1.812,1.4980000000000002,1.011,1.067,0.17632,0.652413,0.6987399999999999
1828,1.137,2.729,1.352,1.4980000000000002,1.826,1.544,1.002,1.0490000000000002,0.175151,0.648558,0.6984589999999999
1829,1.146,2.682,1.306,1.413,1.817,1.5119999999999998,1.0490000000000002,1.039,0.17282,0.64353,0.6984609999999999
1830,1.119,2.654,1.394,1.446,1.807,1.516,1.025,1.0490000000000002,0.170824,0.639844,0.698417
1831,1.123,2.678,1.39,1.4269999999999998,1.798,1.5730000000000002,1.03,1.03,0.168863,0.635746,0.6979989999999999
1832,1.142,2.682,1.339,1.474,1.821,1.526,1.034,1.091,0.168028,0.6316189999999999,0.698235
1833,1.119,2.673,1.385,1.484,1.84,1.5590000000000002,1.072,1.072,0.166055,0.626945,0.698422
1834,1.161,2.701,1.39,1.46,1.802,1.535,1.025,1.034,0.164193,0.622698,0.697911
1835,1.142,2.65,1.366,1.446,1.807,1.615,1.0490000000000002,1.016,0.163306,0.617266,0.6980439999999999
1836,1.119,2.692,1.352,1.465,1.784,1.544,1.077,1.002,0.162164,0.612187,0.69805
1837,1.114,2.678,1.3430000000000002,1.479,1.849,1.624,1.077,1.03,0.160987,0.608102,0.6977709999999999
1838,1.17,2.664,1.371,1.4409999999999998,1.835,1.5590000000000002,1.091,1.02,0.159923,0.607213,0.6977169999999999
1839,1.123,2.654,1.3530000000000002,1.446,1.817,1.582,1.072,1.067,0.158959,0.606093,0.69787
1840,1.118,2.635,1.3430000000000002,1.465,1.77,1.61,1.091,1.044,0.158068,0.602173,0.697856
1841,1.132,2.645,1.357,1.455,1.779,1.596,1.067,1.03,0.158159,0.597491,0.6979359999999999
1842,1.128,2.6210000000000004,1.362,1.469,1.802,1.587,1.114,1.03,0.157167,0.591846,0.6977439999999999
1843,1.114,2.631,1.352,1.446,1.765,1.638,1.114,0.988,0.156115,0.587381,0.697763
1844,1.165,2.654,1.352,1.455,1.784,1.582,1.095,0.988,0.155792,0.585237,0.697772
1845,1.123,2.64,1.366,1.446,1.788,1.666,1.072,0.992,0.155395,0.582674,0.697965
1846,1.156,0.0,1.366,1.4509999999999998,1.807,1.6569999999999998,1.067,1.044,0.155119,0.5784729999999999,0.697548
1847,1.165,2.603,1.352,1.54,1.774,1.662,1.072,1.034,0.154776,0.573802,0.6975159999999999
1848,1.137,2.617,1.385,1.4980000000000002,1.779,1.695,1.034,0.983,0.154064,0.5687939999999999,0.6974619999999999
1849,1.128,2.5980000000000003,1.3430000000000002,1.4409999999999998,1.798,1.69,1.1,0.988,0.15465299999999998,0.5648479999999999,0.6974029999999999
1850,1.114,2.579,1.348,1.493,1.784,1.704,1.114,1.016,0.15449100000000002,0.563042,0.697541
1851,1.189,2.617,1.408,1.5119999999999998,1.817,1.676,1.128,1.03,0.154632,0.5593739999999999,0.697546
1852,1.114,2.589,1.3430000000000002,1.474,1.774,1.638,1.105,1.002,0.154581,0.5554399999999999,0.6974579999999999
1853,1.123,2.5980000000000003,1.315,1.4509999999999998,1.779,1.652,1.063,1.011,0.154203,0.550334,0.697071
1854,1.105,2.584,1.394,1.4409999999999998,1.765,1.681,1.114,1.006,0.152828,0.5456270000000001,0.6969989999999999
1855,1.123,2.57,1.385,1.479,1.774,1.681,1.063,0.997,0.153301,0.542952,0.696762
1856,1.128,2.575,1.371,1.479,1.793,1.7180000000000002,1.091,1.02,0.153778,0.539474,0.697294
1857,1.128,2.589,1.371,1.4369999999999998,1.727,1.751,1.118,1.02,0.153887,0.534157,0.697171
1858,1.11,2.57,1.358,1.4980000000000002,1.727,1.681,1.077,1.039,0.155704,0.528864,0.696093
1859,1.1,2.575,1.371,1.465,1.779,1.7180000000000002,1.11,1.011,0.154563,0.523949,0.69727
1860,1.114,2.575,1.371,1.521,1.788,1.699,1.091,0.997,0.157476,0.521242,0.6954619999999999
1861,1.1,2.575,1.362,1.455,1.793,1.741,1.119,1.025,0.158271,0.5187149999999999,0.69576
1862,1.128,2.6210000000000004,1.32,1.4509999999999998,1.77,1.723,1.114,0.983,0.159295,0.514885,0.696893
1863,1.11,2.575,1.385,1.455,1.765,1.695,1.119,1.03,0.159743,0.510223,0.696687
1864,1.128,2.57,1.32,1.4369999999999998,1.741,1.695,1.137,1.011,0.158948,0.505418,0.697751
1865,1.118,2.57,1.362,1.507,1.746,1.746,1.091,1.095,0.158956,0.499141,0.697738
1866,1.137,2.5380000000000003,1.358,1.4369999999999998,1.732,1.704,1.11,1.03,0.161149,0.495682,0.697777
1867,1.123,2.5660000000000003,1.352,1.46,1.751,1.69,1.114,1.053,0.16586099999999998,0.492813,0.6961419999999999
1868,1.123,2.579,1.358,1.446,1.746,1.727,1.11,1.011,0.167196,0.488943,0.6961579999999999
1869,1.11,2.552,1.311,1.4509999999999998,1.77,1.666,1.123,1.114,0.167569,0.484818,0.696393
1870,1.1,2.552,1.358,1.404,1.737,1.709,1.123,1.058,0.167273,0.480128,0.6966209999999999
1871,1.1,2.556,1.329,1.413,1.737,1.704,1.146,1.03,0.166323,0.475293,0.697635
1872,1.105,2.542,1.3430000000000002,1.399,1.746,1.666,1.142,1.034,0.168037,0.471471,0.6975
1873,1.11,2.528,1.287,1.423,1.732,1.699,1.118,1.086,0.168184,0.467008,0.697634
1874,1.146,2.57,1.371,1.4369999999999998,1.727,1.685,1.165,1.053,0.168154,0.463454,0.697765
1875,1.146,2.533,1.339,1.371,1.737,1.61,1.156,1.063,0.169463,0.46061,0.697367
1876,1.091,2.547,1.2919999999999998,1.38,1.704,1.615,1.146,1.039,0.169012,0.456882,0.6966319999999999
1877,1.095,2.514,1.329,1.366,1.751,1.676,1.146,1.0490000000000002,0.169317,0.454213,0.6971959999999999
1878,1.072,2.528,1.25,1.38,1.723,1.685,1.165,1.063,0.170787,0.449404,0.697275
1879,1.081,2.528,1.32,1.348,1.737,1.587,1.217,1.0490000000000002,0.171497,0.443899,0.696448
1880,1.119,2.495,1.311,1.357,1.699,1.554,1.1840000000000002,1.044,0.17269,0.439701,0.696402
1881,1.086,2.519,1.245,1.39,1.723,1.5730000000000002,1.151,1.044,0.17039200000000002,0.43381,0.698197
1882,1.1,2.524,1.2919999999999998,1.3430000000000002,1.709,1.605,1.146,1.053,0.170489,0.430004,0.698331
1883,1.11,2.5,1.329,1.408,1.69,1.591,1.207,1.053,0.170741,0.425765,0.698642
1884,1.123,2.495,1.259,1.362,1.685,1.676,1.175,1.0490000000000002,0.172242,0.422332,0.6980569999999999
1885,1.123,2.5,1.236,1.348,1.69,1.638,1.193,1.095,0.174309,0.418279,0.697027
1886,1.123,2.491,1.25,1.329,1.681,1.662,1.137,1.081,0.17511,0.413325,0.696866
1887,1.1,2.533,1.268,1.339,1.6569999999999998,1.648,1.203,1.077,0.174277,0.407967,0.6981399999999999
1888,1.114,2.505,1.231,1.358,1.652,1.727,1.1840000000000002,1.095,0.176952,0.403739,0.697101
1889,1.11,2.467,1.268,1.329,1.662,1.634,1.156,1.105,0.178549,0.40012,0.696759
1890,1.091,2.5,1.198,1.3430000000000002,1.671,1.681,1.189,1.086,0.17941,0.395622,0.6968989999999999
1891,1.137,2.472,1.207,1.278,1.648,1.802,1.212,1.081,0.180495,0.391645,0.697549
1892,1.095,2.472,1.2819999999999998,1.339,1.624,1.727,1.259,1.095,0.180604,0.387779,0.6972189999999999
1893,1.151,2.477,1.287,1.3430000000000002,1.676,1.788,1.179,1.086,0.182267,0.383965,0.6973969999999999
1894,1.105,2.509,1.2819999999999998,1.329,1.615,1.737,1.25,1.118,0.183721,0.379931,0.6972579999999999
1895,1.11,2.467,1.217,1.315,1.6569999999999998,1.648,1.24,1.105,0.183723,0.375946,0.697572
1896,1.123,2.486,1.189,1.278,1.601,1.709,1.198,1.077,0.184099,0.370945,0.697255
1897,1.161,2.514,1.254,1.315,1.6569999999999998,1.662,1.25,1.105,0.184955,0.366622,0.697306
1898,1.123,2.463,1.207,1.245,1.577,1.681,1.259,1.11,0.185939,0.363085,0.697127
1899,1.123,2.4530000000000003,1.231,1.287,1.5630000000000002,1.596,1.236,1.119,0.186406,0.359067,0.69685
1900,1.156,2.467,1.189,1.2819999999999998,1.634,1.652,1.245,1.11,0.1872,0.354598,0.696966
1901,1.137,2.439,1.226,1.25,1.61,1.643,1.254,1.114,0.187599,0.350648,0.696927
1902,1.123,2.486,1.193,1.231,1.587,1.662,1.231,1.137,0.187861,0.347008,0.696969
1903,1.114,2.481,1.1840000000000002,1.212,1.601,1.634,1.259,1.114,0.18825,0.342685,0.6966439999999999
1904,1.118,2.477,1.226,1.193,1.5730000000000002,1.643,1.2919999999999998,1.128,0.188446,0.339501,0.6968249999999999
