,timestamp,R1,RSS1,R2,RSS2,R3,RSS3,R4,RSS4,R5,RSS5,R6,RSS6,R7,RSS7,R8,RSS8,X_M1,Y_M1,Z_M1,X_M2,Y_M2,Z_M2,X_M3,Y_M3,Z_M3,X_M4,Y_M4,Z_M4,X_M5,Y_M5,Z_M5,Unnamed: 32,Unnamed: 33,Unnamed: 34
0,1540477713.67978,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,-0.9052120000000001,-0.807988,0.41413999999999995,-0.885842,-0.8945069999999999,0.413062,-0.721445,-0.915927,0.414962,-0.687675,-0.72223,0.420155,-0.78978,-0.830583,0.592514,,,
1,1540477713.7297099,1.38,-85,1.081,-80,0.872,-84,1.5119999999999998,-79,2.364,-87,3.123,-84,2.855,-88,2.046,-87,-0.90555,-0.802688,0.41440200000000005,-0.886972,-0.889115,0.412919,-0.724062,-0.914587,0.414912,-0.685102,-0.721205,0.42027600000000004,-0.789146,-0.826311,0.592721,,,
2,1540477713.7797198,1.371,-81,1.053,-81,0.88,-81,1.526,-80,2.3409999999999997,-83,3.109,-85,2.8369999999999997,-88,2.032,-87,-0.9043770000000001,-0.7964479999999999,0.41443100000000005,-0.8887229999999999,-0.884094,0.413317,-0.726163,-0.913532,0.415092,-0.68223,-0.721554,0.42015600000000003,-0.78969,-0.824517,0.592882,,,
3,1540477713.82973,1.3619999999999999,-81,1.053,-80,0.88,-81,1.521,-80,2.336,-83,3.095,-85,2.855,-87,2.036,-87,-0.903781,-0.79063,0.414396,-0.8899360000000001,-0.879287,0.41280500000000003,-0.729158,-0.9123950000000001,0.415191,-0.679813,-0.7218140000000001,0.420021,-0.788741,-0.8196620000000001,0.592783,,,
4,1540477713.87973,1.2919999999999998,-81,1.072,-80,0.894,-80,1.53,-79,2.336,-84,3.085,-85,2.865,-87,2.008,-86,-0.903122,-0.784896,0.41470500000000005,-0.892116,-0.8728469999999999,0.41350200000000004,-0.7310399999999999,-0.9109,0.41497399999999995,-0.6772699999999999,-0.72232,0.42035200000000006,-0.788674,-0.817692,0.592707,,,
5,1540477713.92972,1.3430000000000002,-83,1.03,-81,0.9079999999999999,-83,1.54,-80,2.3409999999999997,-83,3.1039999999999996,-85,2.841,-91,2.013,-92,-0.9019,-0.780409,0.41487399999999997,-0.8938450000000001,-0.868353,0.414101,-0.733269,-0.9105530000000001,0.41508999999999996,-0.6745899999999999,-0.723134,0.419936,-0.788114,-0.816103,0.593275,,,
6,1540477713.9797099,1.3519999999999999,-83,1.058,-81,0.955,-83,1.5590000000000002,-80,2.345,-83,3.1180000000000003,-85,2.804,-89,1.943,-86,-0.901058,-0.773928,0.414862,-0.89479,-0.86246,0.414146,-0.7356199999999999,-0.908885,0.41503900000000005,-0.671172,-0.723159,0.419925,-0.788218,-0.813,0.592735,,,
7,1540477714.02971,1.348,-82,1.03,-81,0.867,-80,1.484,-79,2.345,-83,3.095,-85,2.8139999999999996,-88,1.919,-86,-0.899292,-0.768629,0.414997,-0.895812,-0.857665,0.41420100000000004,-0.738078,-0.9079889999999999,0.41484899999999997,-0.668571,-0.724406,0.41994,-0.7876989999999999,-0.810772,0.593175,,,
8,1540477714.07971,1.32,-82,1.0390000000000001,-81,0.8859999999999999,-80,1.507,-81,2.331,-83,3.1180000000000003,-86,2.8,-88,1.891,-87,-0.898343,-0.7634989999999999,0.41543599999999997,-0.897108,-0.8518450000000001,0.414966,-0.73974,-0.9070219999999999,0.41451800000000005,-0.6662710000000001,-0.724862,0.42006899999999997,-0.787601,-0.809579,0.592569,,,
9,1540477714.12971,1.306,-81,1.081,-80,0.8759999999999999,-80,1.4880000000000002,-80,2.3409999999999997,-86,3.0989999999999998,-88,2.818,-88,1.886,-85,-0.896126,-0.757951,0.41536899999999993,-0.8966959999999999,-0.845972,0.41432700000000006,-0.742332,-0.905774,0.414663,-0.6635949999999999,-0.725875,0.420354,-0.786729,-0.806818,0.592919,,,
10,1540477714.17974,1.348,-81,1.0490000000000002,-80,0.862,-81,1.479,-82,2.322,-84,3.0989999999999998,-89,2.804,-89,1.891,-85,-0.89387,-0.751704,0.41533000000000003,-0.8972100000000001,-0.8404280000000001,0.414287,-0.74475,-0.904392,0.414994,-0.660961,-0.726989,0.419969,-0.7858069999999999,-0.803232,0.5934689999999999,,,
11,1540477714.2297099,1.325,-81,1.077,-81,0.843,-80,1.4509999999999998,-80,2.35,-84,3.127,-88,2.795,-89,1.835,-86,-0.892609,-0.746844,0.41559799999999997,-0.897309,-0.83452,0.414505,-0.746685,-0.9026799999999999,0.415216,-0.658602,-0.7276630000000001,0.420231,-0.7852939999999999,-0.8021,0.5931420000000001,,,
12,1540477714.27976,1.287,-81,1.081,-80,0.8390000000000001,-80,1.423,-80,2.331,-84,3.085,-89,2.772,-90,1.835,-84,-0.890072,-0.741147,0.41587299999999994,-0.89764,-0.8294590000000001,0.414917,-0.748675,-0.9013610000000001,0.41496000000000005,-0.6557,-0.7286779999999999,0.420199,-0.784188,-0.797737,0.593481,,,
13,1540477714.32972,1.329,-81,1.058,-80,0.872,-80,1.4269999999999998,-80,2.3169999999999997,-84,3.113,-87,2.79,-89,1.849,-84,-0.8880459999999999,-0.736186,0.41567299999999996,-0.897684,-0.824018,0.414662,-0.750795,-0.9002040000000001,0.41485600000000006,-0.652699,-0.72943,0.420328,-0.783702,-0.7962239999999999,0.593019,,,
14,1540477714.37977,1.278,-81,1.034,-80,0.8390000000000001,-80,1.474,-81,2.336,-85,3.085,-88,2.753,-92,1.817,-84,-0.8856290000000001,-0.731425,0.41607299999999997,-0.8978200000000001,-0.8195879999999999,0.415153,-0.7531899999999999,-0.899294,0.41489899999999996,-0.651093,-0.730402,0.420392,-0.782493,-0.794299,0.593294,,,
15,1540477714.42972,1.301,-82,1.0859999999999999,-80,0.862,-80,1.4269999999999998,-80,2.359,-85,3.1039999999999996,-87,2.753,-88,1.8530000000000002,-83,-0.882975,-0.726003,0.41632600000000003,-0.8978959999999999,-0.813207,0.41520200000000007,-0.75579,-0.896333,0.41548199999999996,-0.648623,-0.732734,0.420047,-0.779809,-0.7899430000000001,0.593931,,,
16,1540477714.47968,1.311,-82,1.072,-80,0.82,-81,1.4369999999999998,-81,2.289,-87,3.113,-88,2.7289999999999996,-91,1.835,-83,-0.879683,-0.7208,0.41636899999999993,-0.897084,-0.807279,0.415121,-0.756744,-0.895265,0.41488800000000003,-0.645621,-0.734376,0.41993400000000003,-0.780311,-0.789343,0.593609,,,
17,1540477714.5297198,1.339,-81,1.044,-80,0.815,-80,1.465,-79,2.3409999999999997,-85,3.0989999999999998,-89,2.739,-88,1.817,-84,-0.8761389999999999,-0.714188,0.416555,-0.8973479999999999,-0.800463,0.41553500000000004,-0.760305,-0.8938290000000001,0.414996,-0.642792,-0.7362989999999999,0.420073,-0.7790560000000001,-0.786799,0.594022,,,
18,1540477714.57978,1.334,-81,1.058,-80,0.792,-81,1.4980000000000002,-79,2.336,-86,3.0660000000000003,-90,2.7060000000000004,-89,1.798,-83,-0.872251,-0.7071930000000001,0.416836,-0.897445,-0.792665,0.416062,-0.764834,-0.891809,0.41519300000000003,-0.639658,-0.7405510000000001,0.420072,-0.77849,-0.784493,0.593888,,,
19,1540477714.62972,1.329,-83,1.077,-80,0.773,-80,1.469,-79,2.3080000000000003,-92,3.0189999999999997,-92,2.715,-91,1.807,-84,-0.8677290000000001,-0.7014279999999999,0.41720799999999997,-0.8965129999999999,-0.7855439999999999,0.41677299999999995,-0.767732,-0.8901309999999999,0.415368,-0.63695,-0.74353,0.41993,-0.777383,-0.782979,0.593932,,,
20,1540477714.67972,1.3530000000000002,-82,1.053,-81,0.797,-80,1.413,-79,2.322,-87,3.0010000000000003,-89,2.7569999999999997,-90,1.784,-83,-0.862927,-0.695837,0.417358,-0.894284,-0.7785,0.416764,-0.770602,-0.888813,0.415476,-0.633959,-0.746628,0.420213,-0.7748970000000001,-0.780401,0.594274,,,
21,1540477714.7297802,1.329,-83,1.03,-80,0.8109999999999999,-80,1.4880000000000002,-79,2.312,-87,2.935,-89,2.7430000000000003,-90,1.7930000000000001,-83,-0.858251,-0.689914,0.41746099999999997,-0.893084,-0.771562,0.41685,-0.7743720000000001,-0.886682,0.415512,-0.631636,-0.752686,0.419629,-0.773297,-0.777637,0.594655,,,
