,timestamp,R1,RSS1,R2,RSS2,R3,RSS3,R4,RSS4,R5,RSS5,R6,RSS6,R7,RSS7,R8,RSS8,X_M1,Y_M1,Z_M1,X_M2,Y_M2,Z_M2,X_M3,Y_M3,Z_M3,X_M4,Y_M4,Z_M4,X_M5,Y_M5,Z_M5,Unnamed: 32,Unnamed: 33,Unnamed: 34
10,1540477928.3106802,1.339,-81,2.725,-89,1.465,-82,1.371,-80,1.7180000000000002,-85,1.413,-80,1.02,-82,1.179,-82,0.467545,0.577437,0.437327,0.44746899999999995,0.6637930000000001,0.438561,0.283227,0.685547,0.439512,0.248522,0.492946,0.43872,0.34887399999999996,0.593105,0.615058,,,
11,1540477928.36077,1.357,-83,2.725,-87,1.4369999999999998,-81,1.371,-80,1.676,-81,1.446,-81,0.983,-80,1.1840000000000002,-81,0.465505,0.574418,0.43755,0.44302299999999994,0.660034,0.43874300000000005,0.277952,0.677017,0.43921000000000004,0.248772,0.48328699999999997,0.43800500000000003,0.345929,0.5868939999999999,0.6151939999999999,,,
12,1540477928.4107401,1.339,-81,2.72,-88,1.4509999999999998,-81,1.432,-80,1.666,-82,1.38,-81,0.955,-80,1.175,-80,0.463351,0.572792,0.43766400000000005,0.440984,0.658666,0.438321,0.27635,0.676094,0.438449,0.24706999999999998,0.48247700000000004,0.438367,0.343306,0.586345,0.615105,,,
13,1540477928.46077,1.329,-82,2.701,-86,1.4409999999999998,-80,1.399,-80,1.662,-81,1.38,-80,0.955,-80,1.198,-81,0.463692,0.571153,0.437438,0.44215299999999996,0.6572680000000001,0.437964,0.277345,0.675937,0.438283,0.24670599999999998,0.482554,0.43913199999999997,0.34465500000000004,0.58678,0.614929,,,
14,1540477928.51069,1.348,-81,2.7060000000000004,-88,1.465,-81,1.4180000000000001,-80,1.6480000000000001,-81,1.3940000000000001,-80,0.9640000000000001,-80,1.226,-80,0.46538100000000004,0.5686060000000001,0.43686499999999995,0.44272100000000003,0.6541279999999999,0.43729300000000004,0.27752899999999997,0.671026,0.438352,0.249573,0.477548,0.43941800000000003,0.34649800000000003,0.582695,0.61483,,,
15,1540477928.56072,1.339,-81,2.7289999999999996,-92,1.4080000000000001,-84,1.4080000000000001,-83,1.671,-82,1.413,-81,0.9690000000000001,-80,1.198,-81,0.46657299999999996,0.563824,0.43666400000000005,0.443007,0.649161,0.43713,0.277733,0.664586,0.43858400000000003,0.250546,0.47094899999999995,0.439246,0.346934,0.576762,0.614827,,,
16,1540477928.61074,1.357,-83,2.7430000000000003,-88,1.535,-83,1.4369999999999998,-83,1.699,-85,1.432,-81,0.992,-80,1.17,-82,0.464358,0.559473,0.436795,0.43982299999999996,0.644204,0.437313,0.274328,0.656978,0.43824300000000005,0.250181,0.462761,0.439115,0.345242,0.570534,0.614453,,,
17,1540477928.6607301,1.315,-81,2.72,-86,1.469,-81,1.4180000000000001,-81,1.652,-81,1.3940000000000001,-81,1.011,-80,1.193,-81,0.462405,0.55562,0.43695500000000004,0.436737,0.640265,0.43738999999999995,0.271768,0.652512,0.437712,0.24868600000000002,0.45752200000000004,0.438594,0.34220300000000003,0.566094,0.6145189999999999,,,
18,1540477928.71074,1.334,-81,2.72,-86,1.4269999999999998,-80,1.38,-81,1.6380000000000001,-82,1.455,-81,0.983,-80,1.217,-81,0.46127399999999996,0.552489,0.437144,0.435277,0.637285,0.43724799999999997,0.270681,0.649204,0.43775699999999995,0.24832100000000001,0.45426000000000005,0.43865,0.341206,0.56307,0.614464,,,
19,1540477928.76073,1.325,-81,2.725,-86,1.4080000000000001,-80,1.4180000000000001,-83,1.643,-81,1.39,-82,1.067,-80,1.24,-82,0.462279,0.549341,0.436414,0.43662,0.633849,0.43684399999999995,0.271175,0.645138,0.437644,0.24959299999999998,0.45064499999999996,0.43872700000000003,0.34274499999999997,0.5596899999999999,0.614224,,,
20,1540477928.81069,1.325,-84,2.696,-93,1.455,-84,1.455,-83,1.6569999999999998,-82,1.4980000000000002,-81,0.997,-80,1.198,-81,0.46349799999999997,0.544932,0.436514,0.43690100000000004,0.629804,0.43675699999999995,0.271127,0.639844,0.437763,0.25064899999999996,0.44526800000000005,0.438846,0.343639,0.554633,0.614056,,,
21,1540477928.8607,1.325,-81,2.682,-86,1.455,-81,1.371,-83,1.652,-82,1.535,-81,1.0490000000000002,-80,1.217,-81,0.46283900000000006,0.540096,0.4363,0.436287,0.625066,0.43667399999999995,0.270748,0.6340600000000001,0.43741199999999997,0.250781,0.439242,0.43875600000000003,0.343511,0.550235,0.614139,,,
22,1540477928.9107802,1.334,-81,2.668,-86,1.432,-80,1.371,-80,1.615,-81,1.455,-81,1.053,-80,1.146,-81,0.46154799999999996,0.5350050000000001,0.436461,0.435312,0.620092,0.43668199999999996,0.26997899999999997,0.629675,0.437543,0.24964099999999997,0.43464200000000003,0.43860699999999997,0.34168899999999996,0.544439,0.614313,,,
23,1540477928.96068,1.348,-80,2.659,-85,1.4180000000000001,-81,1.385,-80,1.615,-82,1.46,-81,1.0490000000000002,-81,1.175,-81,0.46124799999999994,0.530345,0.43636400000000003,0.434567,0.615002,0.436544,0.269325,0.624743,0.43738299999999997,0.249131,0.430068,0.43839399999999995,0.340871,0.539891,0.6142310000000001,,,
24,1540477929.01069,1.325,-81,2.687,-92,1.432,-85,1.423,-81,1.61,-81,1.521,-81,1.095,-81,1.236,-85,0.461268,0.525408,0.436162,0.434975,0.6099439999999999,0.43660600000000005,0.26976700000000003,0.6197020000000001,0.437159,0.249284,0.42482299999999995,0.438371,0.341911,0.53489,0.613912,,,
25,1540477929.06069,1.376,-84,2.6639999999999997,-89,1.4409999999999998,-82,1.357,-81,1.624,-82,1.469,-81,1.058,-79,1.198,-81,0.461376,0.521166,0.43602700000000005,0.43466000000000005,0.605412,0.436147,0.268997,0.614683,0.437037,0.24996300000000002,0.420303,0.438287,0.341945,0.530038,0.6135229999999999,,,
26,1540477929.11069,1.315,-82,2.654,-85,1.385,-81,1.376,-82,1.6569999999999998,-81,1.5119999999999998,-81,1.072,-79,1.203,-81,0.461139,0.516153,0.43615600000000004,0.43442200000000003,0.600579,0.436145,0.268882,0.6097779999999999,0.43700000000000006,0.24920799999999999,0.415322,0.43838900000000003,0.34131999999999996,0.5251,0.6136159999999999,,,
27,1540477929.1607301,1.334,-81,2.654,-85,1.38,-81,1.3619999999999999,-80,1.6380000000000001,-82,1.53,-81,1.105,-79,1.175,-82,0.460287,0.511207,0.435963,0.433567,0.5958939999999999,0.43623100000000004,0.26795599999999997,0.604819,0.436936,0.24862399999999998,0.41039799999999993,0.437841,0.340665,0.520536,0.613507,,,
28,1540477929.21075,1.3430000000000002,-80,2.668,-85,1.3940000000000001,-80,1.38,-80,1.605,-81,1.554,-81,1.091,-81,1.245,-84,0.459934,0.507269,0.436115,0.432619,0.5918180000000001,0.4365,0.266751,0.600144,0.43672700000000003,0.24787399999999998,0.405458,0.437993,0.33908699999999997,0.515969,0.613466,,,
29,1540477929.26069,1.357,-81,2.654,-85,1.4369999999999998,-82,1.325,-82,1.666,-81,1.568,-82,1.11,-80,1.212,-82,0.458658,0.502599,0.43616000000000005,0.43182299999999996,0.587206,0.43619399999999997,0.266376,0.59592,0.436675,0.24714499999999998,0.40115300000000004,0.437975,0.338737,0.512066,0.613532,,,
30,1540477929.31069,1.315,-80,2.682,-86,1.3659999999999999,-80,1.385,-80,1.587,-82,1.53,-81,1.091,-79,1.165,-81,0.45864799999999994,0.49812399999999996,0.436242,0.431763,0.582757,0.43622799999999995,0.26660900000000004,0.592055,0.43677,0.24654299999999998,0.396955,0.438029,0.339008,0.508215,0.613596,,,
31,1540477929.36078,1.297,-80,2.645,-85,1.385,-80,1.357,-81,1.577,-81,1.5959999999999999,-81,1.081,-79,1.203,-81,0.45941000000000004,0.493726,0.43591,0.432654,0.578437,0.43609499999999995,0.267427,0.587674,0.43689300000000003,0.24794899999999997,0.39255,0.438296,0.33970100000000003,0.503,0.613754,,,
32,1540477929.4111302,1.32,-81,2.65,-87,1.39,-80,1.3519999999999999,-81,1.605,-81,1.5590000000000002,-81,1.091,-79,1.17,-81,0.46101499999999995,0.489124,0.435762,0.434126,0.573454,0.435647,0.26872199999999996,0.582713,0.437148,0.249177,0.387967,0.438562,0.341711,0.498337,0.613866,,,
33,1540477929.46068,1.32,-83,2.645,-91,1.385,-82,1.3430000000000002,-81,1.5630000000000002,-85,1.5490000000000002,-85,1.11,-81,1.226,-84,0.461333,0.48464300000000005,0.43576899999999996,0.43391499999999994,0.569171,0.436022,0.26852600000000004,0.577729,0.437547,0.250234,0.382737,0.438611,0.342173,0.493464,0.614006,,,
34,1540477929.51068,1.306,-83,2.659,-86,1.399,-81,1.358,-81,1.61,-82,1.577,-81,1.105,-79,1.189,-81,0.45965600000000006,0.481571,0.43598400000000004,0.431803,0.565655,0.435884,0.266067,0.572626,0.436986,0.24923499999999998,0.37764000000000003,0.438891,0.33976,0.48916499999999996,0.61403,,,
35,1540477929.56077,1.301,-81,2.64,-85,1.348,-80,1.3430000000000002,-82,1.5590000000000002,-82,1.577,-81,1.105,-79,1.161,-81,0.457808,0.477987,0.436532,0.42963500000000004,0.5620310000000001,0.43648400000000004,0.263972,0.568861,0.43712399999999996,0.247608,0.373578,0.43843699999999997,0.337415,0.48542799999999997,0.6140180000000001,,,
36,1540477929.61068,1.278,-81,2.6260000000000003,-85,1.3659999999999999,-80,1.311,-82,1.5630000000000002,-82,1.5730000000000002,-82,1.077,-79,1.193,-81,0.45663000000000004,0.473991,0.43675299999999995,0.428428,0.55847,0.43673500000000004,0.262782,0.5647270000000001,0.437079,0.246981,0.369267,0.438737,0.336221,0.481675,0.614101,,,
37,1540477929.66068,1.268,-81,2.6310000000000002,-85,1.339,-80,1.306,-82,1.5819999999999999,-81,1.6480000000000001,-81,1.114,-79,1.226,-81,0.456425,0.470096,0.43691899999999995,0.428083,0.5541189999999999,0.43673,0.262198,0.5595829999999999,0.436971,0.247236,0.364237,0.438675,0.33534899999999995,0.47635299999999997,0.614035,,,
38,1540477929.7107,1.306,-81,2.612,-84,1.306,-82,1.334,-86,1.62,-82,1.629,-84,1.146,-80,1.2209999999999999,-83,0.457136,0.464682,0.437029,0.42837299999999995,0.5487390000000001,0.436895,0.262387,0.5532100000000001,0.43733999999999995,0.24848,0.357873,0.438754,0.336179,0.47004300000000004,0.61435,,,
39,1540477929.76069,1.2919999999999998,-81,2.645,-85,1.3530000000000002,-80,1.339,-82,1.615,-81,1.591,-82,1.119,-79,1.207,-81,0.456712,0.459571,0.436909,0.428126,0.54323,0.437238,0.261895,0.5473,0.437726,0.24927,0.35173000000000004,0.43855,0.336458,0.46449300000000004,0.6140479999999999,,,
40,1540477929.81069,1.278,-82,2.64,-85,1.278,-80,1.32,-82,1.62,-81,1.643,-83,1.105,-80,1.217,-81,0.45630600000000004,0.45437799999999995,0.437137,0.426367,0.537859,0.43764899999999995,0.260806,0.541061,0.437655,0.248831,0.345504,0.43820200000000004,0.335414,0.458921,0.614454,,,
41,1540477929.86068,1.287,-81,2.64,-85,1.2919999999999998,-80,1.297,-82,1.61,-82,1.587,-83,1.128,-79,1.193,-81,0.45561199999999996,0.449288,0.437355,0.425839,0.532293,0.437942,0.259849,0.535226,0.437853,0.247877,0.339595,0.438062,0.334429,0.45249700000000004,0.614563,,,
42,1540477929.91076,1.32,-81,2.617,-84,1.3430000000000002,-80,1.315,-87,1.5630000000000002,-81,1.577,-83,1.1,-80,1.203,-83,0.45552700000000007,0.44468,0.437079,0.425263,0.527962,0.43781899999999996,0.25955700000000004,0.530443,0.437852,0.248302,0.334352,0.438043,0.33452800000000005,0.447734,0.614541,,,
43,1540477929.96069,1.297,-84,2.6310000000000002,-85,1.334,-80,1.2819999999999998,-84,1.5730000000000002,-82,1.6380000000000001,-82,1.128,-79,1.226,-82,0.45610500000000004,0.43940200000000007,0.43697700000000006,0.426046,0.523221,0.43752700000000005,0.260329,0.525328,0.43803800000000004,0.24874200000000002,0.329529,0.43783900000000003,0.335467,0.442535,0.6146510000000001,,,
44,1540477930.01069,1.273,-81,2.593,-86,1.301,-80,1.268,-83,1.591,-80,1.535,-82,1.123,-81,1.212,-82,0.455992,0.43525200000000003,0.43663199999999996,0.42586199999999996,0.518342,0.437567,0.26009699999999997,0.520461,0.437911,0.24928000000000003,0.32440399999999997,0.43806000000000006,0.335833,0.438151,0.6143649999999999,,,
45,1540477930.0607,1.306,-81,2.612,-83,1.3530000000000002,-80,1.273,-85,1.5959999999999999,-81,1.601,-85,1.114,-81,1.212,-81,0.45598999999999995,0.431408,0.436892,0.4257,0.51464,0.43781800000000004,0.259639,0.51636,0.43770699999999996,0.249281,0.32095300000000004,0.43796599999999997,0.335642,0.43468,0.613872,,,
46,1540477930.11076,1.25,-81,2.6310000000000002,-84,1.2919999999999998,-79,1.25,-84,1.591,-80,1.516,-83,1.1320000000000001,-80,1.193,-81,0.455667,0.42702399999999996,0.437018,0.424911,0.5099229999999999,0.43747700000000006,0.259635,0.5117659999999999,0.437857,0.24903699999999998,0.315911,0.43813599999999997,0.336044,0.430019,0.613905,,,
47,1540477930.1607099,1.25,-84,2.6639999999999997,-84,1.32,-80,1.264,-85,1.591,-82,1.5590000000000002,-86,1.119,-83,1.2309999999999999,-82,0.45599399999999995,0.42162200000000005,0.43705600000000006,0.425116,0.504737,0.43764,0.259556,0.505781,0.43808400000000003,0.249822,0.310025,0.43808400000000003,0.335713,0.42395900000000003,0.614484,,,
48,1540477930.21075,1.311,-81,2.6310000000000002,-84,1.306,-80,1.25,-87,1.535,-81,1.526,-83,1.11,-81,1.25,-80,0.456121,0.41656800000000005,0.436749,0.42497299999999993,0.49963100000000005,0.437514,0.259275,0.499855,0.438101,0.25056100000000003,0.303951,0.438054,0.335807,0.41808599999999996,0.6144930000000001,,,
49,1540477930.26074,1.301,-83,2.617,-84,1.236,-79,1.217,-85,1.5630000000000002,-80,1.587,-83,1.128,-81,1.254,-81,0.456504,0.41153100000000004,0.436899,0.424691,0.494116,0.43748000000000004,0.259432,0.493963,0.438028,0.250842,0.298431,0.437788,0.336154,0.41224799999999995,0.614412,,,
50,1540477930.3107,1.273,-87,2.6260000000000003,-85,1.297,-79,1.1840000000000002,-84,1.535,-81,1.4880000000000002,-84,1.091,-81,1.2590000000000001,-81,0.45620600000000006,0.40633,0.436856,0.424447,0.48876800000000004,0.437645,0.259013,0.48845600000000006,0.43790500000000004,0.251151,0.29272600000000004,0.43787,0.335748,0.406953,0.614113,,,
51,1540477930.36071,1.2919999999999998,-81,2.589,-85,1.264,-79,1.1840000000000002,-85,1.577,-81,1.469,-90,1.175,-81,1.334,-84,0.456211,0.401419,0.436881,0.42470600000000003,0.483937,0.43767700000000004,0.259035,0.48419799999999996,0.437957,0.250711,0.288356,0.43766099999999997,0.335404,0.40186700000000003,0.614487,,,
52,1540477930.4107,1.325,-86,2.575,-86,1.287,-80,1.156,-85,1.5490000000000002,-80,1.4180000000000001,-84,1.146,-80,1.24,-81,0.457397,0.394842,0.43674300000000005,0.42656000000000005,0.47801899999999997,0.437821,0.261029,0.479753,0.438507,0.25079,0.283761,0.437489,0.337186,0.396857,0.6144970000000001,,,
53,1540477930.4607198,1.2919999999999998,-82,2.575,-85,1.254,-79,1.165,-85,1.5490000000000002,-80,1.4040000000000001,-84,1.114,-81,1.217,-82,0.45801099999999995,0.390263,0.436641,0.42678,0.47308500000000003,0.437626,0.26164299999999996,0.474815,0.43814200000000003,0.251623,0.27858099999999997,0.43782600000000005,0.337647,0.392016,0.614522,,,
54,1540477930.5107,1.32,-82,2.5789999999999997,-84,1.264,-79,1.17,-88,1.521,-80,1.4369999999999998,-84,1.156,-80,1.2590000000000001,-81,0.457833,0.385571,0.43662399999999996,0.426375,0.468577,0.43752700000000005,0.261347,0.47050699999999995,0.43810200000000005,0.250839,0.273969,0.43768900000000005,0.336823,0.387317,0.614062,,,
55,1540477930.56069,1.325,-83,2.603,-84,1.254,-79,1.1320000000000001,-88,1.5590000000000002,-80,1.423,-84,1.165,-80,1.2209999999999999,-81,0.457165,0.380783,0.436508,0.426724,0.463791,0.43731400000000004,0.260876,0.46531999999999996,0.43790100000000004,0.25011500000000003,0.27026,0.437589,0.336737,0.383277,0.614064,,,
56,1540477930.6107,1.329,-81,2.6310000000000002,-87,1.189,-79,1.137,-85,1.535,-80,1.455,-90,1.1420000000000001,-82,1.2919999999999998,-84,0.45777700000000004,0.375704,0.436579,0.427746,0.45929899999999996,0.43728100000000003,0.262141,0.461875,0.438067,0.250082,0.26653899999999997,0.43762700000000004,0.337231,0.379299,0.614051,,,
57,1540477930.6607301,1.339,-82,2.589,-84,1.25,-79,1.123,-87,1.54,-80,1.385,-85,1.165,-80,1.24,-81,0.457952,0.37049099999999996,0.436356,0.428325,0.454054,0.437341,0.262524,0.457477,0.437958,0.24991300000000002,0.261943,0.437842,0.337654,0.373781,0.61428,,,
58,1540477930.71069,1.2919999999999998,-82,2.5469999999999997,-84,1.189,-79,1.123,-85,1.568,-80,1.39,-84,1.1420000000000001,-80,1.24,-81,0.457678,0.365298,0.43628500000000003,0.42790100000000003,0.448999,0.43709499999999996,0.262233,0.45252700000000007,0.437903,0.24937600000000001,0.257203,0.43736099999999994,0.33718400000000004,0.368896,0.6140869999999999,,,
59,1540477930.76078,1.329,-82,2.556,-87,1.1840000000000002,-79,1.095,-87,1.54,-80,1.38,-85,1.203,-82,1.25,-81,0.45756099999999994,0.360141,0.436438,0.428116,0.44371700000000003,0.437017,0.26252,0.44759,0.43791,0.249023,0.25195300000000004,0.437292,0.336866,0.363323,0.614364,,,
60,1540477930.8107,1.297,-83,2.5839999999999996,-84,1.2309999999999999,-79,1.114,-85,1.526,-80,1.38,-85,1.193,-80,1.2209999999999999,-81,0.457912,0.35488000000000003,0.43629799999999996,0.428708,0.43850500000000003,0.437154,0.263355,0.442651,0.437879,0.24889499999999998,0.247379,0.43737,0.337582,0.359032,0.614009,,,
61,1540477930.8607302,1.325,-86,2.612,-90,1.17,-79,1.091,-91,1.5730000000000002,-80,1.39,-91,1.2309999999999999,-81,1.2819999999999998,-81,0.45829899999999996,0.349957,0.436032,0.429166,0.43363500000000005,0.43689399999999995,0.26357600000000003,0.438461,0.43775200000000003,0.249165,0.24335199999999998,0.43740500000000004,0.337748,0.354524,0.6141989999999999,,,
62,1540477930.91076,1.306,-81,2.57,-84,1.212,-79,1.081,-85,1.53,-81,1.385,-85,1.2209999999999999,-81,1.2209999999999999,-82,0.45822399999999996,0.34518499999999996,0.435828,0.429375,0.429238,0.43676800000000005,0.26392,0.434587,0.43763199999999997,0.248745,0.239344,0.437457,0.338025,0.350858,0.6138170000000001,,,
63,1540477930.9607,1.278,-82,2.57,-84,1.245,-79,1.091,-84,1.5119999999999998,-80,1.46,-85,1.1840000000000002,-80,1.25,-81,0.45812700000000006,0.338538,0.435722,0.431096,0.42291899999999993,0.436537,0.265375,0.43102299999999993,0.43727299999999997,0.246292,0.236352,0.43757299999999993,0.338231,0.34588,0.613678,,,
64,1540477931.01075,1.278,-81,2.575,-84,1.25,-79,1.058,-84,1.479,-80,1.4040000000000001,-86,1.24,-80,1.245,-81,0.458113,0.330938,0.435692,0.433374,0.416311,0.436687,0.26774000000000003,0.428947,0.43713500000000005,0.243997,0.234948,0.43731899999999996,0.33811199999999997,0.341298,0.613854,,,
65,1540477931.06078,1.301,-81,2.5660000000000003,-85,1.226,-78,1.1179999999999999,-86,1.4980000000000002,-80,1.4040000000000001,-84,1.268,-83,1.273,-82,0.45826400000000006,0.324396,0.435647,0.43513500000000005,0.410438,0.436497,0.27015900000000004,0.426087,0.43709799999999993,0.24244200000000002,0.232652,0.43733500000000003,0.338783,0.33758299999999997,0.6138560000000001,,,
66,1540477931.1107,1.311,-84,2.57,-87,1.156,-81,1.137,-85,1.484,-80,1.432,-83,1.236,-82,1.25,-81,0.457239,0.318177,0.43541,0.435284,0.40434699999999996,0.436125,0.27084899999999995,0.422781,0.437097,0.240643,0.22898000000000002,0.437579,0.338565,0.33318000000000003,0.613387,,,
67,1540477931.16079,1.268,-81,2.528,-85,1.17,-79,1.2209999999999999,-82,1.4409999999999998,-81,1.4509999999999998,-83,1.217,-80,1.2590000000000001,-81,0.456746,0.311475,0.435462,0.436486,0.397756,0.436454,0.27218000000000003,0.418533,0.43730600000000003,0.238697,0.224967,0.43732600000000005,0.33826300000000004,0.328056,0.6132,,,
68,1540477931.2107,1.301,-80,2.542,-85,1.1840000000000002,-79,1.193,-82,1.469,-81,1.53,-83,1.24,-81,1.2590000000000001,-81,0.456375,0.303782,0.435438,0.437644,0.390728,0.436521,0.273591,0.414448,0.437409,0.23627399999999998,0.22221799999999997,0.437283,0.33813899999999997,0.322594,0.613372,,,
69,1540477931.2607,1.278,-81,2.5789999999999997,-85,1.207,-79,1.2209999999999999,-81,1.465,-81,1.516,-82,1.2309999999999999,-80,1.236,-80,0.45609399999999994,0.29772,0.435428,0.43849,0.385418,0.436463,0.274593,0.41118000000000005,0.43743000000000004,0.235156,0.219204,0.437115,0.338296,0.318155,0.6134930000000001,,,
70,1540477931.3107,1.287,-80,2.5380000000000003,-87,1.165,-80,1.203,-82,1.4880000000000002,-81,1.5959999999999999,-87,1.301,-80,1.25,-83,0.45527700000000004,0.290682,0.43511099999999997,0.439245,0.377737,0.436817,0.275997,0.407005,0.437454,0.23248000000000002,0.21552,0.43702399999999997,0.33751,0.312521,0.613294,,,
71,1540477931.3607,1.306,-81,2.57,-85,1.175,-80,1.179,-81,1.5019999999999998,-81,1.507,-82,1.264,-82,1.306,-80,0.45473900000000006,0.283798,0.43528999999999995,0.439518,0.37141799999999997,0.436605,0.27677399999999996,0.402742,0.43739799999999995,0.23019699999999998,0.21238600000000002,0.437159,0.336831,0.307475,0.613376,,,
72,1540477931.41076,1.2819999999999998,-80,2.556,-84,1.1420000000000001,-79,1.217,-80,1.465,-80,1.5959999999999999,-82,1.2209999999999999,-81,1.2919999999999998,-80,0.454564,0.277309,0.43554499999999996,0.440201,0.365169,0.436623,0.278366,0.399856,0.43763599999999997,0.22802600000000003,0.210326,0.437055,0.336044,0.302833,0.613574,,,
73,1540477931.4607801,1.287,-81,2.552,-85,1.203,-79,1.165,-80,1.4509999999999998,-82,1.516,-82,1.25,-82,1.287,-80,0.45275699999999997,0.270818,0.435331,0.44054099999999996,0.358871,0.43673900000000004,0.279404,0.396644,0.437346,0.225644,0.207867,0.43699499999999997,0.33549,0.298799,0.613455,,,
74,1540477931.51078,1.301,-80,2.5469999999999997,-84,1.161,-79,1.151,-80,1.474,-80,1.54,-82,1.254,-84,1.358,-79,0.451233,0.264225,0.43557299999999993,0.440416,0.35238,0.43652399999999997,0.280199,0.392602,0.43746199999999996,0.223531,0.204923,0.43692200000000003,0.33408699999999997,0.293829,0.613451,,,
75,1540477931.56077,1.278,-83,2.593,-88,1.1420000000000001,-80,1.156,-82,1.474,-82,1.544,-82,1.245,-82,1.264,-80,0.449992,0.25750700000000004,0.43524300000000005,0.44120600000000004,0.34573400000000004,0.43653800000000004,0.281407,0.388857,0.43764,0.22146799999999997,0.202409,0.4368,0.334326,0.288815,0.613173,,,
76,1540477931.61074,1.287,-80,2.542,-85,1.161,-79,1.189,-80,1.4509999999999998,-81,1.554,-81,1.273,-81,1.301,-80,0.448495,0.250697,0.435284,0.44078500000000004,0.339192,0.43623,0.28278000000000003,0.38545300000000005,0.43752399999999997,0.219018,0.20033,0.436985,0.33363000000000004,0.28492399999999996,0.613263,,,
77,1540477931.6607301,1.254,-80,2.524,-84,1.128,-79,1.128,-79,1.455,-81,1.4880000000000002,-82,1.264,-81,1.2819999999999998,-79,0.446432,0.244155,0.43510200000000004,0.440838,0.332098,0.436129,0.283224,0.381812,0.43749499999999997,0.216598,0.19777899999999998,0.43681400000000004,0.332374,0.28038,0.6130939999999999,,,
