,timestamp,R1,RSS1,R2,RSS2,R3,RSS3,R4,RSS4,R5,RSS5,R6,RSS6,R7,RSS7,R8,RSS8,X_M1,Y_M1,Z_M1,X_M2,Y_M2,Z_M2,X_M3,Y_M3,Z_M3,X_M4,Y_M4,Z_M4
0,1541175798,3.989,-88,1.2590000000000001,-80,3.09,-84,3.3710000000000004,-83,3.3989999999999996,-85,2.617,-83,2.153,-82,1.9569999999999999,-83,-1.2974,0.39815500000000004,-0.023503599999999996,-1.3641299999999998,0.393444,0.0651495,-1.45433,0.392113,-0.000263227,-1.38812,0.394352,-0.08784639999999999
1,1541175798,3.984,-88,1.268,-80,3.095,-84,3.342,-84,3.427,-87,2.617,-83,2.153,-83,1.9569999999999999,-82,-1.2905,0.397841,-0.023955200000000003,-1.3634899999999999,0.393746,0.0612957,-1.44888,0.39229899999999995,-0.010837399999999999,-1.37706,0.394669,-0.0940091
2,1541175798,3.989,-87,1.273,-80,3.127,-86,3.352,-85,3.446,-87,2.659,-84,2.167,-84,1.9609999999999999,-83,-1.28404,0.398038,-0.0240931,-1.3621299999999998,0.393787,0.0551097,-1.44258,0.39264699999999997,-0.0224932,-1.36572,0.394739,-0.10058500000000001
3,1541175798,3.9939999999999998,-89,1.297,-80,3.1180000000000003,-85,3.361,-86,3.427,-86,2.635,-83,2.153,-82,1.966,-82,-1.2782799999999999,0.398287,-0.0248671,-1.36239,0.393487,0.04906,-1.4365700000000001,0.39273800000000003,-0.0346661,-1.35346,0.39556399999999997,-0.106347
4,1541175798,3.975,-87,1.325,-80,3.043,-85,3.305,-86,3.361,-87,2.635,-83,2.153,-81,1.9709999999999999,-81,-1.27304,0.398748,-0.0247833,-1.3622100000000001,0.39355300000000004,0.042564,-1.43032,0.39257,-0.046093300000000004,-1.34198,0.39565900000000004,-0.11131600000000001
5,1541175798,3.98,-88,1.339,-80,3.0239999999999996,-85,3.2960000000000003,-86,3.361,-87,2.617,-83,2.167,-81,1.9609999999999999,-81,-1.26715,0.398331,-0.0229416,-1.36105,0.393333,0.037142699999999994,-1.42208,0.392561,-0.0554807,-1.32856,0.39606199999999997,-0.114977
6,1541175798,3.984,-87,1.3519999999999999,-80,3.0380000000000003,-85,3.319,-87,3.4130000000000003,-88,2.612,-83,2.1390000000000002,-82,1.9609999999999999,-82,-1.26045,0.398713,-0.0214618,-1.3583399999999999,0.393511,0.0317411,-1.41264,0.393072,-0.06491190000000001,-1.31472,0.396417,-0.11771400000000001
7,1541175798,3.952,-86,1.371,-82,2.9960000000000004,-84,3.2769999999999997,-86,3.3710000000000004,-87,2.612,-84,2.1390000000000002,-82,1.975,-82,-1.25347,0.398516,-0.0195625,-1.35469,0.393885,0.026529300000000002,-1.4018899999999999,0.393542,-0.0748582,-1.30092,0.397318,-0.11999000000000001
8,1541175798,3.909,-88,1.348,-85,2.968,-84,3.3,-86,3.408,-87,2.6260000000000003,-84,2.158,-81,2.013,-82,-1.24686,0.39857800000000004,-0.018694099999999998,-1.3512899999999999,0.39407,0.0198797,-1.39075,0.39414699999999997,-0.085312,-1.28677,0.397615,-0.12223599999999998
9,1541175798,3.853,-87,1.413,-83,2.987,-83,3.342,-87,3.3989999999999996,-86,2.6310000000000002,-84,2.158,-80,1.989,-81,-1.24222,0.39863200000000004,-0.0177285,-1.34887,0.394313,0.0152536,-1.38332,0.394679,-0.0911738,-1.27731,0.397208,-0.122548
